Int. Dep. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Brazil,66,19,1191.9,1305.3,2010.8,2009.2,2011.5,2011.1,623.9,1062.7,822.8,814.6,61.0,93.2,83.4,85.8,28.0,37.3,31.4,32.1,213.6,192.0,21.7,16486.2,14829.7,1656.5,16802.8,15114.5,1688.3
Suriname,64,17,138.3,184.8,2003.9,2005.5,2005.7,2005.4,263.5,270.3,261.0,260.1,20.0,86.6,59.4,68.0,20.0,25.5,22.2,23.5,58.8,45.6,13.2,4472.3,3478.8,993.4,4558.1,3545.6,1012.5
Trinidad and Tobago,31,9,247.6,140.5,2009.7,2009.0,2010.2,2009.5,763.8,811.6,755.0,778.0,64.0,84.6,68.4,78.7,25.0,207.3,55.5,104.5,70.3,53.7,16.6,5383.7,4132.2,1251.5,5487.1,4211.5,1275.5
Martinique,18,5,101.3,120.1,2002.8,2005.4,2001.2,2001.5,898.3,838.7,943.7,957.3,132.0,91.2,134.4,140.2,46.5,35.0,47.4,51.1,48.3,36.5,11.8,3695.9,2806.9,889.0,3766.9,2860.8,906.1
Guyana,10,6,42.9,58.0,2009.3,2009.5,2009.1,2009.1,469.9,460.2,503.0,504.3,42.5,41.9,47.6,47.7,45.0,55.0,61.2,62.0,10.8,7.8,3.0,825.2,603.0,222.2,841.0,614.6,226.5
Guadeloupe,9,3,74.3,78.9,2002.7,2006.0,2004.0,2002.6,999.7,985.6,1009.2,1041.5,154.0,117.7,134.9,149.4,21.0,11.7,23.0,27.3,26.1,22.6,3.5,2001.9,1737.9,264.0,2040.3,1771.3,269.1
Saint Lucia,8,5,34.1,48.2,2007.9,2006.6,2006.5,2006.4,809.9,884.0,898.8,892.6,107.0,108.1,140.9,141.0,21.5,20.7,28.3,28.8,19.1,16.0,3.0,1455.4,1226.3,229.1,1483.3,1249.8,233.5
"Bonaire, Sint Eustatius and Saba",6,1,34.5,54.1,2007.0,2007.0,2007.0,2007.0,1041.0,1041.0,1104.4,1104.4,68.5,68.5,81.8,81.8,38.5,38.5,51.4,51.4,16.5,12.5,4.0,1262.4,960.8,301.5,1286.6,979.3,307.3
Spain,3,3,61.2,38.7,2009.7,2009.7,2009.7,2010.6,2540.8,2759.3,2661.4,2848.3,200.0,229.3,221.7,250.4,12.0,24.7,19.8,32.5,12.7,12.0,0.7,963.7,910.4,53.3,982.2,927.9,54.3
Puerto Rico,2,1,24.2,32.9,2009.0,2009.0,2009.0,2009.0,1272.0,1272.0,1272.0,1272.0,95.5,95.5,95.3,95.3,79.5,79.5,79.4,79.4,5.7,4.3,1.4,433.2,330.0,103.2,441.5,336.3,105.2
Grenada,2,1,29.9,8.1,2010.0,2010.0,2010.0,2010.0,739.5,739.5,739.5,739.5,54.5,54.5,54.5,54.5,2.0,2.0,2.0,2.0,5.5,5.4,0.0,421.7,418.5,3.2,429.8,426.6,3.2
Mexico,2,2,48.6,60.3,2009.5,2009.5,2009.3,2009.6,3363.9,3363.9,3363.8,3323.6,390.0,390.0,394.1,388.8,212.0,212.0,224.3,208.4,13.7,12.0,1.7,1050.3,922.6,127.7,1070.4,940.3,130.1
France,2,2,69.4,32.0,1997.5,1997.5,1997.5,1997.5,3799.4,3799.4,3799.4,3799.6,302.0,302.0,301.8,301.5,21.5,21.5,21.5,21.5,17.6,17.2,0.4,1339.8,1308.6,31.1,1365.5,1333.8,31.7
Curaçao,2,2,12.1,6.4,2001.5,2001.5,2011.5,2008.4,1180.0,1180.0,1231.0,1213.4,160.5,160.5,202.5,189.4,54.5,54.5,57.3,56.4,4.4,4.2,0.1,327.7,317.3,10.4,334.0,323.4,10.6
Germany,2,2,77.3,35.7,1997.5,1997.5,1997.5,1997.5,4233.9,4233.9,4233.9,4234.1,302.5,302.5,302.5,302.6,14.0,14.0,14.0,14.0,19.4,19.2,0.2,1471.2,1456.7,14.5,1499.4,1484.6,14.8
Virgin Islands (U.S.),1,1,7.7,12.8,2007.0,2007.0,2007.0,2007.0,1095.6,1095.6,1095.6,1095.6,87.0,87.0,87.0,87.0,30.0,30.0,30.0,30.0,2.4,2.2,0.2,184.3,167.7,16.6,187.8,170.9,16.9
United States of America,1,1,23.0,10.5,2000.0,2000.0,2000.0,2000.0,2514.4,2514.4,2514.4,2514.4,411.0,411.0,411.0,411.0,92.0,92.0,92.0,92.0,6.7,5.9,0.8,502.9,444.4,58.5,512.6,452.9,59.6
Russian Federation,1,1,48.2,22.4,1995.0,1995.0,1995.0,1995.0,5277.7,5277.7,5277.7,5277.7,362.0,362.0,362.0,362.0,48.0,48.0,48.0,48.0,12.6,12.3,0.3,966.4,941.5,24.9,984.9,959.6,25.4
Bermuda,1,1,6.7,6.8,2011.0,2011.0,2011.0,2011.0,1798.8,1798.8,1798.8,1798.8,148.0,148.0,148.0,148.0,16.0,16.0,16.0,16.0,3.2,2.9,0.2,245.4,226.7,18.7,250.1,231.1,19.1
Barbados,1,1,2.6,2.7,2011.0,2011.0,2011.0,2011.0,703.6,703.6,703.6,703.6,53.0,53.0,53.0,53.0,10.0,10.0,10.0,10.0,1.3,1.2,0.2,100.7,89.0,11.7,102.6,90.7,11.9
