Domestic by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Service - tug,228,9,100.4,95.8,2005.2,2008.2,2005.8,2005.2,118.5,308.6,196.4,198.9,20.0,110.8,203.4,211.1,11.0,190.2,125.1,79.4,79.9,55.6,24.3,6001.9,4173.9,1828.0,6117.2,4254.1,1863.1
Container,193,40,600.8,747.7,2002.6,2001.9,2001.3,2001.2,172.4,272.3,266.5,266.7,16.0,44.0,52.9,53.0,48.0,85.1,98.3,99.5,293.8,120.7,173.2,22263.4,9194.8,13068.6,22690.8,9371.3,13319.5
Offshore,193,4,85.2,106.0,2010.1,2009.0,2010.2,2010.1,121.7,115.8,174.5,174.5,25.0,20.4,92.0,92.7,10.0,11.0,21.4,21.0,53.3,42.3,11.0,3998.8,3173.1,825.7,4075.6,3234.0,841.6
General cargo,95,36,239.1,318.0,1991.2,1988.6,1991.8,1991.7,325.6,426.3,342.9,342.9,28.0,68.0,76.0,75.5,47.0,117.9,70.9,72.0,80.8,44.9,35.9,6141.8,3435.3,2706.4,6259.7,3501.3,2758.4
Liquefied gas tanker,83,7,450.8,518.7,2006.5,2005.9,2006.4,2006.1,466.3,657.5,686.7,693.8,31.0,98.4,145.1,149.2,42.0,77.4,156.5,158.9,231.4,122.8,108.6,17557.8,9341.3,8216.5,17895.0,9520.7,8374.3
Chemical tanker,73,21,786.7,1210.4,2005.4,2006.9,2005.2,2005.2,430.5,541.1,478.7,476.7,38.0,71.2,75.7,74.8,59.0,55.9,85.5,86.1,262.0,119.2,142.7,20286.4,9232.5,11053.9,20675.9,9409.8,11266.1
Vehicle,39,15,420.7,127.5,1993.5,1999.3,2000.8,2000.3,283.9,400.2,415.9,415.9,24.0,39.0,49.5,49.1,32.0,39.1,54.7,51.5,49.1,30.5,18.6,3785.7,2352.4,1433.3,3858.4,2397.6,1460.8
Oil tanker,24,14,282.0,475.6,2005.8,2009.4,2004.7,2005.1,378.0,324.7,306.2,293.8,33.0,36.9,54.9,53.8,31.5,78.4,79.0,76.0,88.0,32.8,55.2,6816.6,2540.6,4276.0,6947.5,2589.3,4358.1
Bulk carrier,19,16,176.9,303.8,1997.4,1997.6,2001.3,2001.5,360.7,482.1,481.8,478.3,27.0,69.8,93.3,91.8,94.0,192.6,121.4,118.8,27.1,15.1,12.0,2085.1,1166.9,918.2,2125.1,1189.3,935.8
Service - other,6,3,33.2,28.3,2000.2,1995.3,2005.3,2004.8,295.8,446.1,1020.1,490.1,49.5,46.5,2846.1,2570.1,92.0,67.2,2170.4,1957.2,16.1,10.9,5.2,1210.9,821.0,389.9,1234.2,836.7,397.4
Miscellaneous - fishing,1,1,0.0,0.0,1993.0,1993.0,1993.0,1993.0,152.2,152.2,152.2,152.2,56.0,56.0,56.0,56.0,85.0,85.0,85.0,85.0,0.2,0.1,0.1,17.2,6.8,10.4,17.5,7.0,10.6
