Int. Dep. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Misurata,589,296,10205.6,10400.7,1998.2,1998.4,2003.0,2004.4,796.5,956.3,1113.2,1012.7,72.0,121.9,214.1,214.7,26.0,67.5,67.1,61.6,1476.2,1180.8,295.4,113395.2,90943.2,22452.0,115572.4,92689.3,22883.1
Bouri Oil Field,301,49,1575.7,2510.3,2007.6,2005.3,2007.7,2007.6,277.6,694.3,749.3,834.2,68.0,139.9,212.9,173.8,22.0,78.3,53.5,49.9,399.7,292.3,107.4,30402.9,22222.7,8180.2,30986.7,22649.4,8337.3
Tripoli,203,108,1537.0,2176.1,2001.0,1997.7,1998.9,1998.7,470.4,703.2,768.7,809.0,61.0,134.1,161.2,171.7,17.0,46.5,49.9,53.5,361.2,274.8,86.4,27732.3,21116.2,6616.1,28264.7,21521.6,6743.1
Az Zawiyah,197,147,13394.9,24317.7,2007.8,2008.1,2008.8,2008.9,874.6,1442.6,1553.3,1578.2,100.0,155.9,308.4,312.3,31.0,46.8,45.7,45.5,1592.0,1192.5,399.5,123095.9,92236.4,30859.5,125459.4,94007.4,31452.0
Khoms,193,119,1697.5,2299.7,1992.9,1993.4,1998.0,1998.3,893.7,855.0,811.5,816.0,105.0,179.3,229.5,249.4,25.0,113.8,62.0,67.9,443.7,370.8,72.9,33937.5,28413.9,5523.5,34589.1,28959.5,5629.6
Benghazi,175,112,2649.9,2633.5,1998.6,1998.3,2004.1,2002.4,658.9,826.4,929.2,755.0,69.0,132.2,182.3,143.1,30.0,62.3,62.3,70.1,427.9,313.2,114.7,32931.4,24112.8,8818.6,33563.6,24575.7,8987.9
El Choms,159,93,1208.3,1037.1,1990.9,1992.9,1996.3,1996.5,837.5,784.6,757.7,683.3,75.0,85.5,105.8,107.5,24.0,55.9,75.1,72.8,248.0,195.1,52.9,18951.4,14936.6,4014.8,19315.3,15223.3,4091.9
Mellitah,151,76,7825.8,13855.4,2006.9,2004.8,2008.6,2008.5,685.6,1955.1,1951.4,2081.2,71.0,238.0,510.2,526.6,27.0,67.1,65.4,64.6,865.3,724.5,140.8,66818.7,56010.6,10808.1,68101.6,57086.0,11015.6
Tobruk,132,108,15941.1,30238.1,2000.6,2002.1,2011.2,2011.4,781.4,2061.1,2811.0,2924.2,106.5,236.1,505.1,510.6,37.5,81.8,57.9,57.7,1488.4,1252.2,236.2,115127.3,96878.9,18248.4,117337.8,98739.0,18598.8
As Sidr,118,91,23045.5,43793.0,2007.9,2008.2,2008.7,2008.8,1370.5,2813.8,2918.1,2963.6,167.0,279.4,531.2,536.7,33.0,49.7,52.9,53.0,2072.8,1779.3,293.5,160496.7,137801.8,22694.9,163578.2,140447.6,23130.7
Al Burayqah,61,47,1113.8,1369.5,2005.3,2004.4,2006.4,2006.1,1095.3,1215.5,1154.8,1166.3,97.0,126.4,158.5,172.8,23.0,38.3,36.0,40.0,173.0,150.1,22.9,13317.3,11563.5,1753.7,13573.0,11785.6,1787.4
Ras Lanuf,52,45,9802.8,18598.6,2007.5,2007.6,2007.9,2007.9,976.5,2715.5,2808.9,2840.7,92.5,249.2,810.7,818.3,39.5,87.7,94.8,93.8,867.0,642.0,225.0,67157.7,49727.1,17430.6,68447.1,50681.8,17765.3
Marsa Brega,32,25,2356.9,4231.0,2009.6,2010.0,2012.1,2012.2,1019.1,1326.9,1436.0,1449.3,105.5,162.9,221.9,225.8,29.0,32.9,30.9,31.2,255.7,207.4,48.2,19794.3,16062.1,3732.2,20174.4,16370.5,3803.8
Zuwara,24,8,201.6,235.6,1985.5,1992.6,1997.1,2005.4,701.8,648.1,782.2,815.7,87.5,93.8,127.9,143.0,32.0,41.6,39.7,38.9,44.4,33.5,10.9,3398.6,2572.6,826.1,3463.9,2622.0,841.9
Tajoura,7,5,263.2,408.3,1997.3,1994.6,2003.7,2003.8,1518.2,1279.0,3457.8,3532.2,179.0,121.6,324.1,325.4,31.0,16.6,65.2,65.6,43.7,36.3,7.4,3381.2,2811.8,569.4,3446.1,2865.7,580.4
Bardiyah,5,5,9.8,14.6,1983.8,1983.8,1986.8,1987.6,827.2,2206.8,998.5,924.0,107.0,257.2,384.9,332.9,48.0,265.2,359.0,300.3,11.6,6.8,4.8,872.5,512.7,359.9,889.3,522.5,366.8
Sirte,5,5,149.3,259.6,2009.0,2009.0,2011.2,2011.5,601.9,738.8,583.6,569.3,50.0,81.0,76.2,71.4,29.0,42.2,31.6,30.7,15.5,9.9,5.6,1201.4,763.9,437.5,1224.5,778.6,445.9
Abu Khammash,4,4,8.5,5.5,1987.0,1987.0,1983.3,1980.7,871.3,773.1,978.1,936.9,104.5,105.0,150.0,166.6,4.0,9.0,3.1,2.8,3.8,3.8,0.0,287.5,284.1,3.4,293.0,289.6,3.5
Derna,4,3,92.4,148.0,1999.8,1998.7,2000.7,2000.7,1393.2,1332.8,1294.5,1297.2,189.0,186.8,169.4,169.4,188.0,193.3,225.5,224.7,21.9,11.8,10.0,1690.8,915.3,775.4,1723.2,932.9,790.3
Soussah,2,2,43.7,82.1,2006.0,2006.0,2014.6,2015.2,612.8,612.8,491.1,486.1,53.0,53.0,42.8,42.1,17.0,17.0,17.0,17.0,5.0,3.1,1.9,389.6,242.1,147.5,397.0,246.7,150.3
