Int. Arr. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Misurata,663,317,17500.0,16567.2,1998.2,1998.6,2004.7,2005.3,869.5,1302.9,1759.1,1514.6,74.0,114.2,305.4,301.2,45.0,92.0,75.8,113.2,2255.3,1857.9,397.4,173584.7,143305.6,30279.1,176917.5,146057.1,30860.5
Bouri Oil Field,304,50,1159.4,1884.9,2007.8,2005.7,2009.8,2009.9,196.0,491.4,527.6,573.7,21.0,109.4,169.1,126.9,15.0,44.4,22.3,17.5,217.0,180.6,36.4,16490.1,13731.2,2758.9,16806.7,13994.9,2811.9
Tripoli,214,104,2856.2,4137.1,2000.8,1997.3,1999.7,1999.8,736.8,1200.6,1279.4,1346.4,65.0,115.2,483.2,507.8,52.0,175.3,168.9,178.1,675.5,454.0,221.6,51871.8,34975.6,16896.2,52867.7,35647.2,17220.6
Az Zawiyah,193,146,7682.5,13740.8,2007.7,2008.0,2008.1,2008.2,693.6,913.5,897.8,898.8,72.0,105.0,218.7,223.4,48.0,66.0,63.6,62.2,1169.4,646.7,522.7,90492.2,50020.7,40471.4,92229.6,50981.1,41248.5
Khoms,188,127,2696.9,3009.5,1992.7,1993.1,2001.5,2000.5,918.7,1142.9,1288.8,1170.2,90.0,110.3,174.3,160.9,98.0,175.4,139.2,168.9,531.3,339.4,191.9,40672.9,26097.7,14575.2,41453.9,26598.8,14855.1
Benghazi,168,115,2948.6,3784.5,1996.6,1997.6,2002.0,2002.5,762.2,1075.6,1253.6,1152.2,69.0,98.2,177.9,162.0,59.5,138.4,100.2,107.0,516.5,366.3,150.2,39684.4,28229.9,11454.6,40446.4,28771.9,11674.5
El Choms,142,85,1822.3,1313.3,1990.3,1992.3,1997.6,1996.7,917.0,1200.8,1322.0,1092.1,111.0,195.4,239.2,265.9,82.5,132.3,104.4,145.5,391.6,309.2,82.3,29826.2,23624.4,6201.8,30398.9,24078.0,6320.9
Tobruk,139,113,8434.8,15633.9,2001.5,2002.4,2009.3,2009.7,880.4,1317.2,1425.2,1451.8,94.0,145.8,280.5,286.7,42.0,119.6,68.8,64.8,870.4,588.3,282.1,67290.9,45512.3,21778.7,68582.9,46386.1,22196.8
Mellitah,134,72,3407.3,5893.4,2007.3,2006.6,2009.8,2009.7,585.5,803.1,859.4,886.5,64.0,107.5,146.3,150.1,27.5,52.2,38.0,38.3,433.3,301.2,132.1,33435.3,23265.4,10169.8,34077.2,23712.1,10365.1
As Sidr,119,91,9892.6,18561.4,2008.0,2008.2,2008.8,2008.8,754.3,1183.1,1237.1,1239.6,101.0,137.1,272.8,274.5,39.0,40.8,40.0,40.0,943.2,633.4,309.7,73049.3,49058.0,23991.3,74451.9,50000.0,24451.9
