Domestic by Dep. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Tripoli,291,45,344.3,445.6,2005.8,2001.2,2002.7,2002.1,111.6,245.4,216.7,226.4,13.0,73.6,101.1,102.3,15.0,74.9,97.4,102.2,180.0,113.6,66.4,13617.8,8613.9,5003.8,13879.2,8779.3,5099.9
Bouri Oil Field,215,16,161.6,202.2,2007.5,2008.5,2007.8,2007.8,178.6,250.5,216.2,204.3,56.0,72.5,165.3,148.2,11.0,111.6,34.2,42.1,92.6,68.2,24.4,6990.8,5130.4,1860.4,7125.0,5228.9,1896.2
Misurata,182,78,842.9,990.5,2000.3,2000.5,2001.9,2002.0,252.8,380.7,385.9,402.7,21.5,43.7,57.6,59.7,51.0,88.8,96.8,102.7,332.3,132.8,199.5,25286.7,10154.7,15132.0,25772.2,10349.7,15422.6
Benghazi,66,39,366.2,425.4,1997.2,1998.5,1997.9,1998.1,391.1,456.1,494.9,509.1,36.5,59.5,104.7,106.4,74.5,115.4,103.1,104.8,130.8,73.4,57.4,9966.1,5613.8,4352.3,10157.4,5721.6,4435.9
Khoms,60,32,362.9,394.2,1998.9,1998.3,2002.1,2001.2,159.1,578.0,395.8,364.2,32.0,96.5,138.9,171.5,40.5,62.4,56.2,61.0,120.4,79.2,41.3,9274.4,6108.8,3165.6,9452.5,6226.1,3226.4
Mellitah,33,11,141.2,160.7,2005.7,2004.4,2010.5,2010.3,305.2,488.1,843.8,839.0,49.0,255.8,127.0,125.4,23.0,50.7,162.9,161.1,57.4,30.3,27.0,4357.5,2318.5,2039.0,4441.2,2363.0,2078.2
Az Zawiyah,25,9,250.5,400.2,2005.0,2005.8,2005.0,2005.2,390.4,345.8,369.6,365.3,19.0,26.6,27.8,28.0,81.0,73.6,144.5,140.6,85.8,17.1,68.7,6648.0,1326.1,5321.9,6775.6,1351.6,5424.0
El Choms,24,16,131.9,68.8,1999.4,1996.1,1999.0,2000.2,163.0,268.6,317.1,185.1,10.0,19.6,33.7,28.3,28.5,74.0,52.8,65.3,19.5,8.8,10.7,1489.1,679.9,809.2,1517.7,692.9,824.8
Tobruk,22,16,280.1,429.7,1999.8,1998.4,2003.2,2003.5,661.8,724.4,683.5,677.2,53.5,72.4,60.4,59.5,53.0,98.4,92.7,93.0,87.1,33.6,53.6,6743.2,2597.1,4146.0,6872.6,2647.0,4225.6
Marsa Brega,9,6,113.7,193.7,2009.3,2010.0,2007.7,2007.8,492.9,457.0,500.1,498.4,35.0,215.1,43.2,42.3,39.0,84.2,36.3,34.1,18.7,11.6,7.1,1442.0,895.0,547.0,1469.7,912.2,557.5
Al Burayqah,8,6,46.6,29.5,2007.4,2005.8,2005.9,2005.3,165.4,271.4,304.0,290.7,22.0,78.5,54.0,41.4,21.5,55.0,95.1,63.3,9.6,5.2,4.4,741.5,399.5,342.0,755.8,407.2,348.6
Tajoura,5,5,24.7,34.5,1998.0,1998.0,2002.8,2002.9,443.4,474.7,478.2,481.8,30.0,29.4,35.9,35.0,56.0,97.4,85.9,82.9,6.2,2.4,3.9,476.0,181.6,294.4,485.1,185.1,300.0
Soussah,4,4,20.8,31.4,1995.8,1995.8,2001.9,2001.9,367.4,375.4,497.1,491.9,35.5,35.5,53.2,52.8,119.5,183.5,110.6,110.2,5.7,2.6,3.1,437.8,199.9,237.8,446.2,203.8,242.4
Ras Lanuf,3,3,37.2,69.7,1999.7,1999.7,2010.1,2010.6,296.3,284.9,246.2,248.3,34.0,33.7,30.4,30.2,65.0,59.7,41.7,40.1,5.0,2.6,2.4,387.7,202.7,185.0,395.2,206.6,188.6
Zuwara,3,2,7.1,7.5,2010.3,2012.0,2012.0,2015.2,1155.7,1960.8,108.7,66.4,37.0,47.8,32.7,21.3,92.0,810.2,1352.8,490.8,13.8,2.1,11.6,1034.4,159.7,874.7,1054.3,162.8,891.5
Bardiyah,2,2,2.3,4.3,1992.0,1992.0,1992.5,1993.4,322.0,322.0,153.9,145.8,59.5,59.5,59.3,59.1,10.5,10.5,10.1,9.3,0.5,0.5,0.0,36.6,35.8,0.8,37.3,36.5,0.8
Sirte,2,2,41.9,44.0,2007.5,2007.5,2007.0,2007.5,9330.1,9330.1,1406.6,919.7,1654.0,1654.0,2253.8,1659.3,1263.0,1263.0,1717.3,1267.0,16.4,10.9,5.5,1235.9,821.1,414.8,1259.7,836.9,422.8
