Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Container,94,9,2342.7,2776.3,2002.5,2001.3,1999.2,2000.1,1522.5,2262.5,1714.1,1629.9,92.5,329.7,350.2,348.5,16.5,51.5,71.8,68.9,502.5,439.0,63.6,38591.6,33733.7,4857.9,39332.6,34381.4,4951.2
General cargo,77,11,326.9,416.5,2002.6,2008.2,2007.2,2007.1,170.5,370.8,461.2,481.1,15.0,192.0,572.8,587.5,49.0,61.8,30.8,29.9,66.3,53.7,12.6,5020.0,4075.4,944.6,5116.4,4153.6,962.8
Chemical tanker,29,14,668.1,1087.7,2010.0,2010.8,2011.6,2011.8,1565.2,1189.1,1201.6,1197.1,134.0,134.4,203.9,205.1,26.0,47.7,44.0,44.3,117.2,96.6,20.6,9053.7,7462.2,1591.4,9227.5,7605.5,1622.0
Service - tug,21,5,2.2,1.5,1970.9,1982.2,1972.8,1973.9,143.4,213.3,321.7,441.9,28.0,106.1,379.7,478.6,31.0,31.0,69.4,73.4,8.4,7.0,1.4,632.5,525.3,107.3,644.7,535.3,109.3
Vehicle,12,5,1720.0,451.2,2005.7,2005.0,2006.0,2006.1,2685.1,2182.9,2637.7,2596.1,146.0,125.4,162.6,163.4,10.0,15.4,15.5,15.2,118.7,117.0,1.7,9196.5,9066.1,130.4,9373.1,9240.2,132.9
Offshore,11,2,54.0,58.6,2006.5,2006.5,2007.0,2007.0,598.1,458.7,1540.7,1540.5,352.0,344.2,326.4,326.6,248.0,252.8,873.5,873.5,44.4,19.2,25.2,3378.8,1448.5,1930.4,3443.7,1476.3,1967.4
Oil tanker,9,7,385.1,640.0,2006.9,2007.4,2007.7,2007.7,1674.5,1660.0,1512.9,1502.5,130.0,132.0,170.2,168.8,33.0,57.3,62.0,63.9,52.5,40.3,12.2,4067.8,3119.1,948.7,4145.9,3178.9,966.9
Service - other,6,4,58.5,32.1,1995.2,1994.8,1990.5,1990.4,1915.7,2036.6,2485.9,2674.3,265.5,248.8,250.6,250.7,140.5,169.6,123.5,121.5,25.6,23.5,2.0,1947.6,1794.5,153.1,1985.0,1829.0,156.0
Bulk carrier,6,4,87.5,137.7,2002.7,2006.0,2007.7,2007.7,790.3,1115.6,1243.3,1258.6,78.0,118.5,200.1,200.2,63.0,76.2,107.4,105.9,11.5,10.3,1.2,888.1,796.6,91.4,905.1,811.9,93.2
Cruise,1,1,113.6,19.5,1990.0,1990.0,1990.0,1990.0,2251.7,2251.7,2251.7,2251.7,136.0,136.0,136.0,136.0,8.0,8.0,8.0,8.0,23.5,23.2,0.4,1822.1,1794.9,27.2,1857.0,1829.3,27.7
