Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Container,94,9,645.2,703.5,2002.5,2001.3,1995.6,1997.5,144.5,796.7,472.1,413.0,13.0,108.8,256.3,210.3,13.0,127.2,331.4,221.8,151.7,104.9,46.8,11577.1,8043.8,3533.4,11799.4,8198.2,3601.2
General cargo,77,10,1394.4,1774.9,2002.5,2007.7,2012.6,2012.4,358.8,1387.4,1992.5,2063.7,41.0,93.5,98.6,98.7,20.0,140.4,1046.3,1085.6,155.2,86.3,68.9,11898.7,6633.4,5265.3,12127.2,6760.8,5366.3
Chemical tanker,29,14,539.7,883.2,2010.0,2010.8,2010.1,2010.2,301.3,968.2,970.6,972.1,29.0,99.8,222.9,223.1,22.0,32.4,42.5,42.3,93.8,77.8,16.0,7246.4,6006.8,1239.6,7385.6,6122.1,1263.4
Service - tug,22,5,13.8,7.5,1971.0,1982.2,1991.7,1986.1,194.7,3261.5,1980.6,2050.2,53.0,753.5,1331.3,1362.7,20.0,590.4,2605.4,1579.5,42.6,23.8,18.8,3197.6,1783.6,1414.0,3259.0,1817.9,1441.2
Vehicle,12,5,838.2,224.2,2005.7,2005.0,2005.8,2005.8,1277.1,1305.5,1285.4,1290.0,73.0,78.2,76.6,77.3,2.0,4.1,3.2,3.7,57.9,57.4,0.5,4482.7,4446.9,35.8,4568.8,4532.3,36.5
Oil tanker,9,7,184.5,304.6,2006.9,2007.4,2006.7,2006.6,210.9,700.1,724.9,715.0,16.0,58.9,152.5,148.7,31.0,32.6,57.3,59.0,37.7,20.6,17.1,2922.0,1599.4,1322.6,2978.1,1630.1,1348.0
Offshore,9,2,11.5,12.5,2006.6,2006.5,2006.8,2006.8,311.9,421.1,395.2,395.6,57.0,87.2,238.2,239.3,514.0,535.0,486.7,486.2,19.4,7.6,11.8,1461.7,573.4,888.4,1489.8,584.4,905.4
Service - other,7,4,96.2,37.7,1996.4,1994.8,1998.5,1996.4,1732.3,1792.6,3777.4,2995.4,357.0,250.4,3362.0,2622.4,78.0,81.4,37.4,51.7,49.6,48.3,1.3,3741.9,3641.2,100.7,3813.7,3711.1,102.6
Bulk carrier,5,4,88.5,133.5,2004.0,2006.0,2005.9,2005.9,1861.3,1447.5,1478.9,1434.6,163.0,134.1,191.7,189.7,54.0,59.5,74.0,74.6,11.6,11.0,0.6,891.3,848.3,43.0,908.4,864.6,43.9
Cruise,1,1,67.5,11.6,1990.0,1990.0,1990.0,1990.0,1337.7,1337.7,1337.7,1337.7,88.0,88.0,88.0,88.0,7.0,7.0,7.0,7.0,12.5,12.2,0.3,968.4,944.6,23.8,986.9,962.7,24.2
