Int. Arr. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Yongdang Dong,9162,1593,157523.2,198911.5,2003.4,2004.6,2007.0,2007.1,610.5,1560.4,1427.5,1432.3,49.0,136.4,275.1,291.7,16.0,53.4,31.7,33.7,25713.2,22434.8,3278.4,1980134.7,1729903.9,250230.8,2018153.3,1763118.1,255035.2
Onsan,5356,2335,395345.5,663692.1,2007.0,2007.4,2008.9,2009.0,948.6,2528.5,3760.2,3992.6,72.0,210.5,558.0,579.5,26.0,55.8,123.7,130.8,35298.9,30719.3,4579.6,2727037.4,2374613.0,352424.4,2779396.5,2420205.6,359190.9
Busan New Port,3719,1245,389697.5,412724.4,2007.7,2007.9,2009.8,2009.8,705.2,1535.9,1539.1,1525.5,50.0,106.9,292.7,296.4,15.0,20.4,18.8,18.8,38350.7,36176.3,2174.5,2936305.1,2769593.4,166711.7,2992682.1,2822769.6,169912.5
Busan,3256,1330,54531.9,77348.3,2001.7,2004.3,2009.1,2009.9,492.4,1372.1,1195.5,1566.6,45.0,183.6,453.1,461.0,11.0,55.7,37.3,39.1,7772.2,6771.7,1000.4,592881.6,517188.3,75693.3,604264.9,527118.3,77146.6
Gamcheon/Busan,3070,1560,58828.8,74271.6,1998.3,2000.9,2006.5,2007.3,602.3,1588.9,1810.7,1749.9,68.0,213.2,436.7,428.7,28.0,110.6,49.5,45.0,10740.5,8491.9,2248.6,816597.4,646809.1,169788.3,832276.0,659227.8,173048.2
Ulsan,1630,956,81075.9,118992.4,2008.1,2006.8,2009.8,2009.7,849.9,2118.5,3191.1,3349.8,79.0,193.8,550.6,578.0,20.0,46.5,45.3,45.0,8226.7,7312.3,914.4,634932.0,564811.5,70120.6,647122.7,575655.9,71466.9
Jisepo,1556,1048,193366.0,195862.9,2006.7,2006.6,2008.9,2009.0,947.2,1823.0,2184.4,2094.6,64.0,138.3,421.0,432.9,16.0,50.8,84.6,80.2,20411.1,17524.0,2887.1,1442164.3,1228173.9,213990.4,1469853.9,1251754.9,218099.0
Daesan,1455,904,170288.6,281630.1,2008.0,2008.0,2009.7,2010.2,1198.1,2937.2,4389.7,4607.8,97.0,249.5,617.9,628.1,48.0,91.8,118.9,130.1,15153.4,13672.4,1480.9,1144053.1,1030825.9,113227.1,1166018.9,1050617.8,115401.1
Pohang,1108,677,107092.1,199536.9,2005.6,2005.8,2010.7,2010.8,1048.7,2065.3,4241.5,4527.3,88.0,189.4,821.2,841.4,45.0,76.0,76.6,76.5,7010.5,6263.2,747.2,539810.3,482348.7,57461.6,550174.7,491609.8,58564.9
Yosu,1107,889,128125.5,217576.3,2008.8,2008.8,2010.1,2009.9,972.6,2455.7,3415.5,3676.3,94.0,226.6,705.7,743.1,23.0,70.4,135.0,146.2,10878.2,9901.9,976.3,824894.5,749920.5,74974.0,840732.5,764319.0,76413.5
