Int. Arr. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Japan,14359,2905,133842.9,157572.2,2003.2,2006.5,2008.2,2008.7,518.9,879.0,715.2,750.5,41.0,85.1,122.3,137.6,15.0,56.7,86.7,84.6,22789.9,16521.6,6268.3,1740175.1,1265702.1,474473.0,1773586.4,1290003.6,483582.8
China,14175,4409,328242.5,380568.1,2006.5,2006.8,2008.7,2008.9,704.7,1095.9,888.3,897.3,58.0,123.1,182.7,168.9,17.0,47.2,38.2,43.8,45609.2,37592.8,8016.3,3510689.2,2896554.8,614134.4,3578094.5,2952168.7,625925.8
Russian Federation,2311,1032,46225.8,69104.5,1998.7,2000.0,2005.3,2005.6,752.5,1413.3,1229.9,1268.2,80.0,198.9,265.6,259.7,29.0,121.7,96.7,92.4,7072.8,5437.5,1635.3,536627.7,412710.3,123917.5,546931.0,420634.3,126296.7
"Taiwan, Province of China",1020,570,33109.6,43916.7,2006.3,2007.2,2008.3,2008.1,1184.0,1696.0,1439.0,1489.4,94.0,181.0,221.5,246.6,24.0,73.3,59.4,67.6,4955.9,4153.0,802.9,379643.7,318144.2,61499.5,386932.9,324252.6,62680.3
United States of America,967,641,390715.0,464980.4,2009.2,2010.0,2010.3,2010.4,5381.8,6927.7,6899.4,6948.9,440.0,557.9,585.9,632.3,17.0,53.6,37.1,41.9,38306.2,37314.0,992.2,2887167.3,2812531.5,74635.8,2942600.9,2866532.1,76068.8
Australia,604,425,236824.9,393741.4,2010.4,2010.0,2010.6,2010.7,4745.7,5066.3,5573.7,5656.2,386.0,430.5,664.0,705.2,61.5,96.9,91.4,98.6,16546.2,15670.3,875.9,1222609.2,1156567.3,66041.8,1246083.3,1178773.4,67309.8
Indonesia,594,407,73393.8,123316.0,2005.7,2006.9,2007.5,2007.6,2968.1,3362.8,3436.3,3469.2,263.0,314.9,436.9,459.7,44.0,95.9,111.4,118.8,6800.2,6110.3,689.9,521277.8,468311.1,52966.6,531286.3,477302.7,53983.6
Hong Kong,569,267,40508.7,45586.9,2008.8,2008.4,2011.5,2011.2,1356.1,1733.5,1519.5,1527.6,98.0,150.6,122.5,129.4,21.0,73.1,51.3,53.9,3726.8,3257.7,469.1,287983.6,251893.9,36089.6,293512.9,256730.3,36782.6
Viet Nam,503,172,21862.0,27789.5,2009.5,2007.0,2010.6,2010.4,2068.4,2548.0,2160.2,2174.9,148.0,223.8,172.1,176.5,15.0,62.1,46.3,51.0,3942.7,3739.5,203.2,303906.9,288378.2,15528.7,309741.9,293915.1,15826.9
Singapore,476,443,71801.1,99016.3,2008.5,2008.6,2008.8,2009.0,2922.5,3433.9,3349.1,3396.6,235.0,281.9,321.6,337.5,31.0,75.7,66.8,77.9,6700.9,6160.6,540.2,511782.5,470106.5,41676.0,521608.7,479132.6,42476.2
Philippines,354,189,16290.5,21832.2,2004.6,2005.8,2007.9,2007.9,1678.3,2317.7,2240.3,2272.3,142.0,212.2,559.2,521.7,18.0,85.3,68.9,71.7,2435.9,2159.0,277.0,187807.6,166569.8,21237.8,191413.5,169767.9,21645.5
Canada,244,189,67666.2,104673.0,2009.5,2009.9,2009.2,2009.6,4940.2,5290.9,5304.5,5338.7,430.0,481.9,481.1,503.5,15.0,59.8,75.3,88.1,5740.4,5540.0,200.3,443240.6,427725.6,15515.0,451750.9,435938.0,15812.9
Malaysia,224,173,38054.4,54635.5,2007.8,2007.3,2008.2,2008.5,2747.0,3289.3,3428.3,3542.2,225.0,288.4,596.6,696.9,26.0,65.6,62.5,71.6,3369.6,3100.2,269.4,249708.8,229130.1,20578.8,254503.2,233529.4,20973.9
Saudi Arabia,125,99,106693.1,202745.3,2009.3,2009.0,2008.9,2008.9,6586.0,6683.8,6684.3,6680.9,576.0,575.4,588.3,589.3,30.0,46.6,44.9,44.9,5997.7,5788.5,209.2,464572.8,448376.7,16196.0,473492.6,456985.5,16507.0
Thailand,118,96,7964.3,8557.1,2008.0,2007.8,2009.0,2008.9,3196.8,3470.7,3726.1,3721.0,234.5,262.7,259.1,278.6,34.0,80.4,113.1,113.1,1172.5,1009.4,163.1,88930.7,77475.3,11455.5,90638.2,78962.8,11675.4
United Arab Emirates,104,94,65414.0,118024.2,2008.3,2008.4,2008.4,2008.3,6297.6,6677.8,6904.4,6908.5,505.5,531.1,545.4,548.2,43.0,106.7,459.3,477.8,4258.2,3974.2,284.0,329805.8,307808.5,21997.3,336138.0,313718.4,22419.6
Mexico,101,73,46258.7,60679.7,2009.6,2010.0,2010.4,2010.9,6611.0,7141.5,7542.3,7929.4,435.0,565.1,636.1,734.1,12.0,50.4,90.2,121.3,4307.9,4212.2,95.7,333618.4,326211.2,7407.2,340023.8,332474.4,7549.4
New Zealand,98,91,15964.5,20540.7,2011.2,2011.3,2011.3,2012.0,5972.5,6125.0,6135.8,6071.4,499.0,511.3,499.4,519.0,52.5,90.4,72.1,72.0,1523.5,1462.1,61.4,117845.5,113119.1,4726.4,120108.1,115291.0,4817.1
Qatar,81,55,71572.3,71582.5,2006.9,2008.7,2005.8,2006.8,6679.2,7259.3,8234.3,7916.0,509.0,551.8,866.9,814.7,27.0,52.2,40.2,45.5,9172.8,8921.5,251.3,614515.9,596740.9,17775.0,626314.6,608198.3,18116.3
