Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Container,12365,1504,842225.9,930637.2,2005.9,2008.4,2009.4,2009.3,595.2,1826.4,1948.2,1908.4,51.0,122.6,322.8,320.0,12.0,25.0,43.3,42.7,103699.9,99435.7,4264.2,8016179.8,7690697.7,325482.1,8170090.4,7838359.1,331731.4
Chemical tanker,6174,1136,99111.8,160460.0,2007.0,2008.7,2009.8,2009.8,659.2,1893.9,1913.3,1959.6,65.0,178.2,390.8,394.5,21.0,49.7,68.9,69.9,19507.8,16718.3,2789.5,1500771.2,1288318.6,212452.7,1529586.1,1313054.3,216531.8
General cargo,5859,1297,47182.7,65974.4,2002.4,2003.9,2007.2,2007.2,581.0,1346.3,1353.0,1341.6,65.0,139.2,362.8,358.1,35.0,66.9,85.3,85.0,8621.5,7552.0,1069.5,660575.1,579951.8,80623.3,673258.1,591086.8,82171.3
Bulk carrier,4149,2225,488168.9,895051.4,2008.1,2010.0,2010.3,2010.3,1668.8,2912.8,3357.0,3404.2,183.0,286.0,496.7,498.4,58.0,104.3,125.3,125.4,32962.1,30531.9,2430.2,2549566.2,2362678.0,186888.1,2598517.8,2408041.5,190476.4
Oil tanker,2266,930,335066.5,626594.6,2009.4,2009.2,2009.9,2009.8,1097.0,2742.3,3085.6,3139.9,126.0,285.8,452.4,454.9,32.0,68.6,133.1,133.2,24310.4,20468.3,3842.1,1879385.6,1583013.7,296371.8,1915469.8,1613407.6,302062.2
Liquefied gas tanker,1722,484,257446.1,226538.9,2007.5,2009.5,2009.6,2010.0,856.4,3669.8,4714.7,4729.6,83.0,295.1,644.6,648.3,26.0,54.9,215.7,200.3,31075.7,26592.2,4483.4,2029608.0,1736667.7,292940.4,2068576.5,1770011.7,298564.8
Ferry-RoPax,1518,27,9771.4,2891.4,2004.7,2001.0,2003.2,2004.8,212.5,1561.4,354.9,324.0,15.0,140.1,59.2,44.0,10.5,135.7,238.8,237.9,2852.3,1726.7,1125.6,218870.4,132856.0,86014.4,223072.7,135406.8,87665.9
Vehicle,1011,373,134307.9,45727.3,2006.1,2006.8,2007.5,2007.2,833.5,2169.6,2395.5,2393.3,78.0,159.7,399.1,401.5,11.0,16.9,19.6,19.5,8198.9,7989.6,209.3,634633.0,618509.8,16123.2,646817.9,630385.2,16432.7
Miscellaneous - fishing,892,337,5310.7,3527.1,1989.9,1991.0,1990.7,1989.8,897.0,5705.0,4906.1,4837.2,101.0,1018.6,2717.2,2726.9,13.0,150.7,181.2,178.4,2783.1,2487.4,295.8,209881.8,187663.9,22217.9,213911.5,191267.0,22644.5
Refrigerated bulk,759,215,9753.3,10548.9,1991.3,1991.7,1990.9,1990.9,1156.5,2427.2,2350.4,2329.8,111.0,283.4,668.9,660.8,49.0,127.6,167.4,174.3,6283.7,4750.0,1533.7,476279.0,360936.9,115342.1,485423.6,367866.9,117556.7
Ro-Ro,342,20,2140.2,1097.7,1999.5,1998.4,2000.5,2001.4,440.8,869.1,520.8,596.2,28.0,91.8,67.5,87.4,9.0,32.9,25.1,30.3,610.1,512.7,97.4,47122.1,39619.1,7503.0,48026.9,40379.8,7647.1
Ferry-pax only,309,10,63.0,17.8,1994.0,1996.4,1999.0,1997.4,473.1,802.9,741.7,765.7,15.0,117.8,49.4,57.6,11.0,41.8,44.5,31.2,181.4,109.6,71.8,13623.5,8228.9,5394.5,13885.0,8386.9,5498.1
Service - tug,194,58,232.0,155.5,2001.8,2003.0,2000.9,2003.9,551.5,1378.1,1515.6,1330.2,88.5,188.1,746.4,577.6,23.0,231.3,258.3,219.7,257.4,227.0,30.4,19355.7,17073.4,2282.3,19727.3,17401.2,2326.2
Service - other,141,40,1387.8,1282.3,1992.4,1997.3,1993.3,1988.7,601.2,3287.6,1538.5,1333.0,59.0,382.8,471.3,387.2,21.0,170.3,323.8,276.1,423.3,341.6,81.7,32223.8,26007.6,6216.3,32842.5,26506.9,6335.6
Cruise,106,24,2853.1,325.0,1999.9,2000.0,2004.0,2002.6,235.5,347.4,380.8,373.5,17.5,26.0,37.7,37.3,9.0,37.5,19.7,19.0,615.7,470.7,145.0,47647.7,36424.6,11223.0,48562.5,37124.0,11438.5
Offshore,42,23,3290.9,2774.9,2010.0,2011.8,2017.1,2016.4,546.7,1873.3,3492.0,3074.3,112.5,352.3,1119.2,1053.5,29.5,82.2,127.4,124.0,260.4,249.8,10.7,16834.7,16030.2,804.5,17157.9,16338.0,820.0
Other liquids tankers,4,3,41.0,52.1,2003.2,2003.3,1998.7,1999.2,385.7,972.1,902.4,873.9,295.0,233.5,144.0,139.4,27.0,50.8,20.2,19.7,27.4,22.8,4.6,2123.2,1766.2,357.0,2163.9,1800.1,363.8
