Domestic by Dep. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Yongdang Dong,1907,615,9580.3,13633.3,2001.5,2002.3,2003.2,2002.6,542.8,1183.6,726.3,769.3,48.0,137.8,305.0,308.7,19.0,102.0,106.3,98.2,3449.0,2504.1,944.9,262676.3,190934.9,71741.4,267719.7,194600.9,73118.8
Onsan,1754,726,16722.5,23853.1,2002.7,2005.4,2006.3,2006.0,580.4,1115.1,850.5,820.2,45.0,99.0,284.4,207.0,21.0,58.6,93.2,83.0,3956.2,2822.4,1133.8,301234.9,214896.5,86338.4,307018.6,219022.6,87996.1
Pohang,1344,435,10527.6,17056.6,2001.4,2003.4,2005.0,2004.4,449.6,1147.7,793.1,840.9,26.0,89.4,253.4,204.4,25.0,72.3,97.0,97.5,1937.5,1198.5,739.1,147985.7,91445.4,56540.3,150827.0,93201.1,57625.9
Gamcheon/Busan,1195,478,6585.5,9544.4,1998.8,2000.3,2000.7,2000.9,545.7,1181.0,943.5,982.3,40.0,157.9,247.9,235.5,24.0,99.4,135.4,132.6,1991.8,1295.3,696.5,152028.4,99061.0,52967.5,154947.4,100962.9,53984.4
Ulsan,1178,523,11814.7,15923.8,2002.2,2004.5,2008.4,2007.3,497.1,922.0,731.7,751.2,36.0,124.2,371.8,321.9,27.0,84.5,88.3,85.5,2261.0,1447.2,813.8,172765.8,110546.1,62219.8,176082.9,112668.6,63414.4
Jisepo,1052,492,15902.2,18213.5,2001.5,2002.8,2006.7,2005.7,566.6,1110.0,1134.3,1080.3,33.0,90.8,435.9,340.4,25.0,67.1,87.4,97.1,2393.5,1546.8,846.6,177567.1,113304.9,64262.2,180976.4,115480.4,65496.0
Busan,1039,393,4134.4,6047.2,1998.9,2000.3,2002.9,2003.4,628.2,1593.3,938.0,1002.3,63.0,228.1,400.8,323.6,30.0,111.4,140.6,145.1,1932.2,1339.8,592.5,146597.1,101748.3,44848.8,149411.8,103701.9,45709.9
Gwangyang,883,351,5175.3,6030.1,2006.5,2006.6,2011.9,2011.0,243.6,641.0,410.4,390.6,27.0,58.5,93.5,93.0,19.0,49.9,246.1,188.3,1030.8,621.6,409.2,77919.0,47084.7,30834.2,79415.0,47988.7,31426.3
Daesan,652,376,9310.3,13152.2,2004.0,2005.7,2005.8,2006.0,583.1,1072.6,904.7,894.3,49.0,100.3,280.1,302.4,22.5,51.2,73.6,78.1,1738.7,1257.5,481.2,133347.1,96455.4,36891.7,135907.3,98307.3,37600.0
Yosu,577,410,8649.1,12060.9,2004.4,2005.7,2006.0,2006.9,403.2,955.2,857.3,849.7,36.0,97.8,248.5,218.6,23.0,68.7,309.8,299.7,1752.2,1153.2,599.0,134325.4,88371.2,45954.2,136904.5,90067.9,46836.5
Busan New Port,549,308,4266.9,5091.1,2003.2,2003.5,2007.9,2007.0,397.0,785.1,400.6,420.5,30.0,107.8,120.6,127.8,18.0,67.8,62.6,66.3,838.1,546.2,291.9,64196.9,41910.3,22286.6,65429.4,42715.0,22714.5
Donghae,522,113,3820.2,6561.9,1997.3,2000.6,2001.6,2001.6,503.1,867.0,943.5,970.0,36.0,90.3,281.5,293.3,24.0,70.1,96.6,98.2,641.9,456.4,185.5,49011.1,34931.6,14079.6,49952.2,35602.3,14349.9
Tongyeong,503,350,4216.2,6952.1,2003.0,2002.9,2005.3,2005.4,474.2,915.3,975.8,1093.4,32.0,63.5,778.6,887.1,22.0,62.7,107.2,105.4,798.2,475.6,322.6,61058.5,36417.2,24641.3,62230.9,37116.4,25114.5
Jeju,464,154,6989.0,5410.6,1998.5,2001.8,1998.6,2000.3,548.0,1795.1,2025.6,1531.9,39.0,161.0,820.3,658.1,23.0,80.9,119.9,105.2,2295.4,1662.2,633.1,174124.0,125541.1,48582.8,177467.1,127951.5,49515.6
Mokpo,446,281,7574.6,9127.6,2002.7,2004.4,2005.9,2007.5,487.2,1074.1,908.3,887.5,36.0,88.9,255.2,258.9,23.5,77.0,169.7,145.7,1996.2,1308.8,687.4,153527.4,100593.2,52934.2,156475.1,102524.6,53950.5
Pyeongtaek,444,240,5457.3,5603.0,2005.0,2005.6,2008.1,2007.5,434.9,883.1,641.1,669.7,39.0,77.3,91.0,110.8,21.0,50.1,47.7,59.3,732.0,550.0,182.1,56073.8,42143.6,13930.2,57150.4,42952.7,14197.7
Incheon,391,156,4759.2,5692.3,2003.5,2006.8,2006.2,2005.8,503.5,797.0,848.0,786.9,42.0,89.5,430.7,383.7,18.0,47.5,75.0,65.1,864.7,695.1,169.5,64948.8,51992.6,12956.2,66195.8,52990.8,13205.0
Janghang,336,245,4233.4,5926.7,2004.1,2004.2,2007.8,2007.5,495.6,911.2,733.6,793.8,43.5,76.6,182.0,202.8,23.0,55.9,54.7,57.7,628.8,457.4,171.4,48258.1,35176.3,13081.9,49184.7,35851.6,13333.0
Masan,267,156,1722.0,2118.3,2001.5,2001.2,2005.7,2003.9,464.4,983.6,669.2,740.9,35.0,98.4,120.5,149.0,18.0,86.0,91.9,108.4,373.7,245.1,128.6,28709.9,18839.3,9870.5,29261.1,19201.1,10060.0
Mukho,228,43,519.2,848.9,2000.5,1997.7,2000.5,2000.2,389.6,743.8,537.4,541.4,25.5,52.8,106.9,102.9,29.0,74.5,79.0,74.4,154.0,88.3,65.7,11775.3,6764.8,5010.5,12001.4,6894.7,5106.7
Seongsan,177,161,3056.4,4532.9,2004.3,2004.5,2005.7,2005.7,530.4,1336.4,885.8,981.5,39.0,132.3,363.0,421.4,22.0,95.3,243.1,271.9,444.4,273.7,170.7,34006.1,20944.5,13061.6,34659.0,21346.6,13312.4
Gunsan,159,133,2133.4,3002.9,2001.6,2002.0,2007.8,2007.7,732.7,1388.5,1100.9,1218.6,66.0,120.9,322.2,367.4,22.0,76.6,147.4,142.3,372.1,269.0,103.1,28576.9,20700.2,7876.7,29125.6,21097.7,8027.9
Anjeong,159,133,1426.0,2010.0,2002.3,2002.2,2005.8,2005.2,562.4,968.8,699.1,790.2,41.0,84.2,120.5,126.3,26.0,74.9,162.0,163.9,323.3,187.5,135.8,24701.6,14281.2,10420.5,25175.9,14555.4,10620.5
Tonghae,155,91,2073.6,3370.5,2003.7,2004.4,2007.5,2007.3,519.9,765.5,767.9,789.3,47.0,80.2,139.0,141.8,27.0,71.3,91.7,93.3,267.4,167.3,100.1,20092.8,12479.4,7613.4,20478.6,12719.0,7759.6
Kwangyang,150,54,1036.2,1570.3,1998.6,2003.0,2005.0,2005.9,207.9,1796.8,760.1,787.6,21.0,196.4,218.1,151.7,13.5,58.4,94.1,91.6,305.5,181.1,124.3,23442.9,13879.5,9563.4,23893.0,14146.0,9747.0
Dangjin,146,118,2931.8,3077.6,2003.1,2003.7,2004.6,2004.7,751.5,1345.6,962.0,936.1,71.0,151.4,151.0,165.2,19.0,76.9,63.0,69.1,430.4,293.6,136.8,32624.4,22085.8,10538.6,33250.8,22509.9,10740.9
Hwasun,126,114,1692.2,2386.5,2004.5,2005.3,2006.2,2008.2,396.0,699.5,673.5,657.9,32.5,50.7,100.5,91.8,13.0,38.4,63.1,69.3,260.1,155.9,104.2,19308.4,11291.0,8017.3,19679.1,11507.8,8171.3
Jinhae,125,89,776.5,810.6,2002.0,2002.1,2004.5,2004.5,442.0,845.5,730.7,795.5,37.0,87.0,119.6,135.4,21.0,56.9,64.8,68.6,188.2,121.5,66.7,14427.1,9323.6,5103.5,14704.1,9502.6,5201.5
Suwon,122,57,1045.6,1342.9,2010.9,2006.7,2012.0,2011.7,413.3,817.5,484.1,495.9,31.0,93.3,65.4,68.5,13.0,20.6,18.0,18.5,208.9,180.9,28.0,16078.3,13945.9,2132.4,16387.0,14213.6,2173.3
Gohyeon,114,83,1461.0,2331.6,2005.1,2004.2,2011.1,2010.6,399.9,851.8,716.3,960.6,42.5,92.8,239.5,229.6,28.5,65.0,91.2,98.0,230.8,163.6,67.2,17633.3,12489.4,5143.9,17971.9,12729.2,5242.6
Bupyong/Incheon,74,36,248.0,390.1,1999.5,2001.1,1999.7,1999.3,448.1,927.7,646.8,650.1,25.0,67.6,117.1,114.1,32.0,146.2,143.6,138.3,69.6,34.4,35.2,5320.5,2631.5,2689.0,5422.7,2682.0,2740.6
Namwon,69,64,1183.6,1655.0,2007.0,2006.8,2010.4,2010.9,651.3,759.0,592.2,625.3,52.0,71.4,95.0,108.1,18.0,56.9,52.0,48.5,154.6,105.9,48.7,11890.3,8162.6,3727.8,12118.6,8319.3,3799.3
Sokcho,15,13,23.1,26.1,1993.1,1994.9,2003.9,2006.4,420.0,1044.7,502.8,382.4,39.0,73.5,138.3,134.5,154.0,284.5,298.8,198.0,13.5,4.3,9.2,1023.7,330.3,693.4,1043.4,336.7,706.7
Bucheon,14,14,97.2,151.6,2001.2,2001.2,2009.6,2009.5,389.2,520.3,642.8,641.9,48.5,57.2,135.2,131.9,62.5,79.6,96.2,95.8,16.5,9.9,6.6,1258.6,759.0,499.6,1282.8,773.6,509.2
