Int. Arr. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Lae,187,93,7406.5,8915.8,2005.3,2006.4,2006.0,2005.9,2726.0,2377.6,2323.0,2373.6,192.0,247.9,210.4,215.1,39.0,91.9,68.1,80.9,1308.8,1218.6,90.1,100944.9,94089.9,6855.1,102883.1,95896.4,6986.7
Rabaul,167,118,2827.4,3615.0,1998.7,1999.4,1999.9,1998.9,2724.3,3914.6,2189.2,2342.7,269.0,545.0,464.4,430.4,30.0,114.7,151.0,157.6,1040.4,829.8,210.6,78752.6,62910.8,15841.8,80264.6,64118.7,16145.9
Motukea Island,164,62,3529.3,4300.3,2007.1,2005.7,2007.4,2007.6,1218.6,2043.6,1685.7,1696.5,128.5,232.8,235.7,239.2,39.5,67.8,49.8,49.4,798.7,730.3,68.3,61401.9,56220.3,5181.6,62580.9,57299.7,5281.1
Port Moresby,154,129,6669.2,9910.4,2007.4,2007.1,2007.9,2008.4,1730.6,2107.3,2106.8,2172.3,168.5,229.0,243.4,249.5,53.0,105.5,94.7,93.3,1075.3,828.0,247.3,82617.6,63630.9,18986.8,84203.9,64852.6,19351.3
Lese,89,27,40012.9,31544.2,2013.0,2013.4,2013.0,2013.0,3702.7,3930.6,4127.9,4080.9,286.0,367.7,368.1,368.7,30.0,29.8,66.5,67.7,3562.4,3263.9,298.5,233233.9,213304.4,19929.6,237712.0,217399.8,20312.2
Madang,64,51,1938.2,2851.7,2001.9,2001.9,2005.5,2006.1,2568.8,2666.1,2675.3,2772.2,206.5,272.1,273.5,277.5,30.0,111.7,71.4,73.4,427.7,373.5,54.3,32811.0,28729.7,4081.3,33440.9,29281.3,4159.6
Vanimo,63,51,1586.2,2522.5,2000.3,2000.5,1997.9,1997.8,2239.1,2805.5,2421.6,2432.0,228.0,356.6,504.9,503.9,184.0,292.9,560.8,541.0,287.5,219.5,68.0,21986.7,16858.6,5128.2,22408.9,17182.2,5226.6
Alotoa,46,36,1871.9,1609.1,2002.2,2003.8,2002.1,2006.9,1091.1,1778.7,1165.0,1810.0,66.5,162.4,163.2,251.4,12.0,55.6,43.0,72.2,351.3,320.9,30.4,27157.4,24820.3,2337.1,27678.9,25296.9,2382.0
Londolovit,42,15,1545.7,2077.7,2004.0,2006.1,2006.5,2005.9,3235.6,2448.2,2243.5,2328.4,279.5,254.7,235.2,248.1,23.5,24.3,23.5,24.9,308.9,295.4,13.5,23477.7,22462.6,1015.0,23928.4,22893.9,1034.5
Kavieng Harbor,34,26,841.3,1328.7,2003.8,2003.0,2000.3,2000.0,2921.6,2611.9,2673.7,2665.3,309.5,416.6,495.5,497.8,23.5,59.0,67.2,67.0,155.0,146.2,8.8,11862.6,11201.2,661.4,12090.4,11416.2,674.1
Wewak,23,22,747.1,1132.5,1997.7,1997.8,1997.3,1997.2,2550.7,3625.7,2909.7,2826.6,264.0,434.4,513.9,484.3,139.0,237.3,321.3,339.0,152.5,124.3,28.2,11648.4,9515.8,2132.7,11872.1,9698.5,2173.6
Kumul,20,17,3156.2,5678.7,2010.4,2010.8,2010.7,2010.6,2625.0,2507.4,2568.7,2564.7,236.5,243.4,272.3,272.5,142.0,163.8,162.6,164.1,299.4,199.4,100.0,23188.7,15439.4,7749.3,23633.9,15735.8,7898.1
Kimbe,18,15,546.0,859.3,2001.2,2001.1,1997.8,1997.6,2863.9,2678.6,2891.0,2899.6,246.0,315.4,405.4,406.8,14.5,70.9,84.2,86.5,68.3,64.1,4.2,5253.3,4934.1,319.2,5354.1,5028.8,325.3
Daru,17,15,336.6,542.9,2003.2,2003.7,2002.2,2002.1,2119.9,2209.7,2240.7,2249.1,247.0,251.3,285.8,287.0,16.0,25.8,32.5,32.6,49.9,48.6,1.3,3842.0,3741.8,100.2,3915.8,3813.7,102.1
Kaibola,9,8,490.9,695.1,2002.8,2004.0,2006.0,2009.1,2736.5,2604.4,1750.6,2258.3,223.0,255.0,200.0,228.7,1.0,5.8,2.7,1.8,63.3,62.6,0.8,4884.0,4824.2,59.9,4977.8,4916.8,61.0
Amio,8,8,151.2,243.3,2001.8,2001.8,2001.7,2001.6,2432.0,2288.4,2390.4,2430.7,241.5,241.1,256.6,257.1,245.5,231.0,258.2,257.2,28.9,23.5,5.4,2216.7,1808.2,408.6,2259.3,1842.9,416.4
Kieta,8,8,23.1,34.3,2002.8,2002.8,2002.4,2002.6,340.7,1282.5,231.5,206.9,31.0,123.5,113.7,80.7,20.0,80.5,73.2,50.1,9.2,6.7,2.5,693.8,508.5,185.3,707.1,518.2,188.9
Oro Bay,7,7,227.3,336.5,2005.0,2005.0,2002.5,2003.3,2606.5,2414.9,1987.8,1892.2,245.0,242.1,261.7,262.2,38.0,55.1,59.6,61.4,37.0,34.5,2.6,2861.2,2663.2,198.0,2916.1,2714.3,201.8
Samarai,6,5,22.4,14.5,1997.8,1996.4,1997.9,1997.2,554.5,5491.3,1088.7,813.2,46.0,606.9,1428.9,880.0,5.0,4.6,5.9,5.2,22.8,22.6,0.2,1717.6,1702.9,14.7,1750.6,1735.6,15.0
Karkar Is,4,4,287.2,498.1,2003.5,2003.5,2007.9,2007.7,1580.1,1380.8,1686.0,1630.8,134.0,185.5,213.4,219.7,7.0,19.8,16.9,18.8,27.7,27.2,0.5,2144.8,2106.9,37.8,2185.9,2147.4,38.6
Caution Bay,3,3,860.2,717.8,2013.7,2013.7,2014.5,2014.4,3469.9,2804.0,3698.2,3653.9,246.0,233.0,303.0,301.6,19.0,21.3,23.9,23.6,57.5,55.7,1.8,4027.7,3888.5,139.1,4105.0,3963.2,141.8
Kairuku,2,2,198.9,61.7,2004.5,2004.5,2010.0,2009.7,2623.1,2623.1,3323.4,3271.7,262.0,262.0,210.3,212.6,21.5,21.5,16.0,16.3,11.0,10.9,0.2,853.8,840.0,13.8,870.2,856.2,14.0
Longan Island,2,2,240.4,342.3,2013.0,2013.0,2012.4,2013.1,13110.2,13110.2,6718.8,5977.9,742.0,742.0,801.6,729.7,12.5,12.5,13.1,12.4,52.6,51.7,0.9,4066.4,3998.1,68.3,4144.4,4074.8,69.6
Pondo Harbour,1,1,39.8,63.0,2001.0,2001.0,2001.0,2001.0,2226.7,2226.7,2226.7,2226.7,908.0,908.0,908.0,908.0,44.0,44.0,44.0,44.0,2.4,2.3,0.1,181.2,173.4,7.9,184.7,176.7,8.0
Kopi,1,1,38.6,63.9,1997.0,1997.0,1997.0,1997.0,2219.1,2219.1,2219.1,2219.1,172.0,172.0,172.0,172.0,674.0,674.0,674.0,674.0,7.2,5.5,1.6,549.7,427.4,122.3,560.2,435.6,124.7
Kerema,1,1,0.1,0.1,2007.0,2007.0,2007.0,2007.0,443.4,443.4,443.4,443.4,40.0,40.0,40.0,40.0,2139.0,2139.0,2139.0,2139.0,1.5,0.1,1.4,112.5,11.0,101.5,114.7,11.2,103.5
