Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
General cargo,244,97,4485.4,6046.0,2003.2,2005.3,2001.7,2002.0,2034.3,2328.2,2208.6,2232.3,204.0,251.0,263.6,269.0,37.0,90.4,86.9,88.1,969.8,887.3,82.5,74539.3,68339.1,6200.2,75970.5,69651.2,6319.3
Container,217,47,7739.1,9630.2,2008.5,2008.2,2009.0,2008.7,2479.3,2135.6,1986.6,1983.1,160.0,175.8,196.8,195.6,35.0,40.5,42.5,42.4,1609.1,1504.4,104.7,124077.4,116137.0,7940.3,126459.6,118366.9,8092.8
Bulk carrier,193,114,8434.9,13901.1,2001.2,2002.8,2001.7,2001.7,2745.9,2534.0,2514.2,2512.3,258.0,298.8,348.4,348.9,84.0,150.8,161.9,160.6,910.1,825.5,84.7,70125.6,63716.9,6408.7,71472.0,64940.3,6531.7
Liquefied gas tanker,106,31,41251.7,32347.9,2012.7,2012.9,2013.0,2013.0,3574.9,4166.8,4096.1,4104.6,275.0,346.0,367.3,370.6,29.0,59.8,64.9,66.4,3725.5,3406.0,319.4,244700.9,223198.1,21502.7,249399.1,227483.5,21915.6
Chemical tanker,102,61,3750.5,6089.4,2009.9,2010.9,2010.8,2010.9,2689.1,2140.2,2026.4,2007.5,233.0,221.9,246.9,246.4,33.5,50.4,48.5,48.6,667.4,588.5,78.9,51439.7,45380.0,6059.7,52427.3,46251.3,6176.0
Oil tanker,74,46,5624.7,9842.5,2006.3,2008.2,2009.1,2009.1,2023.3,2584.7,2361.5,2373.1,186.0,240.5,286.8,281.9,54.0,181.7,214.9,204.9,694.6,466.4,228.2,53682.2,36057.7,17624.5,54712.9,36750.0,17962.8
Miscellaneous - fishing,59,47,453.4,391.3,2003.2,2003.7,2004.1,2003.5,5863.2,7707.4,6359.4,6082.3,765.0,1079.3,1324.4,1223.9,30.0,69.4,140.1,157.8,289.1,276.9,12.1,21704.7,20792.6,912.1,22121.4,21191.8,929.6
Refrigerated bulk,55,38,627.8,748.7,1986.7,1987.1,1987.8,1987.6,2172.1,2761.4,2907.3,2899.1,223.0,443.8,619.9,613.8,169.0,281.5,325.4,317.0,644.7,421.2,223.5,48749.9,31967.1,16782.8,49685.9,32580.9,17105.1
Cruise,38,22,1639.1,190.1,1996.2,1996.8,1996.7,1996.4,872.9,1209.0,937.7,917.3,64.0,129.7,72.5,80.6,9.0,31.6,43.4,39.7,481.6,398.8,82.8,37218.0,30819.8,6398.2,37932.6,31411.5,6521.0
Service - tug,14,13,14.4,9.8,2006.1,2005.8,2008.4,2007.6,2507.8,2244.4,2292.7,2215.1,519.0,470.2,528.6,532.9,41.0,226.2,81.6,101.4,32.8,30.7,2.1,2459.4,2303.2,156.2,2506.6,2347.4,159.2
Vehicle,13,10,1153.7,394.5,2005.4,2004.1,2005.1,2004.9,1347.2,2150.9,2024.7,2007.1,98.0,153.2,172.7,172.1,8.0,9.2,10.8,10.6,77.1,75.7,1.5,5975.1,5860.9,114.2,6089.9,5973.5,116.4
Service - other,12,10,66.2,48.2,1998.5,1996.2,2002.1,2000.6,1817.8,1849.5,2326.9,3017.2,235.0,243.6,434.1,444.2,24.5,61.8,46.6,52.6,32.0,30.6,1.4,2443.0,2334.9,108.0,2489.9,2379.8,110.1
Ro-Ro,9,5,37.8,46.4,2002.9,2001.6,1999.5,2000.7,1550.9,1385.0,1648.0,1661.4,129.0,203.2,325.5,347.5,98.0,116.0,65.2,74.2,41.1,24.4,16.7,3103.3,1846.9,1256.5,3162.9,1882.3,1280.6
Offshore,3,3,314.6,272.5,2009.3,2009.3,2008.9,2008.9,2852.1,2309.7,2976.9,2979.7,991.0,1032.0,533.9,535.2,99.0,229.3,47.6,49.7,19.4,17.6,1.7,1306.3,1175.7,130.6,1331.4,1198.3,133.1
Ferry-RoPax,1,1,1.5,0.8,1989.0,1989.0,1989.0,1989.0,242.4,242.4,242.4,242.4,1279.0,1279.0,1279.0,1279.0,123.0,123.0,123.0,123.0,12.8,11.7,1.1,963.4,881.8,81.6,981.9,898.7,83.2
