Domestic by Arr. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Lae,573,102,2241.1,2924.6,2005.6,2006.4,2007.8,2007.8,474.2,720.4,542.5,535.6,49.0,104.4,82.5,81.0,50.0,82.5,66.8,67.4,831.5,544.1,287.4,63266.0,41590.1,21675.9,64480.7,42388.6,22092.1
Motukea Island,335,76,1342.1,1416.4,2007.6,2006.3,2007.0,2006.9,616.2,776.2,706.6,685.5,73.0,218.5,129.9,127.1,53.0,142.2,84.2,96.3,639.6,392.8,246.8,48450.8,29897.3,18553.5,49381.0,30471.3,18909.7
Rabaul,307,100,1392.7,1559.7,2005.0,2002.3,2004.4,2005.8,473.8,1055.5,491.6,490.7,60.0,200.0,161.7,152.1,24.0,91.5,106.9,91.7,620.5,438.9,181.6,47056.0,33371.1,13684.9,47959.5,34011.9,13947.6
Madang,162,47,426.7,568.4,2002.1,2000.1,2000.2,2000.4,258.2,841.5,416.4,396.7,31.0,126.6,208.9,148.0,22.0,74.8,173.3,101.6,166.0,126.2,39.8,12564.6,9575.1,2989.5,12805.8,9759.0,3046.9
Port Moresby,158,82,1257.7,1628.9,2007.5,2006.4,2007.7,2008.4,800.4,780.6,797.5,759.8,79.0,108.6,222.5,231.7,47.0,129.9,322.5,345.9,472.3,260.7,211.6,35924.1,19890.8,16033.3,36613.9,20272.7,16341.2
Alotoa,133,34,263.7,349.2,2005.5,2004.0,2004.1,2004.5,277.2,423.6,366.8,368.8,36.0,134.4,143.2,117.2,18.0,45.2,50.1,53.8,121.9,85.4,36.6,9227.9,6480.2,2747.7,9405.1,6604.6,2800.5
Wewak,129,27,300.4,335.7,2002.4,2001.0,2000.3,2001.7,397.5,845.5,472.1,413.5,52.0,164.3,362.4,278.6,39.0,80.2,57.8,59.7,197.6,149.9,47.7,14905.2,11319.9,3585.3,15191.4,11537.2,3654.2
Oro Bay,115,37,218.8,325.0,2004.1,2006.0,2004.4,2004.5,183.1,441.4,322.4,322.8,28.0,98.2,93.7,80.5,20.0,67.2,115.0,124.3,98.5,66.2,32.3,7468.2,5022.5,2445.7,7611.6,5118.9,2492.7
Kopi,96,28,72.2,105.6,2009.6,2004.8,2003.1,2002.9,250.2,363.7,294.8,285.6,31.0,73.4,69.4,62.1,55.0,233.3,316.2,327.2,99.7,51.5,48.3,7497.9,3874.9,3622.9,7641.8,3949.3,3692.5
Londolovit,92,29,691.1,841.0,2006.9,2005.0,2007.4,2007.2,527.9,1056.2,542.0,543.8,49.0,212.3,146.1,151.7,31.0,29.1,36.9,37.2,197.4,171.6,25.8,15091.7,13123.3,1968.4,15381.5,13375.3,2006.2
Kavieng Harbor,78,29,197.1,251.9,2003.7,2001.6,2000.1,2000.7,255.7,1993.3,554.4,508.7,37.5,339.5,1098.6,883.6,23.5,29.5,36.1,37.6,115.0,99.9,15.1,8665.7,7534.6,1131.0,8832.0,7679.3,1152.7
Aiambak,56,16,163.1,217.7,2009.3,2006.9,2007.1,2006.8,697.4,921.0,1508.1,1555.1,93.5,342.0,604.8,621.7,64.5,71.8,560.0,575.1,123.9,75.7,48.2,9347.2,5706.8,3640.4,9526.7,5816.4,3710.3
Vanimo,51,12,66.4,85.9,2010.1,2005.4,2003.1,2002.6,541.9,705.2,632.0,610.6,70.0,151.3,165.3,172.2,57.0,111.5,135.7,162.2,101.2,42.8,58.4,7602.5,3219.1,4383.4,7748.4,3280.9,4467.6
Pondo Harbour,34,18,53.3,82.2,2003.3,2003.9,1998.8,1998.3,156.9,352.0,195.6,188.3,15.0,41.9,61.9,50.0,152.0,198.0,367.2,379.0,26.2,7.3,18.9,1973.9,556.2,1417.8,2011.8,566.8,1445.0
Kimbe,30,17,144.9,225.9,2007.0,2007.1,2010.6,2011.1,457.8,886.6,478.1,474.9,49.5,117.2,63.7,57.5,33.5,119.6,131.9,130.0,46.4,35.0,11.4,3536.1,2665.3,870.8,3604.0,2716.5,887.5
