Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
General cargo,242,93,4735.4,6481.9,2003.5,2005.5,2003.0,2003.1,2515.0,2712.2,2327.0,2384.0,241.0,315.2,339.3,349.6,47.0,96.6,74.9,76.2,984.5,909.8,74.7,75663.2,70018.2,5645.0,77115.9,71362.5,5753.4
Container,214,47,5914.1,7336.7,2008.4,2008.2,2010.0,2009.7,806.7,1544.2,1562.3,1554.2,69.0,123.6,205.7,204.2,33.5,37.5,36.4,36.1,1183.1,1086.3,96.8,91194.5,83842.9,7351.6,92945.4,85452.7,7492.8
Bulk carrier,193,111,9161.8,15074.6,2001.5,2003.2,2001.4,2001.5,2872.6,2748.3,2738.2,2727.2,346.0,454.8,546.9,541.5,68.0,103.8,115.0,116.0,1076.3,1017.0,59.3,82866.8,78369.1,4497.8,84457.9,79873.7,4584.1
Liquefied gas tanker,109,31,41189.0,32080.9,2012.6,2012.9,2013.1,2013.1,3612.3,3840.3,3999.3,3995.0,246.0,283.2,305.6,303.2,24.0,30.7,34.7,35.4,4082.3,3975.8,106.5,262611.7,254459.7,8152.0,267653.9,259345.3,8308.5
Chemical tanker,101,62,5361.2,8774.4,2009.7,2010.5,2011.9,2012.0,3233.4,3043.3,2949.0,2944.2,310.0,331.2,348.1,348.2,28.0,51.2,46.6,46.6,863.4,775.3,88.1,66554.5,59816.3,6738.1,67832.3,60964.8,6867.5
Oil tanker,70,44,7406.1,13067.4,2006.2,2007.9,2008.9,2008.8,2874.7,2990.6,3248.2,3277.7,264.0,340.0,466.9,471.5,26.5,69.7,86.6,85.9,822.2,665.2,157.0,63634.5,51485.5,12148.9,64856.2,52474.0,12382.2
Refrigerated bulk,63,39,719.8,878.7,1986.7,1987.2,1988.1,1988.0,1845.1,3242.8,2886.2,2928.2,523.0,594.1,805.2,818.0,394.0,630.1,495.2,487.5,1239.5,667.7,571.9,93480.3,50502.3,42978.0,95275.1,51472.0,43803.1
Miscellaneous - fishing,61,46,689.2,563.8,2002.5,2002.4,2006.7,2007.0,5771.0,8780.4,8755.8,8361.6,743.0,1088.1,1752.5,1739.3,103.0,372.9,508.8,389.6,327.9,295.0,32.9,24617.5,22151.0,2466.5,25090.1,22576.3,2513.9
Cruise,38,22,2250.5,264.5,1996.2,1996.8,1997.2,1996.9,1086.7,1078.5,1287.5,1276.0,76.5,95.9,106.5,111.3,9.0,78.7,24.4,25.7,574.8,495.9,78.9,44412.0,38381.7,6030.2,45264.7,39118.6,6146.0
Vehicle,13,10,1558.9,546.6,2005.4,2004.1,2006.1,2005.9,3314.4,2554.0,2735.8,2781.1,277.0,218.8,281.7,283.9,18.0,18.4,22.3,22.0,98.0,95.1,2.9,7589.9,7364.4,225.5,7735.6,7505.8,229.8
Service - tug,12,11,32.7,27.1,2006.2,2005.9,2008.7,2008.2,2333.5,2989.3,3275.5,3258.1,306.0,605.8,740.9,673.5,67.5,75.5,105.1,102.1,39.7,36.4,3.3,2983.7,2734.5,249.1,3041.0,2787.0,253.9
Ro-Ro,10,7,75.7,87.1,2003.2,2004.0,1998.3,1998.8,2446.7,2610.1,3186.9,3074.5,451.5,471.1,440.0,450.2,148.5,528.4,204.0,228.4,97.3,53.5,43.8,7339.0,4042.4,3296.5,7479.9,4120.0,3359.8
Service - other,9,7,39.8,13.9,2000.8,1998.1,2003.7,2002.5,2306.1,2144.8,2334.5,2535.3,291.0,287.4,333.9,345.2,90.0,335.6,586.1,708.6,28.9,23.7,5.2,2180.4,1789.3,391.1,2222.3,1823.6,398.6
Offshore,4,4,973.3,846.8,2010.5,2010.5,2009.0,2009.0,4577.6,5014.8,8847.4,8756.7,698.5,1437.8,680.1,688.2,49.5,44.0,25.6,25.8,90.8,90.3,0.5,5556.4,5522.0,34.4,5663.1,5628.0,35.0
Ferry-RoPax,1,1,0.5,0.3,1989.0,1989.0,1989.0,1989.0,81.5,81.5,81.5,81.5,71.0,71.0,71.0,71.0,3.0,3.0,3.0,3.0,0.7,0.6,0.0,49.6,47.6,2.0,50.5,48.5,2.0
