Domestic by Arr. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Kherson,543,223,298.5,333.8,1988.0,1991.3,1985.8,1987.5,93.0,142.8,178.3,149.0,14.0,49.1,122.1,109.4,63.0,228.1,168.3,163.9,226.0,82.4,143.6,16996.5,6216.8,10779.6,17322.8,6336.2,10986.6
Mykolayiv,469,337,524.7,831.0,1999.4,2001.6,2003.1,2003.4,79.9,135.7,91.0,89.8,10.0,69.2,78.6,47.5,75.0,107.8,107.8,105.9,384.2,101.2,283.0,29181.8,7706.5,21475.4,29742.1,7854.4,21887.7
Yuzhny,442,218,342.0,526.0,1994.9,1994.9,1997.9,1998.4,87.9,222.3,124.4,120.7,15.0,76.5,188.1,184.5,22.0,71.4,238.1,256.8,176.4,101.1,75.2,13354.9,7638.5,5716.4,13611.3,7785.1,5826.2
Mariupol,436,254,443.9,672.4,1997.4,1996.0,2001.2,2001.3,129.8,148.7,132.1,131.7,15.0,27.6,27.3,25.7,63.0,82.8,89.5,90.6,182.9,69.8,113.1,13837.1,5335.5,8501.6,14102.7,5437.9,8664.8
Kerch,435,249,530.9,746.0,1989.0,1989.9,1995.7,1996.4,242.7,335.9,260.8,257.6,39.0,108.8,123.9,128.9,15.0,70.0,50.7,44.9,227.6,171.1,56.5,17179.0,12933.2,4245.7,17508.8,13181.6,4327.2
Oktyabrsk,296,229,288.8,454.5,1996.4,1997.4,2002.6,2002.8,73.8,101.0,88.3,87.8,9.5,72.7,55.1,42.5,78.0,96.8,114.7,114.7,134.0,51.2,82.8,10155.2,3899.1,6256.1,10350.2,3974.0,6376.2
Nova Kakhovka,263,45,95.7,103.5,1995.5,1984.3,1986.8,1983.2,187.9,239.1,259.5,244.3,34.0,49.7,122.7,116.2,16.0,21.9,61.4,48.4,51.6,36.7,15.0,3881.5,2758.0,1123.5,3956.0,2810.9,1145.1
Berdyansk,248,150,182.1,267.9,1994.1,1994.9,1995.5,1994.8,107.5,161.1,121.0,119.0,12.0,81.2,246.4,157.2,69.5,82.3,97.8,99.1,136.2,50.4,85.8,10274.1,3826.1,6448.0,10471.4,3899.6,6571.8
Dneprobugsky,194,99,122.9,194.8,1991.6,2003.3,2003.5,2003.3,67.6,107.1,72.7,71.8,10.0,107.7,66.0,37.5,32.0,54.1,58.9,60.3,69.4,26.7,42.7,5290.5,2022.0,3268.5,5392.1,2060.9,3331.2
Odessa,158,60,218.9,342.7,1979.5,1996.1,2001.4,2002.1,90.6,338.5,199.3,196.1,12.5,238.6,135.6,119.6,70.5,182.1,153.6,135.1,100.6,44.7,55.9,7607.7,3390.1,4217.6,7753.7,3455.2,4298.5
Nikolaev,125,72,35.3,42.4,1993.9,1990.2,1993.3,1994.2,84.2,206.3,107.8,94.1,14.0,219.4,333.2,163.9,77.0,218.1,253.5,228.0,62.5,28.9,33.6,4703.3,2180.1,2523.3,4793.6,2221.9,2571.7
Sevastopol,104,39,72.2,92.4,1983.3,1985.2,1988.1,1989.5,175.3,452.6,294.6,264.9,26.0,636.7,324.9,146.6,30.0,252.2,316.0,231.4,83.7,48.2,35.6,6291.8,3619.9,2671.9,6412.6,3689.4,2723.2
Illichivsk,70,59,122.7,177.6,1992.3,1994.9,2004.1,2005.2,108.1,417.1,193.1,182.9,28.5,223.9,185.8,94.8,40.0,219.0,187.6,174.8,85.4,38.4,47.0,6494.3,2911.6,3582.7,6619.0,2967.5,3651.5
Svetlovodsk,56,11,86.3,55.6,2001.4,1996.1,1988.4,1992.0,540.1,960.6,1372.8,1605.8,94.5,102.4,181.2,174.5,61.0,78.4,62.2,52.4,35.9,26.5,9.4,2726.8,2016.1,710.7,2779.2,2054.8,724.4
Vylkove,47,24,12.7,15.6,1987.3,1981.4,1988.2,1985.0,163.6,151.3,164.3,164.7,25.0,61.2,115.9,107.5,20.0,36.2,91.4,84.3,17.9,10.6,7.4,1345.6,793.5,552.2,1371.5,808.7,562.8
Ust-Dunaisk,46,35,33.1,45.2,1982.5,1982.3,1984.8,1986.3,155.6,287.2,192.9,183.2,28.0,299.0,361.6,262.3,19.0,30.6,46.7,52.0,28.9,26.2,2.7,2174.0,1972.6,201.3,2215.7,2010.5,205.2
Izmail,46,22,74.7,120.2,1990.5,1988.5,1985.2,1984.8,118.3,1640.5,861.7,1127.1,16.5,263.1,2537.5,2743.6,44.0,303.0,203.1,190.6,64.6,35.2,29.4,4850.3,2640.4,2210.0,4943.4,2691.1,2252.4
Skadovs'K,29,7,65.0,88.6,1983.9,1983.4,1986.3,1986.0,476.9,1387.3,1165.7,1171.0,142.0,377.3,777.8,753.8,13.0,21.4,27.1,28.1,55.2,54.0,1.2,4147.5,4053.7,93.8,4227.1,4131.5,95.6
Reni,26,20,11.1,16.1,1987.8,1988.4,1992.5,1992.2,84.4,135.6,113.2,111.5,12.5,80.6,83.6,73.2,131.5,155.4,151.3,150.0,13.5,4.4,9.1,1019.0,332.5,686.5,1038.5,338.9,699.7
Kiliya,17,8,4.8,5.9,1973.7,1975.8,1972.7,1973.2,169.4,170.1,163.7,161.4,31.0,36.6,114.7,48.8,46.0,72.8,94.0,50.6,6.3,3.5,2.7,470.8,266.1,204.7,479.8,271.2,208.6
Yalta,16,14,22.0,25.3,1985.8,1985.3,1987.1,1986.9,705.3,768.9,664.0,665.3,87.5,114.5,215.6,227.0,22.5,75.6,73.8,66.6,10.7,7.7,3.0,802.7,576.3,226.4,818.2,587.4,230.7
Massandra,13,9,10.2,11.1,1985.2,1984.7,1990.3,1993.2,267.0,317.2,331.5,312.9,44.0,134.2,226.2,105.8,9.0,64.6,31.0,31.7,32.0,30.4,1.6,2404.8,2287.0,117.8,2451.0,2330.9,120.1
