Domestic by Dep. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Yuzhny,1282,711,1215.6,1881.5,1997.2,1998.4,2000.7,2000.9,80.4,184.0,105.2,103.5,11.0,78.3,248.3,244.8,75.0,123.6,107.7,105.8,753.1,254.5,498.5,57069.8,19324.7,37745.1,58165.6,19695.8,38469.8
Kerch,729,371,660.1,978.1,1994.3,1993.7,1998.1,1998.5,128.7,175.6,140.9,139.1,15.0,90.6,62.2,40.3,64.0,100.8,111.7,102.2,373.3,151.7,221.6,28177.2,11528.9,16648.4,28718.2,11750.2,16968.0
Kherson,398,129,252.2,293.5,1985.0,1987.1,1984.2,1984.6,101.0,258.7,230.0,211.8,21.0,68.8,127.6,125.9,17.0,93.1,102.6,80.4,131.4,71.7,59.6,9885.7,5406.5,4479.2,10075.5,5510.3,4565.2
Nova Kakhovka,256,45,85.8,82.7,1995.8,1984.3,1986.5,1984.3,156.9,264.0,243.6,205.2,48.5,66.6,156.4,125.4,12.5,17.8,36.4,29.6,48.6,38.2,10.4,3652.7,2874.9,777.8,3722.9,2930.1,792.7
Dneprobugsky,179,85,370.0,593.5,1990.5,2003.6,2004.1,2003.9,104.4,219.4,230.1,228.9,14.0,62.9,131.0,134.4,51.0,98.3,226.0,236.9,110.4,51.3,59.1,8404.1,3911.6,4492.5,8565.5,3986.7,4578.8
Odessa,177,73,154.1,165.2,1978.9,1991.9,1987.2,1990.1,90.5,320.3,203.8,146.2,15.0,151.8,160.2,117.4,25.0,132.5,142.4,99.2,91.4,47.7,43.7,6895.0,3605.9,3289.1,7027.4,3675.1,3352.3
Mykolayiv,174,100,168.1,259.6,1994.1,1997.7,2000.3,2001.3,86.8,176.4,100.3,94.0,12.0,126.1,67.6,47.9,34.0,98.6,144.3,146.5,107.9,54.1,53.8,8202.8,4095.7,4107.0,8360.3,4174.4,4185.9
Sevastopol,149,53,104.5,132.5,1983.0,1985.8,1984.7,1984.5,184.0,259.5,341.3,339.5,30.0,114.1,466.0,450.8,11.0,55.1,38.9,38.8,108.0,100.2,7.7,8109.7,7528.8,580.9,8265.4,7673.4,592.0
Illichivsk,111,93,142.0,210.9,1992.6,1994.0,2000.6,2002.1,125.0,284.0,167.3,157.5,44.0,311.7,251.0,193.6,45.0,182.5,122.5,110.0,140.0,97.1,42.9,10548.4,7313.7,3234.7,10750.9,7454.2,3296.8
Mariupol,101,75,128.0,177.5,1996.6,1995.3,2000.6,2000.5,113.4,249.2,155.3,141.5,14.0,153.9,379.6,255.1,39.0,56.4,54.3,57.2,64.1,43.5,20.6,4859.8,3309.2,1550.6,4953.1,3372.7,1580.4
Nikolaev,76,37,18.0,18.8,1997.5,1990.2,1993.1,1992.0,122.9,245.4,136.3,109.8,29.5,340.7,426.7,195.0,31.0,159.5,152.4,113.3,35.7,25.7,10.0,2682.8,1928.1,754.7,2734.3,1965.1,769.1
Vylkove,75,44,43.4,57.6,1986.5,1984.5,1985.6,1984.7,119.8,385.6,255.4,248.9,24.0,79.2,436.2,468.0,60.0,218.6,184.8,184.9,51.5,19.4,32.2,3870.5,1455.5,2415.0,3944.8,1483.5,2461.3
Izmail,65,44,39.6,48.4,1989.0,1985.3,1989.1,1988.4,206.4,284.5,271.7,283.2,31.0,155.8,222.7,247.2,17.0,56.1,64.3,66.8,39.1,27.6,11.5,2935.4,2073.8,861.6,2991.7,2113.6,878.1
Oktyabrsk,58,48,46.5,71.5,1990.2,1992.7,2000.1,2001.3,82.2,271.8,116.7,109.0,11.0,105.6,98.8,78.2,23.0,76.7,96.0,89.6,24.9,13.9,11.1,1887.4,1049.8,837.6,1923.6,1070.0,853.6
Berdyansk,53,40,23.8,32.6,1996.4,1997.2,2000.3,1999.8,76.9,103.7,74.0,69.6,10.0,33.8,93.4,67.9,69.0,79.3,70.4,72.2,18.1,7.1,11.0,1361.5,535.1,826.4,1387.6,545.3,842.3
Svetlovodsk,53,10,22.1,8.9,2001.0,1995.9,1987.5,1982.4,390.2,391.1,412.2,366.2,88.0,90.2,106.2,98.3,18.0,24.0,29.1,39.7,14.7,11.0,3.7,1108.7,828.3,280.4,1130.0,844.2,285.8
Ust-Dunaisk,43,32,29.5,39.3,1983.1,1985.3,1983.5,1984.8,151.6,319.1,207.4,196.3,24.0,49.2,129.5,123.7,54.0,86.7,51.0,50.0,14.7,6.6,8.0,1105.5,502.6,602.9,1126.7,512.3,614.4
Skadovs'K,28,6,35.0,45.5,1984.2,1985.0,1986.3,1986.3,329.7,1158.7,656.0,627.4,16.5,75.8,138.3,135.1,53.5,209.1,407.0,427.9,22.3,7.4,14.9,1676.6,555.3,1121.3,1708.8,565.9,1142.8
Yalta,23,21,14.4,17.5,1983.8,1983.3,1985.5,1984.5,210.4,236.0,248.4,254.6,30.0,124.1,172.8,100.1,12.0,23.3,63.0,73.3,8.4,7.2,1.2,629.0,540.3,88.7,641.1,550.6,90.4
Belgorod Dnestrovsky,20,19,12.5,17.5,1981.9,1982.3,1984.9,1986.1,127.0,220.0,176.5,165.4,28.0,57.8,93.9,90.2,25.5,46.5,37.9,35.9,3.9,3.0,0.9,289.7,225.1,64.6,295.2,229.4,65.8
Massandra,17,14,31.7,36.2,1984.6,1983.5,1996.5,1996.8,257.9,421.7,285.8,279.9,50.0,130.3,92.5,95.0,13.0,475.4,205.5,121.8,21.8,7.9,13.8,1641.2,602.0,1039.2,1672.7,613.5,1059.1
Kiliya,15,10,5.0,6.6,1979.7,1980.4,1978.4,1978.9,142.2,150.2,136.5,134.4,31.0,49.5,68.3,62.3,63.0,73.4,89.0,91.2,5.9,2.6,3.3,447.2,197.4,249.8,455.7,201.2,254.6
Reni,7,7,2.5,3.3,1974.3,1974.3,1973.3,1973.6,75.3,190.2,262.6,274.0,24.0,191.4,157.7,181.7,13.0,144.4,484.4,475.2,4.6,3.7,0.9,345.7,278.4,67.3,352.4,283.7,68.6
Kiev,1,1,1.9,0.2,1979.0,1979.0,1979.0,1979.0,370.4,370.4,370.4,370.4,68.0,68.0,68.0,68.0,2.0,2.0,2.0,2.0,0.6,0.6,0.0,45.2,42.4,2.9,46.1,43.2,2.9
