Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Container,2359,518,151914.0,168016.0,2005.2,2006.2,2008.2,2008.1,614.0,1191.2,1291.3,1271.4,51.0,87.9,194.0,193.1,17.0,32.3,38.0,39.3,18424.3,17478.9,945.4,1424743.4,1352172.9,72570.5,1452098.5,1378134.6,73963.9
General cargo,2111,929,15064.3,20406.0,1994.1,1997.4,2000.2,2000.1,757.3,1156.9,1219.3,1194.6,98.0,154.3,275.1,271.0,41.0,67.0,77.4,77.7,3481.0,2958.5,522.5,266217.6,226822.3,39395.3,271329.0,231177.3,40151.7
Bulk carrier,1664,1154,73397.0,129980.1,2005.7,2007.9,2008.7,2008.8,862.3,1501.3,1520.7,1538.1,169.0,244.4,360.1,363.2,22.0,73.2,78.5,78.3,6741.0,6167.5,573.5,521262.1,477095.0,44167.1,531270.3,486255.2,45015.1
Oil tanker,943,555,191434.8,361342.9,2006.9,2008.4,2007.9,2007.9,1517.2,2435.6,2432.6,2458.2,166.0,261.1,458.7,461.2,36.0,64.9,57.8,58.0,14871.9,11951.6,2920.3,1149649.3,924224.3,225425.1,1171722.6,941969.4,229753.2
Chemical tanker,821,518,21791.2,35164.5,2007.4,2008.0,2008.2,2008.2,919.1,1479.6,1423.9,1429.8,110.0,160.1,243.8,245.4,28.0,58.0,51.0,50.8,3905.5,3188.7,716.7,301236.8,246374.5,54862.3,307020.5,251104.9,55915.6
Ferry-RoPax,426,14,1694.4,490.7,1991.8,1989.4,1988.5,1989.3,123.1,780.2,277.0,250.0,10.0,98.8,330.3,234.1,7.0,66.6,45.6,30.6,655.9,516.9,139.0,49822.6,39316.8,10505.8,50779.2,40071.7,10707.5
Ro-Ro,416,44,3132.6,2048.4,1994.8,1998.5,2004.6,2003.6,164.4,798.3,508.4,545.0,15.0,85.1,120.6,131.4,7.0,52.3,47.5,50.5,625.0,481.8,143.2,48148.2,37163.4,10984.8,49072.6,37876.9,11195.8
Liquefied gas tanker,409,173,43943.2,39111.9,2007.5,2009.0,2011.5,2011.1,1326.9,2760.4,3205.0,2969.7,148.0,265.0,410.3,406.4,27.0,51.8,47.1,47.2,5634.8,5269.5,365.3,374849.3,347289.6,27559.7,382046.4,353957.5,28088.8
Vehicle,210,104,8846.5,3171.7,2005.3,2007.5,2006.6,2005.5,738.8,977.0,851.0,887.8,48.0,70.7,110.3,127.6,10.5,20.2,24.4,28.7,607.6,560.2,47.4,47036.0,43380.1,3655.9,47939.1,44213.0,3726.1
Service - tug,106,55,140.3,118.2,2000.9,1999.5,2006.2,2005.1,557.2,1671.4,1085.9,1057.3,112.5,896.5,1542.8,1419.8,24.0,232.3,233.2,234.1,176.0,154.0,22.0,13220.7,11567.7,1653.0,13474.5,11789.8,1684.7
Offshore,76,46,1380.8,1198.3,2006.5,2006.7,2010.0,2009.8,617.2,1427.1,1996.4,1879.5,131.0,498.1,660.7,621.9,50.5,165.4,97.6,108.1,315.5,262.7,52.8,23595.9,19618.5,3977.4,24049.0,19995.2,4053.7
Service - other,45,27,380.8,420.9,2001.7,2002.0,1998.0,1998.2,964.4,1864.8,2074.4,2046.7,237.0,576.4,684.6,575.8,66.0,193.3,170.1,197.0,158.5,140.8,17.7,11967.0,10639.7,1327.3,12196.8,10844.0,1352.8
Cruise,44,27,1831.7,202.6,1999.2,1999.4,2003.5,2000.6,540.0,1257.2,1216.1,1138.1,63.0,92.9,131.6,132.6,11.5,16.8,15.5,17.9,412.1,372.5,39.6,31852.5,28820.7,3031.8,32464.1,29374.1,3090.0
Refrigerated bulk,11,7,95.7,100.5,1991.0,1990.4,1991.4,1991.4,776.4,1860.1,1230.4,1223.5,72.0,218.0,298.6,286.9,7.0,29.3,25.9,28.4,54.7,49.0,5.7,4144.1,3714.9,429.2,4223.7,3786.2,437.5
Miscellaneous - other,2,1,23.3,38.9,1972.0,1972.0,1972.0,1972.0,568.5,568.5,568.5,568.5,67.0,67.0,68.7,68.7,110.0,110.0,98.8,98.8,4.7,4.1,0.6,363.3,316.2,47.0,370.3,322.3,47.9
Ferry-pax only,2,2,11.0,2.0,1992.0,1992.0,1976.2,1970.3,1625.5,1625.5,1538.2,1511.5,267.5,267.5,370.4,408.7,39.0,39.0,58.4,65.7,3.5,3.1,0.3,263.1,237.4,25.6,268.1,242.0,26.1
Other liquids tankers,1,1,34.2,47.5,2014.0,2014.0,2014.0,2014.0,1211.3,1211.3,1211.3,1211.3,111.0,111.0,111.0,111.0,74.0,74.0,74.0,74.0,3.9,2.6,1.3,301.2,200.4,100.8,307.0,204.2,102.8
