Domestic by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Service - tug,1307,110,967.4,854.7,2002.9,2001.5,2004.5,2003.2,275.0,1098.1,566.5,578.5,76.0,442.0,1236.6,1169.9,42.0,253.0,447.4,464.3,1035.2,758.1,277.1,77724.1,56918.6,20805.5,79216.4,58011.4,21205.0
Container,548,116,4658.4,5521.4,2001.0,2003.1,2003.5,2003.2,200.6,267.4,293.3,291.7,22.0,26.8,55.2,56.5,31.0,32.2,39.2,39.9,940.4,564.0,376.4,72234.9,43390.0,28844.9,73621.8,44223.1,29398.7
Offshore,383,44,662.2,695.6,2002.4,2005.3,2006.0,2006.3,243.9,1169.0,550.1,516.9,63.0,463.1,1112.8,960.5,50.0,191.8,244.3,232.9,706.2,508.8,197.4,53052.3,38222.0,14830.3,54070.9,38955.9,15115.0
General cargo,356,233,669.4,957.6,1992.3,1994.4,1996.5,1996.5,188.9,332.2,352.5,359.7,22.0,66.7,142.9,145.0,61.0,91.0,87.5,88.3,214.8,120.2,94.6,16307.3,9165.9,7141.4,16620.4,9341.9,7278.5
Oil tanker,243,72,4439.6,8171.7,1994.8,2004.9,2003.4,2003.6,310.9,417.9,390.5,392.8,50.0,87.9,137.0,134.2,49.0,108.0,104.5,103.2,1131.1,518.2,612.9,87007.1,39745.0,47262.2,88677.7,40508.1,48169.6
Bulk carrier,154,131,1310.2,2284.5,2005.7,2006.0,2007.2,2007.1,228.4,284.2,311.6,314.1,52.5,141.8,139.8,139.7,83.0,123.7,131.2,132.2,226.9,135.4,91.6,17506.7,10444.0,7062.7,17842.9,10644.5,7198.3
Liquefied gas tanker,105,32,1154.7,1298.7,1999.3,2007.4,2003.1,2002.3,366.3,484.1,576.2,575.2,41.0,125.4,332.9,346.9,42.0,78.3,129.1,137.4,377.0,219.9,157.2,28247.3,16394.3,11853.0,28789.6,16709.1,12080.5
Chemical tanker,97,57,664.1,1098.8,2008.9,2008.2,2008.2,2008.2,214.3,323.1,318.9,321.9,36.0,58.8,168.5,172.6,59.0,70.4,76.0,76.2,249.8,136.8,113.1,19276.0,10557.5,8718.5,19646.1,10760.2,8885.9
Service - other,89,13,211.5,231.3,2008.4,2004.5,2005.8,2006.8,587.5,1020.7,1431.0,1859.7,104.0,403.2,994.9,1089.7,42.0,136.2,512.9,646.0,108.8,75.8,32.9,8225.1,5728.5,2496.7,8383.0,5838.4,2544.6
Cruise,20,11,283.2,32.9,1998.0,1995.4,2005.7,1998.4,281.6,367.9,377.0,394.1,16.0,29.8,44.4,44.5,23.5,22.5,16.1,21.0,69.9,44.0,25.9,5407.1,3405.9,2001.2,5510.9,3471.3,2039.6
Ro-Ro,11,6,59.7,39.5,1991.0,1990.0,1993.2,1991.5,296.4,488.5,639.9,648.2,106.0,301.3,500.1,421.1,124.0,118.0,268.7,271.1,55.0,35.6,19.4,4213.0,2726.6,1486.4,4293.9,2779.0,1515.0
Ferry-RoPax,9,8,34.8,10.5,1988.2,1987.4,1989.5,1990.4,269.8,350.4,374.5,429.9,24.0,178.2,253.6,196.0,273.0,508.9,634.8,585.2,79.8,24.7,55.1,6001.4,1864.0,4137.4,6116.6,1899.7,4216.9
Vehicle,1,1,20.4,7.6,2012.0,2012.0,2012.0,2012.0,282.0,282.0,282.0,282.0,23.0,23.0,23.0,23.0,18.0,18.0,18.0,18.0,1.2,1.0,0.2,94.7,79.2,15.5,96.5,80.7,15.8
