Domestic by Dep. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Alexandria,420,220,1923.7,2349.3,2000.2,1999.3,2003.2,2002.5,223.0,570.6,319.4,308.2,25.0,176.5,198.6,186.7,48.0,121.2,99.6,104.1,615.5,384.8,230.7,46986.7,29402.9,17583.8,47888.9,29967.5,17921.4
Damietta,373,171,1357.1,1816.1,2001.4,2001.4,2001.8,2001.8,200.8,486.3,348.3,346.8,38.0,157.8,249.3,228.0,42.0,142.1,195.5,195.7,451.5,247.6,203.9,34371.4,18871.7,15499.7,35031.3,19234.0,15797.3
Port Said East,297,43,1143.8,1337.3,2001.3,2002.1,2000.8,2000.7,323.6,688.8,239.5,244.3,38.0,321.3,129.2,100.3,39.0,71.4,47.7,54.6,394.5,273.0,121.5,30020.8,20740.7,9280.1,30597.2,21138.9,9458.3
Port Said,286,140,864.8,1180.2,2003.3,2001.1,2004.4,2004.2,215.9,675.3,397.1,409.6,32.5,306.7,733.2,567.7,50.0,165.6,167.1,180.9,390.9,262.0,128.9,29604.6,19790.7,9813.9,30173.0,20170.7,10002.3
Ras Shukheir,192,35,271.7,305.6,2003.1,1998.3,2005.3,2002.8,198.1,599.0,520.9,483.7,74.0,268.1,1019.2,883.0,23.5,209.7,88.5,77.4,265.8,239.6,26.2,19982.1,18013.0,1969.1,20365.8,18358.8,2006.9
Suez,176,69,307.6,349.4,1996.8,1997.9,1995.1,1995.0,453.1,1015.4,477.1,406.1,84.0,459.5,742.3,603.4,58.0,329.3,189.4,181.8,466.3,310.9,155.5,35213.7,23464.4,11749.3,35889.8,23914.9,11974.9
Wadi Feiran,163,43,531.7,802.9,2002.5,2002.7,2001.4,2000.3,248.5,410.0,278.2,266.3,57.0,213.6,205.3,159.4,46.0,150.5,74.8,68.1,212.0,122.1,89.9,16189.1,9301.8,6887.3,16499.9,9480.4,7019.5
El Dekheila,141,92,775.0,1200.8,2003.2,2004.1,2002.3,2002.8,252.4,371.1,304.0,306.8,54.0,110.1,153.1,156.5,48.0,100.9,137.2,135.5,266.5,156.8,109.8,20376.1,12014.0,8362.1,20767.3,12244.7,8522.6
Ras Badran Oil Terminal,138,38,117.6,99.4,2002.4,2000.1,2000.0,1998.4,156.4,995.7,476.0,465.1,33.5,165.9,755.6,738.9,30.5,403.1,1424.3,1506.2,100.8,54.3,46.5,7571.1,4081.1,3490.0,7716.5,4159.4,3557.0
Al Adabiyah,133,84,983.4,1662.0,1998.3,2001.2,2003.1,2003.0,283.1,546.7,359.9,363.7,63.0,201.9,219.2,215.0,37.0,94.4,72.9,71.6,285.4,173.6,111.9,21940.1,13326.6,8613.6,22361.4,13582.4,8779.0
El Tor,117,35,457.6,773.8,1997.4,2000.2,1997.3,1997.1,131.0,727.3,572.7,597.6,45.0,314.6,223.6,192.0,21.0,56.1,59.7,42.1,86.6,53.6,33.0,6570.2,4062.1,2508.1,6696.3,4140.1,2556.2
Ismailia,117,19,76.9,70.8,2000.9,1999.9,2002.9,2003.9,374.2,1072.0,836.7,887.5,74.0,376.2,883.2,843.5,56.0,158.7,351.8,348.2,112.2,80.0,32.2,8431.9,6015.1,2416.8,8593.8,6130.6,2463.2
Idku,115,68,312.9,399.8,2002.9,1999.5,2005.3,2004.0,314.7,984.0,529.4,477.5,122.0,565.8,944.2,682.5,63.0,187.7,242.4,208.4,194.9,136.7,58.2,14681.3,10298.7,4382.6,14963.2,10496.4,4466.8
Sharm Ash Shaykh,96,63,785.5,1022.5,2001.9,2003.5,2005.7,2006.6,227.4,401.4,316.4,322.3,30.5,73.3,85.0,89.2,31.5,51.4,43.1,44.5,127.3,83.0,44.3,9781.2,6388.0,3393.2,9969.0,6510.6,3458.4
Ras Charib,93,43,110.3,124.5,1997.0,1999.2,1998.3,1997.8,245.4,723.3,351.1,278.1,76.0,377.9,2081.5,1774.9,63.0,120.0,127.7,124.1,96.8,75.0,21.8,7281.5,5637.2,1644.2,7421.3,5745.5,1675.8
Atakka Dry Port,71,28,203.0,327.0,2010.4,2005.5,2007.4,2007.4,100.3,444.1,346.3,381.2,27.0,96.3,97.7,85.2,50.0,130.5,146.7,138.3,72.3,30.1,42.3,5524.7,2288.5,3236.1,5630.8,2332.5,3298.3
Ras Abu Zanimah,52,26,55.2,71.3,1995.3,2000.5,1994.9,1993.6,256.6,399.2,457.7,458.8,144.5,272.7,395.9,348.9,64.0,354.2,575.2,455.1,55.5,26.7,28.8,4195.5,2020.5,2175.1,4276.1,2059.3,2216.8
Ain Sukhna Terminal,48,38,2059.4,3823.9,2005.6,2008.1,2008.9,2008.7,347.3,373.6,407.7,402.6,57.5,108.7,91.4,91.3,48.5,95.4,77.3,73.7,346.7,112.3,234.4,26745.7,8658.4,18087.3,27259.2,8824.7,18434.6
Sokhna,46,31,1224.5,1332.5,2006.6,2009.8,2010.8,2010.9,285.9,439.8,616.3,570.5,32.5,209.2,94.9,83.6,26.5,92.4,39.9,43.4,136.7,86.6,50.1,10303.9,6445.0,3858.9,10501.8,6568.8,3933.0
Safaga,45,34,410.1,564.8,2003.0,2003.5,2003.4,2003.1,327.8,405.0,368.1,434.9,58.0,137.2,83.9,57.3,45.0,122.5,119.9,119.3,121.5,63.1,58.4,9281.1,4827.1,4454.0,9459.3,4919.8,4539.5
Nuwaiba,36,24,219.0,253.8,1994.6,1995.7,1994.6,1994.7,349.0,436.2,456.5,447.9,31.0,54.3,73.6,74.2,40.0,81.6,73.9,75.6,72.8,31.5,41.3,5548.2,2416.1,3132.0,5654.7,2462.5,3192.2
Ras Sudr,26,10,139.6,200.9,1997.7,2001.6,2000.5,2001.6,228.5,349.5,243.8,228.1,20.5,61.1,107.4,114.0,49.5,148.0,122.2,111.9,75.7,22.0,53.7,5801.4,1692.5,4108.9,5912.8,1725.0,4187.8
El-Guna (El Gouna),25,10,13.1,17.7,1991.1,1994.3,1999.9,1999.2,128.8,381.3,282.4,298.3,123.0,149.8,172.8,178.5,36.0,157.1,238.1,235.5,10.9,6.9,4.0,819.5,519.8,299.7,835.2,529.8,305.5
Rashid,22,20,104.1,138.9,2000.0,2000.2,1998.6,1998.7,370.8,449.9,368.1,371.7,41.5,92.0,105.9,114.6,41.0,141.4,75.1,79.2,31.3,19.6,11.7,2392.6,1503.0,889.6,2438.5,1531.9,906.6
Abu Zenimah,19,14,52.8,73.6,1997.8,1992.9,1996.4,1997.2,239.6,772.5,276.8,242.0,25.0,89.0,87.5,95.5,124.0,168.0,154.9,138.8,23.3,9.7,13.7,1773.9,735.8,1038.1,1807.9,749.9,1058.0
Sidi Kerir (Kurayr),17,12,295.2,522.6,1996.8,2000.2,1997.5,1997.4,276.5,399.8,486.0,498.4,58.0,111.3,208.7,210.8,37.0,130.6,363.7,369.7,88.6,32.9,55.7,6852.6,2543.1,4309.5,6984.1,2591.9,4392.2
Nuweiba El Muzeima,14,14,236.9,251.3,2002.1,2002.1,2006.2,2006.6,440.4,604.4,511.7,499.1,26.5,68.5,80.8,60.5,36.5,170.4,122.2,89.0,50.9,24.0,26.9,3808.0,1768.4,2039.6,3881.1,1802.3,2078.8
Hurghada,13,9,20.6,13.2,1996.5,1999.7,1999.8,2001.9,469.6,336.5,362.6,255.6,23.0,42.9,89.0,79.6,49.0,104.9,410.1,265.8,12.6,4.5,8.1,951.1,341.7,609.4,969.3,348.2,621.1
Marsa Alam,8,3,1.8,1.2,1998.4,1999.3,2003.8,2000.4,119.5,146.5,189.5,233.5,30.0,30.5,78.8,94.4,4.5,3.7,5.8,6.1,1.5,1.4,0.1,113.1,108.6,4.5,115.3,110.7,4.6
Mersa Martu,6,5,3.6,2.8,1999.8,1998.0,1998.7,1998.4,502.6,778.7,763.1,693.8,79.5,198.6,307.0,287.4,17.5,197.4,47.5,37.0,4.1,3.2,0.9,309.6,240.9,68.7,315.6,245.6,70.0
Hamrawein,6,6,62.9,99.3,2003.5,2003.5,2011.3,2010.6,238.8,416.2,428.5,395.7,59.0,131.7,291.9,268.8,20.0,31.2,37.9,38.9,12.9,7.7,5.2,991.3,592.4,398.9,1010.3,603.8,406.5
Abu Chosoun,5,4,9.4,11.8,2001.2,1999.0,1999.5,1997.4,1187.4,1238.4,526.7,450.6,383.0,583.8,227.7,161.7,65.0,85.1,107.1,73.1,6.1,5.5,0.6,457.4,411.8,45.5,466.1,419.7,46.4
Al Qusayr,5,3,2.9,2.1,1994.2,1993.3,1991.3,1990.7,241.2,283.2,268.5,274.0,39.0,51.5,47.8,52.4,14.0,75.0,154.5,144.7,4.0,1.3,2.7,309.3,101.6,207.6,315.2,103.6,211.6
Fa'Id,1,1,0.1,0.0,1965.0,1965.0,1965.0,1965.0,319.4,319.4,319.4,319.4,51.0,51.0,51.0,51.0,26.0,26.0,26.0,26.0,0.2,0.1,0.0,13.8,10.4,3.4,14.0,10.6,3.5
Mersa Matruh,1,1,1.9,1.4,1999.0,1999.0,1999.0,1999.0,1701.3,1701.3,1701.3,1701.3,27.0,27.0,27.0,27.0,318.0,318.0,318.0,318.0,1.4,0.1,1.3,102.6,7.8,94.8,104.6,7.9,96.6
