Int. Dep. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Damietta,2108,1039,107311.4,131114.7,2001.9,2003.0,2007.4,2007.4,792.6,1204.2,1766.7,1670.3,94.5,169.3,250.3,254.8,22.0,62.2,51.7,54.8,13846.9,13098.3,748.5,1069910.1,1012655.9,57254.1,1090452.4,1032098.9,58353.4
Alexandria,1881,1020,29277.5,34646.0,2000.9,2002.5,2005.7,2005.7,722.4,989.3,860.7,906.1,68.0,123.3,155.6,174.9,20.0,55.0,42.9,48.5,4373.2,3757.3,615.9,336599.1,289651.2,46947.9,343061.8,295212.5,47849.3
El Dekheila,1303,745,32930.1,49313.8,2004.6,2004.7,2007.6,2008.0,733.6,1048.0,836.6,915.3,79.0,194.7,220.2,248.6,20.0,59.9,57.0,61.4,4502.3,3829.4,672.9,347570.5,295925.3,51645.3,354243.9,301607.0,52636.9
Safaga,677,100,6714.4,8112.0,1993.0,2000.9,2000.9,2003.7,119.5,1771.5,627.3,1251.5,12.0,210.5,338.3,378.3,7.0,50.5,46.9,53.7,1201.9,1053.3,148.6,92263.5,80914.4,11349.1,94035.0,82467.9,11567.0
Al Adabiyah,619,435,26495.9,40302.7,2003.5,2005.6,2009.1,2009.0,981.9,1861.5,1905.3,1854.9,171.0,238.1,324.2,327.0,41.0,80.2,75.7,79.1,3490.6,3059.3,431.3,267245.5,234245.4,33000.1,272376.6,238742.9,33633.7
Port Said,533,412,36455.6,55281.5,2002.5,2002.7,2008.4,2008.1,819.9,1929.0,2042.7,2239.7,100.0,205.1,352.8,385.8,29.0,80.1,67.7,72.5,3868.7,3480.9,387.8,293141.9,263370.9,29771.0,298770.2,268427.7,30342.6
Sidi Kerir (Kurayr),447,300,100503.6,191121.3,2007.7,2008.7,2009.7,2009.8,1626.8,2491.6,2588.8,2599.4,155.0,256.4,546.1,547.3,41.0,53.0,52.5,52.5,8358.8,6649.7,1709.2,645568.2,513694.2,131874.0,657963.1,523557.1,134406.0
Idku,362,284,14970.0,14254.5,1999.3,2000.0,2010.8,2009.6,768.9,1344.1,3011.1,2457.8,124.5,259.1,515.4,484.5,36.0,69.5,46.4,49.6,2090.0,1976.6,113.3,137555.4,129011.4,8544.0,140196.5,131488.4,8708.1
Port Said East,280,104,26826.3,28578.6,2005.6,2007.1,2010.4,2010.3,678.5,1446.4,1331.9,1324.0,45.0,125.6,183.3,183.0,17.0,34.0,27.4,27.9,2504.5,2379.0,125.5,193667.8,184033.2,9634.6,197386.2,187566.6,9819.6
Sokhna,221,150,16998.4,21859.8,2008.8,2009.1,2010.7,2010.9,639.2,1412.6,1157.1,1258.6,57.0,154.2,268.4,294.4,20.0,50.5,49.0,49.8,1531.4,1397.7,133.7,113674.6,103373.4,10301.2,115857.1,105358.1,10499.0
Suez,220,147,7085.3,10275.1,1997.4,2002.2,2006.9,2007.6,980.4,1633.6,1667.9,1729.4,153.5,259.4,324.2,332.8,39.5,138.6,62.2,62.2,1318.4,1017.5,300.9,101178.4,78308.0,22870.3,103121.0,79811.6,23309.4
Ain Sukhna Terminal,178,90,60333.7,105685.9,2004.5,2009.6,2006.3,2006.0,2579.2,3162.0,2486.5,2457.0,237.5,471.0,368.9,369.2,31.0,59.0,55.6,58.5,3492.4,3117.0,375.4,257585.6,228552.8,29032.8,262531.2,232941.0,29590.2
Ras Sudr,145,104,10527.2,17609.1,2007.4,2008.7,2010.2,2010.5,748.0,1728.3,1722.2,1748.8,110.0,202.7,360.6,362.3,33.0,60.8,65.1,69.0,1179.5,917.4,262.1,91285.5,71014.3,20271.2,93038.2,72377.8,20660.4
Nuweiba El Muzeima,145,66,6234.2,5139.0,2000.7,2003.6,2010.7,2010.6,618.1,1466.2,1805.4,1625.3,74.0,128.4,294.9,281.8,20.0,54.2,33.6,34.4,855.8,773.3,82.5,61081.6,54872.2,6209.4,62254.4,55925.7,6328.7
Nuwaiba,128,114,8947.1,10876.6,2003.9,2004.7,2008.2,2007.5,1197.8,1943.5,1843.5,1954.1,121.5,169.6,281.4,300.2,26.5,51.0,63.9,62.0,1052.6,951.2,101.4,76807.8,69102.3,7705.5,78282.5,70429.0,7853.5
Sharm Ash Shaykh,84,69,2522.2,2692.3,2003.6,2005.4,2006.8,2007.3,538.8,1083.9,844.2,806.7,92.5,194.9,200.1,195.0,21.0,54.2,42.0,52.9,370.4,320.9,49.5,28071.7,24264.7,3807.0,28610.7,24730.5,3880.1
