Int. Arr. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Saudi Arabia,51,17,424.7,679.0,1997.5,2001.4,1999.5,1999.4,374.4,427.8,397.8,396.7,44.0,58.2,82.2,82.1,61.0,107.8,249.2,266.2,344.3,92.2,252.1,26598.7,7111.0,19487.7,27109.4,7247.6,19861.8
United Arab Emirates,32,26,1308.8,2137.0,2007.3,2009.0,2004.3,2003.7,1818.1,1917.0,1880.1,1878.2,173.0,175.5,188.9,191.7,73.0,184.8,316.8,336.3,394.4,140.7,253.7,30485.4,10871.3,19614.1,31070.7,11080.1,19990.7
Somalia,27,6,203.1,276.9,2003.2,2003.7,2003.4,2003.2,471.4,603.9,514.1,512.1,39.0,50.8,43.6,43.2,35.0,53.4,39.2,39.0,43.1,32.3,10.9,3297.0,2481.7,815.3,3360.3,2529.4,830.9
Egypt,17,10,199.6,322.7,1992.8,1995.8,1996.2,1996.2,978.3,1259.6,969.2,969.1,288.0,557.8,326.0,326.4,86.0,753.5,390.1,356.2,232.1,80.5,151.5,17674.7,6197.4,11477.3,18014.0,6316.3,11697.7
Turkey,6,6,96.6,147.2,1996.0,1996.0,1998.4,1998.1,1867.5,1903.6,2235.3,2275.4,198.0,250.5,373.8,389.5,47.0,104.3,208.2,223.2,16.6,15.4,1.2,1273.4,1184.0,89.4,1297.8,1206.7,91.1
Yemen,5,5,17.9,24.5,1996.6,1996.6,1997.7,2000.6,414.3,578.4,397.5,371.0,93.0,166.2,154.5,164.7,76.0,65.4,74.1,84.9,8.9,6.9,2.0,668.8,520.8,148.1,681.7,530.8,150.9
Djibouti,4,4,40.6,56.2,2004.8,2004.8,2004.7,2003.9,396.8,396.0,184.0,151.3,45.0,61.0,61.1,58.2,32.0,34.8,33.8,31.2,5.9,4.6,1.3,453.9,354.9,99.0,462.6,361.7,100.9
Indonesia,2,2,406.6,232.2,1998.5,1998.5,1999.5,1998.6,5129.1,5129.1,5606.4,5077.4,386.5,386.5,412.9,390.1,143.5,143.5,49.8,130.7,29.7,29.1,0.6,2296.1,2250.5,45.7,2340.2,2293.7,46.5
Greece,2,2,12.9,19.0,1992.0,1992.0,1992.0,1992.0,1681.2,1681.2,1678.5,1665.2,192.5,192.5,192.6,190.8,179.5,179.5,179.6,176.9,8.1,4.5,3.6,618.0,348.1,269.9,629.9,354.8,275.0
Sudan,2,2,25.9,34.3,2006.5,2006.5,2006.4,2006.5,612.6,612.6,614.4,606.5,369.5,369.5,353.6,379.7,69.0,69.0,65.8,71.1,7.8,6.7,1.1,587.3,505.7,81.6,598.6,515.4,83.2
