Int. Dep. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Saudi Arabia,67,24,814.6,1347.5,1999.4,2002.8,2001.5,2001.5,408.3,598.5,547.8,561.1,42.0,65.2,100.8,104.6,57.0,84.1,114.8,120.7,206.4,117.7,88.8,15915.7,9093.7,6822.0,16221.3,9268.3,6952.9
Djibouti,17,9,171.3,223.2,2001.8,2002.3,2005.6,2005.4,522.3,585.9,704.5,696.7,47.0,81.0,134.2,136.0,16.0,63.3,25.1,23.6,29.6,24.8,4.8,2269.7,1906.4,363.3,2313.2,1943.0,370.2
United Arab Emirates,15,9,870.9,1501.6,2003.7,2006.8,2001.1,2000.7,1762.7,1828.6,1850.7,1845.7,204.0,254.1,239.7,238.3,39.0,49.8,52.8,52.9,117.7,100.8,17.0,9070.4,7759.2,1311.3,9244.6,7908.2,1336.4
Egypt,14,11,143.0,211.9,1998.6,2001.8,2005.1,2004.6,1038.7,1392.6,985.3,970.1,131.0,160.0,149.9,153.6,232.5,293.0,201.2,217.3,61.3,30.5,30.7,4728.9,2356.9,2372.0,4819.7,2402.2,2417.5
Somalia,11,4,149.6,214.1,2001.1,1999.0,2001.9,2001.7,1227.4,715.7,905.7,873.8,163.0,93.4,163.7,161.1,55.0,59.0,71.1,71.0,36.5,29.0,7.5,2779.9,2215.7,564.3,2833.3,2258.2,575.1
Singapore,6,6,316.5,446.4,2009.7,2009.7,2009.7,2009.7,4226.8,4249.3,4250.4,4249.4,366.0,366.0,366.8,367.0,9.0,10.8,10.3,10.2,50.7,50.4,0.3,3906.0,3883.5,22.5,3981.0,3958.1,22.9
Oman,5,5,79.4,107.8,1994.0,1994.0,1995.3,1994.2,1962.3,2186.1,2020.2,1985.0,342.0,1706.4,1266.3,1604.1,95.0,141.6,148.9,147.8,135.3,129.5,5.8,10176.1,9742.4,433.8,10371.5,9929.4,442.1
India,4,4,203.1,340.5,2007.5,2007.5,2007.2,2007.2,2509.0,2476.8,2429.5,2442.1,205.0,207.8,199.3,200.2,43.0,60.0,41.0,39.8,18.4,15.7,2.6,1420.9,1217.2,203.7,1448.2,1240.5,207.7
Yemen,4,4,51.2,72.7,2003.2,2003.2,2005.5,2003.4,667.5,6931.1,1474.9,1280.5,367.5,1052.5,1791.5,1451.2,121.5,323.0,134.4,125.1,16.2,12.9,3.3,1222.1,970.7,251.4,1245.6,989.4,256.2
Jordan,3,3,41.1,63.7,1998.3,1998.3,2003.1,2002.5,953.0,935.8,938.6,936.6,87.0,91.3,86.6,86.7,61.0,48.7,45.0,44.1,7.6,6.0,1.6,583.0,460.1,123.0,594.2,468.9,125.3
Turkey,3,3,20.4,29.0,1999.3,1999.3,2001.0,1999.6,1818.7,1760.3,1781.2,1781.9,206.0,230.3,233.6,240.8,43.0,34.7,29.0,31.7,5.0,4.9,0.2,386.0,371.6,14.4,393.4,378.7,14.7
Greece,3,3,56.0,91.6,1993.3,1993.3,1994.3,1994.3,1842.4,2647.4,2230.0,2285.4,230.0,278.3,296.4,303.6,19.0,18.7,17.5,17.4,9.7,9.2,0.6,748.4,705.5,42.8,762.7,719.1,43.6
Malaysia,2,2,168.2,246.4,2010.0,2010.0,2010.0,2009.7,4078.6,4078.6,4077.1,4084.0,368.0,368.0,368.0,366.9,29.0,29.0,29.0,26.5,16.2,15.9,0.3,1248.6,1227.0,21.7,1272.6,1250.5,22.1
Sudan,2,2,5.1,6.6,2009.0,2009.0,2007.7,2007.5,364.5,364.5,360.9,360.5,36.0,36.0,35.0,34.9,47.5,47.5,36.1,34.5,1.5,1.1,0.4,111.8,84.6,27.1,113.9,86.3,27.6
South Africa,2,2,134.7,205.3,2003.5,2003.5,2002.5,2002.0,4129.7,4129.7,4100.5,4086.9,337.0,337.0,342.8,346.0,22.5,22.5,24.8,26.0,11.1,10.9,0.2,854.0,841.9,12.2,870.4,858.0,12.4
Israel,1,1,5.8,8.9,2004.0,2004.0,2004.0,2004.0,1154.4,1154.4,1154.4,1154.4,117.0,117.0,117.0,117.0,131.0,131.0,131.0,131.0,1.8,1.4,0.3,136.2,111.3,24.9,138.9,113.5,25.4
Hong Kong,1,1,49.4,80.7,1999.0,1999.0,1999.0,1999.0,5754.3,5754.3,5754.3,5754.3,526.0,526.0,526.0,526.0,2.0,2.0,2.0,2.0,9.0,9.0,0.0,689.9,689.2,0.8,703.2,702.4,0.8
Lebanon,1,1,90.4,33.5,2000.0,2000.0,2000.0,2000.0,1565.5,1565.5,1565.5,1565.5,116.0,116.0,116.0,116.0,5.0,5.0,5.0,5.0,5.8,5.7,0.1,447.7,443.3,4.4,456.3,451.8,4.4
Brunei Darussalam,1,1,15.6,27.4,1988.0,1988.0,1988.0,1988.0,684.8,684.8,684.8,684.8,42.0,42.0,42.0,42.0,167.0,167.0,167.0,167.0,5.2,0.6,4.6,402.2,46.2,356.0,409.9,47.1,362.8
Sri Lanka,1,1,148.0,234.6,2009.0,2009.0,2009.0,2009.0,4694.8,4694.8,4694.8,4694.8,626.0,626.0,626.0,626.0,0.0,0.0,0.0,0.0,22.3,22.3,0.0,1723.9,1723.9,0.0,1757.0,1757.0,0.0
China,1,1,78.9,112.2,2009.0,2009.0,2009.0,2009.0,5571.0,5571.0,5571.0,5571.0,467.0,467.0,467.0,467.0,48.0,48.0,48.0,48.0,11.6,11.3,0.3,890.4,871.0,19.4,907.5,887.8,19.8
Bangladesh,1,1,58.7,62.4,2010.0,2010.0,2010.0,2010.0,3775.1,3775.1,3775.1,3775.1,279.0,279.0,279.0,279.0,9.0,9.0,9.0,9.0,12.1,12.0,0.0,931.5,928.2,3.4,949.4,946.0,3.4
