Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Container,570,172,37379.8,46759.8,2005.5,2006.8,2009.3,2009.2,388.9,2018.2,1844.2,1819.6,66.0,165.8,372.7,369.9,25.0,29.9,24.6,24.8,4580.4,4254.1,326.4,354657.1,329456.0,25201.0,361466.5,335781.6,25684.9
Bulk carrier,337,293,32294.0,56941.6,2009.3,2009.4,2010.9,2010.9,2121.8,2750.5,3115.9,3161.3,223.0,313.4,570.4,575.8,68.0,125.8,89.4,86.9,2540.2,2370.7,169.6,196646.5,183566.7,13079.7,200422.1,187091.2,13330.9
Chemical tanker,270,139,5964.8,9560.3,2007.0,2007.6,2008.7,2008.8,333.2,1477.0,1430.5,1453.2,67.0,189.8,378.0,377.8,44.0,110.8,85.6,85.1,1309.0,989.4,319.6,100346.3,76115.0,24231.2,102272.9,77576.4,24696.5
General cargo,207,149,3341.8,4462.9,2005.6,2006.3,2007.6,2007.8,1132.7,1724.0,1730.7,1717.6,119.0,196.8,333.8,338.6,42.0,67.9,54.7,54.7,679.2,609.7,69.5,52099.9,46882.9,5217.0,53100.2,47783.0,5317.2
Refrigerated bulk,189,69,1008.3,1121.5,1994.4,1991.7,1993.7,1993.6,339.3,1129.3,839.9,826.4,46.0,120.9,261.3,257.7,59.0,108.9,99.6,98.7,767.6,485.0,282.6,58068.6,36850.6,21218.1,59183.6,37558.1,21625.5
Miscellaneous - fishing,113,36,270.3,285.3,1983.1,1987.2,1992.6,1991.7,751.8,3364.2,2433.7,2645.3,95.0,528.2,1491.3,1542.5,23.0,272.7,455.3,506.4,174.9,120.8,54.1,13131.4,9069.8,4061.6,13383.6,9244.0,4139.6
Ro-Ro,100,24,15898.5,7724.0,2009.7,2009.2,2012.0,2011.8,3859.5,2888.2,3182.2,3266.6,240.0,197.6,336.7,347.1,26.0,37.5,60.2,64.1,1218.1,1140.9,77.2,94038.7,88111.7,5927.0,95844.3,89803.5,6040.8
Oil tanker,93,43,3953.6,7347.6,2005.8,2002.8,2010.6,2010.7,353.8,1539.7,1840.4,1888.8,115.0,556.6,634.3,632.0,34.0,62.1,28.9,28.3,720.3,656.6,63.7,54982.4,50139.8,4842.6,56038.0,51102.4,4935.6
Liquefied gas tanker,80,31,2483.8,2833.3,2010.3,2010.8,2012.1,2012.1,585.3,1176.0,1330.5,1324.6,54.5,125.4,354.6,356.9,34.0,62.0,77.8,78.4,368.1,303.1,65.0,27936.2,23009.1,4927.1,28472.6,23450.9,5021.7
Vehicle,77,67,6317.9,2100.0,2010.0,2009.7,2010.6,2010.3,361.4,1322.2,1350.8,1362.1,51.0,92.8,225.5,231.3,12.0,16.8,22.2,23.2,358.8,346.6,12.2,27777.5,26832.7,944.9,28310.9,27347.9,963.0
Service - tug,59,36,123.5,114.7,2004.3,2002.0,2007.0,2006.5,716.0,1272.4,1308.0,1312.4,316.0,666.3,987.7,1022.4,23.0,225.9,112.3,116.9,108.2,99.9,8.3,8185.6,7559.9,625.7,8342.7,7705.0,637.7
Offshore,45,37,492.0,404.9,2002.4,2004.5,2005.9,2006.3,1475.0,2785.1,2340.2,2347.0,409.0,1069.2,2497.5,2545.1,79.0,303.1,159.8,213.6,270.2,232.7,37.5,20363.1,17546.5,2816.6,20754.1,17883.4,2870.7
Service - other,24,19,379.4,290.7,2007.2,2007.5,2007.1,2007.1,579.5,2850.3,3569.5,3929.7,502.5,1389.0,4539.6,5331.5,206.5,220.0,254.3,239.0,125.8,113.1,12.7,9547.2,8591.3,955.9,9730.5,8756.2,974.3
Cruise,4,3,170.1,24.1,2001.5,2002.7,2002.3,2001.3,1674.1,1237.6,1450.6,1666.8,110.5,85.0,150.7,158.8,43.0,32.7,62.9,67.5,41.7,34.0,7.8,3233.4,2632.1,601.4,3295.5,2682.6,612.9
