Int. Dep. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Côte d'Ivoire,477,230,4581.1,4808.3,2003.7,2003.6,2006.9,2005.7,325.1,1000.4,398.9,400.8,33.0,245.4,513.6,502.9,32.0,120.4,77.5,87.1,1067.5,762.0,305.6,81623.2,58421.3,23201.9,83190.4,59543.0,23647.4
Togo,421,188,1941.6,2799.7,2000.4,2002.7,2003.9,2004.2,223.8,502.0,286.2,305.1,25.0,150.5,354.9,378.3,40.0,100.9,99.8,103.8,1057.6,746.9,310.7,80467.6,56919.5,23548.1,82012.6,58012.3,24000.2
Nigeria,143,128,1810.0,2612.6,2002.8,2003.0,2007.7,2007.8,503.0,727.5,720.7,748.3,74.0,288.0,304.2,306.0,63.0,163.2,136.8,144.6,514.9,365.7,149.2,38925.6,27615.1,11310.5,39673.0,28145.3,11527.6
Spain,135,128,7338.9,10142.2,2006.1,2006.1,2008.4,2008.6,2425.7,2897.9,2837.6,2831.5,251.0,427.1,378.6,381.1,11.0,49.1,38.8,36.7,1130.8,1060.9,69.9,87014.2,81673.5,5340.8,88684.9,83241.6,5443.3
Benin,93,65,639.2,804.2,2004.4,2003.6,2008.2,2007.8,192.6,354.0,219.8,222.7,20.0,72.8,40.0,42.7,28.0,54.3,35.0,36.5,140.9,79.7,61.2,10778.1,6136.4,4641.7,10985.0,6254.2,4730.8
Cameroon,81,63,1455.7,2050.3,2005.9,2006.4,2008.1,2008.0,750.3,874.1,833.6,835.5,95.0,171.2,186.1,199.0,70.0,152.4,246.1,250.8,325.4,231.5,94.0,25049.8,17847.9,7202.0,25530.8,18190.5,7340.2
Morocco,79,40,7920.9,10062.6,2005.4,2003.8,2006.7,2006.8,3021.0,3000.1,3081.4,3081.1,223.0,377.1,263.1,255.1,26.0,32.1,27.9,27.3,1109.7,1066.4,43.3,85879.8,82535.6,3344.2,87528.7,84120.3,3408.4
Brazil,72,72,6112.4,10466.4,2010.0,2010.0,2010.6,2010.6,3100.4,3093.5,3125.0,3128.9,272.5,326.9,345.4,345.9,97.5,146.0,156.8,158.5,560.2,510.6,49.6,43348.4,39522.3,3826.1,44180.7,40281.1,3899.6
South Africa,64,41,7665.6,10003.4,2009.4,2008.8,2010.5,2010.7,3034.0,3011.0,3007.6,2993.1,241.0,356.9,303.7,290.4,28.0,59.2,37.7,35.8,801.0,747.6,53.4,61897.7,57814.9,4082.8,63086.1,58924.9,4161.2
Equatorial Guinea,50,35,546.0,786.8,2007.0,2007.5,2008.1,2007.8,708.2,726.5,703.0,703.3,65.0,148.1,125.2,132.0,23.0,81.7,96.7,100.1,128.6,103.9,24.6,9875.8,7993.2,1882.5,10065.4,8146.7,1918.7
Malaysia,46,27,17369.7,22162.6,2011.4,2011.1,2011.5,2011.5,8098.6,8156.5,8132.1,8140.0,607.0,636.7,629.9,641.1,8.0,13.5,12.5,14.1,1621.0,1613.0,8.0,125568.0,124950.1,617.9,127978.9,127349.1,629.8
Senegal,45,43,1579.2,1178.9,2004.7,2005.4,2011.4,2009.4,1450.4,1737.9,1467.2,1490.9,148.0,252.3,165.9,227.7,39.0,90.2,80.8,154.6,190.8,162.6,28.2,14658.1,12513.9,2144.2,14939.6,12754.2,2185.4
Sierra Leone,38,20,377.3,570.4,1995.0,2003.3,2007.4,2009.2,1001.5,1067.9,1024.4,1017.3,117.0,247.1,113.3,104.2,64.0,42.4,40.6,32.8,95.7,70.0,25.7,7262.4,5331.4,1931.0,7401.8,5433.8,1968.0
Guinea,30,27,789.5,1330.3,2007.8,2007.6,2010.1,2010.1,1092.1,1153.1,1114.2,1119.1,96.5,146.6,103.8,103.3,112.0,182.6,219.8,225.5,91.7,66.7,25.0,7085.4,5152.7,1932.7,7221.4,5251.6,1969.8
Angola,28,28,374.7,496.4,2001.2,2001.2,2005.0,2006.5,1231.2,1233.4,1230.1,1229.4,114.5,153.6,128.0,137.9,77.0,76.6,62.1,56.5,89.9,69.3,20.6,6861.1,5312.8,1548.3,6992.8,5414.8,1578.0
Netherlands,27,22,3597.7,3477.2,2010.8,2010.3,2013.3,2012.7,4017.4,3966.5,3901.6,3914.3,333.0,353.0,311.7,343.2,31.0,46.0,35.3,48.2,321.2,302.5,18.7,24731.1,23316.1,1415.0,25205.9,23763.8,1442.1
Liberia,27,27,590.9,853.7,2005.0,2005.0,2008.2,2007.7,773.6,749.6,764.6,779.0,67.0,79.2,73.1,78.5,14.0,37.6,43.1,45.8,59.3,50.2,9.1,4571.6,3876.7,694.9,4659.3,3951.1,708.2
Gabon,25,23,436.5,740.7,2008.5,2010.0,2010.9,2010.9,726.6,911.8,776.3,769.2,117.0,320.1,198.6,173.7,84.0,114.7,147.0,150.4,61.9,50.5,11.4,4751.4,3869.5,881.9,4842.7,3943.8,898.9
Namibia,25,24,2082.8,1110.3,2005.9,2005.9,2009.2,2007.9,1948.8,2063.6,1967.9,2007.0,142.0,169.9,143.4,161.1,17.0,81.4,31.8,57.4,175.5,154.0,21.5,13513.6,11890.0,1623.6,13773.0,12118.3,1654.7
United States of America,23,17,5745.2,4516.9,2010.1,2009.3,2010.7,2010.8,5990.3,6377.0,6894.6,6625.1,519.0,566.6,596.1,627.9,41.0,98.4,47.5,61.1,538.9,518.9,20.1,41560.5,40053.4,1507.1,42358.5,40822.4,1536.0
Singapore,22,22,8947.5,15967.3,2011.4,2011.4,2011.6,2011.6,8315.0,8308.4,8304.3,8304.4,832.5,837.5,843.6,844.3,11.5,14.3,13.4,13.3,618.4,616.6,1.9,47887.4,47744.5,143.0,48806.9,48661.2,145.7
Uruguay,22,22,2473.7,4211.9,2007.8,2007.8,2008.4,2008.5,4024.0,4028.3,4030.0,4030.7,345.5,367.4,369.9,370.4,44.0,63.8,66.9,66.9,195.5,189.1,6.4,15136.1,14643.1,493.0,15426.7,14924.2,502.5
Germany,19,11,5194.0,2219.0,2012.9,2011.5,2012.9,2012.9,4208.8,3929.9,4239.5,4225.7,275.0,263.1,284.0,283.4,26.0,28.0,27.2,27.0,318.2,312.2,5.9,24525.6,24070.3,455.3,24996.5,24532.5,464.1
Mauritania,13,12,357.3,434.9,2003.3,2002.8,2006.4,2006.3,1688.9,1723.9,1648.2,1647.6,141.0,206.0,123.8,123.9,31.0,51.3,27.8,28.1,62.3,55.9,6.3,4782.4,4302.5,479.9,4874.2,4385.1,489.1
United Kingdom of Great Britain and Northern Ireland,13,11,2292.6,1650.7,2007.6,2006.4,2012.2,2009.9,3938.9,3958.1,3993.4,3966.7,292.0,384.5,322.1,400.4,32.0,48.0,40.4,42.9,192.2,184.9,7.2,14838.8,14293.7,545.2,15123.7,14568.1,555.6
Congo,12,12,248.4,394.3,2006.9,2006.9,2009.9,2009.8,1012.5,1082.1,1094.9,1106.6,97.5,165.2,115.4,113.6,26.0,61.2,50.6,49.5,32.9,30.2,2.7,2531.8,2326.3,205.5,2580.4,2371.0,209.4
Italy,11,6,2202.7,1456.4,2010.5,2010.8,2010.2,2010.6,4363.1,4393.4,4537.2,4415.9,281.0,327.0,296.6,314.5,28.0,52.1,41.1,44.8,208.4,194.4,14.0,16144.4,15062.6,1081.8,16454.4,15351.8,1102.6
"Tanzania, United Republic of",10,1,1.0,0.6,2010.0,2010.0,2010.0,2010.0,70.6,70.6,355.4,355.4,91.0,91.0,2130.8,2130.8,5.5,5.5,9.5,9.5,5.3,5.2,0.1,399.1,393.9,5.2,406.8,401.5,5.3
Gibraltar,9,9,690.0,1031.6,2008.8,2008.8,2008.6,2008.9,2973.8,3060.2,3026.9,3018.5,228.0,259.0,262.8,269.8,10.0,22.3,22.6,21.2,81.2,78.3,2.9,6285.7,6062.0,223.7,6406.4,6178.4,228.0
Argentina,8,8,1163.7,1955.4,2010.8,2010.8,2011.0,2011.0,4407.0,4434.6,4422.7,4435.5,386.5,393.4,393.0,397.7,76.0,74.4,74.4,74.2,97.6,90.9,6.7,7560.4,7037.7,522.7,7705.6,7172.8,532.7
"Congo, Democratic Republic of the",8,7,104.8,155.1,2009.5,2008.4,2009.2,2009.3,1138.3,1109.8,1132.8,1134.8,112.5,143.1,133.2,132.6,75.5,102.6,112.9,115.3,19.6,15.0,4.6,1501.5,1150.6,351.0,1530.4,1172.7,357.7
Turkey,7,6,1285.9,1374.4,2007.7,2008.3,2008.4,2007.1,4610.9,4842.7,4856.6,4682.4,385.0,373.1,372.3,385.0,15.0,359.6,411.8,211.1,135.9,108.7,27.1,10523.5,8420.5,2102.9,10725.5,8582.2,2143.3
Indonesia,7,7,2219.5,4024.0,2008.6,2008.6,2013.5,2013.5,8258.4,6162.9,8261.9,8287.2,762.0,674.3,876.9,877.7,10.0,7.3,10.9,11.0,149.3,148.9,0.4,11561.2,11532.8,28.4,11783.2,11754.3,28.9
Venezuela (Bolivarian Republic of),5,5,588.5,1035.5,2003.4,2003.4,2003.6,2003.6,4070.5,4068.5,4067.8,4066.9,346.0,362.4,362.2,362.4,70.0,510.6,571.2,559.7,61.0,51.5,9.5,4725.5,3989.4,736.1,4816.2,4066.0,750.2
China,5,4,1097.4,1717.6,2007.2,2006.0,2011.7,2011.8,2737.8,4379.2,6256.4,6855.9,22.0,323.5,805.2,838.3,34.0,257.8,34.5,33.8,91.4,78.3,13.1,7049.8,6067.5,982.3,7185.2,6184.0,1001.2
Gambia,4,4,93.3,76.8,2007.8,2007.8,2008.4,2008.1,1460.7,1480.7,1372.5,1420.1,123.0,132.2,109.3,122.1,33.0,35.8,23.6,31.7,13.3,11.8,1.5,1023.9,912.3,111.6,1043.5,929.8,113.7
France,4,4,391.2,600.7,2009.8,2009.8,2009.7,2009.6,3759.0,3941.7,3985.4,4011.7,348.5,377.0,403.3,412.0,72.0,80.5,73.0,70.9,45.9,41.8,4.1,3545.3,3232.9,312.5,3613.4,3294.9,318.5
Mauritius,4,4,941.3,1587.0,2010.0,2010.0,2010.2,2010.3,4932.6,4973.2,4971.5,4959.4,463.0,483.5,492.4,494.7,8.0,18.8,17.0,13.9,72.1,71.1,1.0,5585.3,5509.7,75.6,5692.5,5615.5,77.1
Denmark,4,4,188.1,263.5,2005.0,2005.0,2005.4,2005.1,4739.4,4762.0,4757.7,4756.6,450.0,441.2,436.9,437.6,91.0,141.5,142.2,139.1,55.8,52.1,3.8,4275.0,3991.0,284.0,4357.1,4067.6,289.4
