Int. Arr. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Luanda,727,423,35570.1,45778.1,2005.7,2006.1,2008.0,2008.1,1185.3,2226.5,1749.6,1844.9,118.0,273.6,319.5,361.2,47.0,119.1,100.1,117.9,5697.1,4583.6,1113.5,439589.6,353904.4,85685.3,448029.7,360699.3,87330.4
Soyo,318,156,32728.6,33320.7,2007.3,2007.4,2011.1,2011.2,520.6,2501.2,3873.7,3681.5,81.0,322.7,519.2,542.1,25.0,79.1,50.9,56.9,3682.4,3505.9,176.5,241967.5,228451.5,13516.0,246613.3,232837.8,13775.5
Noqui,265,30,424.1,560.3,1997.6,1998.9,1998.3,1999.1,76.1,1341.8,1159.3,1080.1,14.0,166.7,445.8,422.5,15.0,88.1,149.5,148.2,184.4,138.2,46.1,14008.0,10535.5,3472.5,14277.0,10737.7,3539.2
Malongo,242,20,94.9,99.4,2010.7,2009.7,2010.2,2010.0,140.1,196.6,211.2,224.3,12.0,50.6,167.3,181.3,28.0,42.8,49.5,46.2,82.4,51.4,31.0,6190.1,3860.4,2329.6,6308.9,3934.6,2374.3
Lobito,102,63,11840.1,20758.4,2002.8,2006.1,2008.4,2008.5,1420.6,3157.0,3763.9,4094.7,115.5,310.8,606.4,632.1,46.5,105.8,84.2,86.0,1000.2,849.0,151.1,77308.3,65665.0,11643.4,78792.7,66925.8,11866.9
Futila,87,76,52635.2,98889.0,2010.7,2010.6,2010.8,2010.8,7451.1,5283.5,5490.1,5479.2,556.0,525.2,771.8,776.4,38.0,47.5,57.2,57.7,2372.2,2317.5,54.7,183721.2,179485.0,4236.2,187248.6,182931.1,4317.5
Girassol,74,68,40038.6,77216.4,2007.5,2007.5,2008.3,2008.3,4014.7,4708.1,5138.7,5152.1,475.5,492.6,704.2,705.5,17.0,23.3,28.7,28.8,1953.3,1893.6,59.7,151215.6,146591.7,4623.9,154118.9,149406.3,4712.6
Dalia,71,67,44303.3,84112.5,2010.6,2010.6,2010.3,2010.1,7298.4,5084.7,5161.9,5161.6,606.0,524.1,772.1,778.6,16.0,28.0,29.6,29.9,2141.7,2043.4,98.3,165878.8,158269.3,7609.4,169063.6,161308.1,7755.5
Cabinda,63,37,25018.9,47880.0,2007.5,2009.5,2011.6,2011.6,237.1,4716.2,7406.8,7525.7,33.0,485.7,1589.6,1599.3,78.0,133.7,30.0,29.9,1164.1,1114.6,49.6,90017.5,86273.9,3743.6,91745.8,87930.4,3815.4
Gimboa,39,38,25258.4,48280.6,2010.3,2010.3,2011.4,2011.5,7314.1,5647.4,5460.9,5453.2,596.0,555.9,670.0,669.6,21.0,22.9,19.8,19.6,1128.3,1073.3,55.0,87316.9,83054.2,4262.7,88993.3,84648.8,4344.5
Greater Plutonio,34,33,17534.1,33620.4,2007.1,2007.0,2012.2,2012.3,4260.5,4860.7,5433.8,5491.3,611.5,574.0,736.1,735.7,18.0,29.3,44.4,44.6,758.6,707.8,50.8,58668.8,54731.6,3937.2,59795.3,55782.5,4012.8
