Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Oil tanker,374,308,224658.6,430152.2,2010.3,2010.3,2010.5,2010.5,5645.6,5015.1,5241.9,5255.6,553.0,537.5,826.6,829.0,34.0,55.7,43.8,43.6,11423.5,10397.7,1025.8,884751.2,805294.8,79456.3,901738.4,820756.5,80981.9
Service - tug,366,56,288.8,234.5,2002.8,2008.0,2012.0,2011.4,78.7,1509.9,746.6,651.0,14.0,499.6,726.3,679.4,15.0,92.5,127.8,137.0,268.0,246.2,21.8,20281.9,18645.8,1636.1,20671.3,19003.8,1667.5
Container,348,101,15068.7,18318.6,2003.6,2004.6,2005.8,2005.3,847.0,1473.4,1256.6,1256.2,68.0,101.6,163.9,162.2,40.0,58.3,52.7,53.2,2490.5,2211.3,279.2,192603.7,171116.7,21486.9,196301.7,174402.2,21899.5
General cargo,272,104,2779.6,3718.1,2005.7,2007.3,2009.1,2009.3,452.8,1954.3,1427.8,1394.4,65.5,185.5,291.9,285.5,42.5,102.8,90.5,93.5,613.1,536.3,76.8,47024.3,41255.4,5768.9,47927.2,42047.5,5879.7
Offshore,267,48,241.2,211.0,2011.1,2011.8,2012.3,2012.6,165.4,1279.7,455.1,451.9,18.0,422.1,518.5,516.3,27.0,132.3,121.6,110.6,242.3,177.4,64.9,18238.5,13368.2,4870.3,18588.7,13624.9,4963.8
Bulk carrier,81,75,6410.3,10803.9,2005.9,2007.1,2008.5,2008.4,2527.7,3251.3,3182.5,3155.0,261.0,308.2,429.4,429.1,133.0,155.6,169.7,168.8,653.8,609.6,44.3,50608.8,47192.7,3416.2,51580.5,48098.8,3481.8
Miscellaneous - fishing,77,54,671.9,439.5,1992.2,1994.7,1989.4,1992.2,2061.7,4265.3,5108.0,5035.2,261.0,590.9,1122.8,1043.0,16.0,180.7,522.8,440.7,287.7,223.6,64.1,21668.1,16828.8,4839.2,22084.1,17151.9,4932.2
Liquefied gas tanker,76,36,30528.9,27621.1,2011.0,2011.1,2011.0,2011.0,4481.5,5817.6,4778.1,4903.3,389.0,499.7,518.9,527.9,36.0,60.8,45.2,47.9,3278.5,3160.9,117.6,211213.2,202156.0,9057.2,215268.4,206037.4,9231.0
Refrigerated bulk,75,41,696.7,797.9,1990.1,1990.8,1991.7,1991.7,1216.1,1643.8,1729.8,1704.2,125.0,167.3,300.5,296.1,77.0,89.7,89.2,90.7,438.1,323.8,114.3,33198.1,24612.3,8585.8,33835.5,25084.9,8750.6
Chemical tanker,75,55,1790.5,2946.7,2008.9,2009.4,2009.6,2009.6,1199.1,1440.0,1567.6,1588.6,151.0,210.7,313.4,316.9,41.0,100.5,112.0,108.9,384.6,280.9,103.7,29514.6,21635.5,7879.1,30081.2,22050.9,8030.3
Ro-Ro,64,13,573.3,293.7,2005.7,2001.9,2003.8,2004.3,296.3,330.1,466.3,459.1,33.5,31.8,47.4,48.5,36.0,44.4,57.3,56.1,107.3,76.6,30.7,8241.1,5898.4,2342.7,8399.4,6011.6,2387.7
Vehicle,34,31,5562.4,1767.2,2010.3,2010.2,2011.2,2011.0,2421.5,2571.3,2656.1,2639.3,151.0,164.8,196.0,193.3,10.5,12.9,12.8,12.6,314.1,310.0,4.0,24329.2,24016.3,312.9,24796.3,24477.4,318.9
Service - other,16,14,176.6,162.2,2001.9,2002.5,2000.2,2004.7,1114.0,2796.3,1675.3,2204.8,208.5,365.3,434.4,435.5,30.0,287.9,414.1,434.9,72.1,50.8,21.3,5476.4,3872.3,1604.1,5581.6,3946.6,1634.9
Ferry-pax only,3,1,0.1,0.0,1988.0,1988.0,1988.0,1988.0,90.0,90.0,69.1,69.1,17.0,17.0,17.5,17.5,1.0,1.0,1.0,1.0,0.1,0.1,0.0,9.2,8.1,1.0,9.4,8.3,1.1
Cruise,2,2,67.2,7.6,1997.0,1997.0,1999.2,1999.4,725.7,725.7,843.2,858.6,48.5,48.5,55.5,56.0,7.5,7.5,8.6,8.7,19.1,17.9,1.2,1482.7,1387.1,95.5,1511.1,1413.8,97.4
