Domestic by Dep. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Luanda,1245,222,2336.6,2859.3,2008.0,2007.0,2006.9,2006.9,258.2,913.8,327.9,293.9,48.0,260.8,311.7,244.6,28.0,107.7,109.0,94.7,2201.6,1532.8,668.8,166331.9,115937.2,50394.7,169525.5,118163.2,51362.2
Soyo,401,117,642.5,701.7,2007.3,2007.2,2009.1,2008.9,216.3,704.6,360.5,335.2,29.0,211.8,439.9,384.6,40.0,104.9,214.5,216.6,675.8,355.2,320.6,51206.2,26798.3,24407.9,52189.4,27312.9,24876.5
Malongo,268,30,142.4,127.3,2009.3,2008.1,2011.3,2011.3,202.8,318.9,282.7,282.7,80.5,193.0,609.8,586.4,17.0,24.7,38.2,37.6,188.5,167.6,20.9,14151.6,12583.2,1568.4,14423.3,12824.8,1598.6
Girassol,230,51,346.7,437.1,2011.4,2009.5,2011.6,2011.8,239.8,1423.1,244.6,197.0,76.5,304.5,385.8,235.2,46.0,171.9,202.6,140.1,315.7,202.5,113.3,23750.5,15228.7,8521.8,24206.5,15521.1,8685.4
Lobito,221,63,558.3,667.2,2005.6,2005.4,2006.2,2006.8,267.2,956.9,342.6,303.5,40.0,272.7,432.8,291.2,45.0,121.6,180.9,122.7,398.9,254.5,144.5,30157.0,19253.7,10903.4,30736.0,19623.3,11112.7
Palanca,178,23,217.7,331.5,2007.4,2004.9,2006.8,2006.9,147.2,625.8,250.0,246.8,27.0,199.5,134.0,100.7,9.0,81.4,133.6,127.4,173.3,72.4,100.9,13232.4,5484.0,7748.5,13486.5,5589.2,7897.2
Dalia,176,43,382.0,558.3,2011.7,2010.6,2011.5,2011.4,226.3,655.6,184.4,154.7,94.0,238.4,288.4,202.8,33.0,80.7,289.4,231.2,212.5,124.9,87.6,16034.3,9415.0,6619.3,16342.2,9595.8,6746.4
Gimboa,176,60,428.6,729.8,2008.3,2008.1,2010.9,2011.4,122.7,658.1,146.0,137.6,36.0,184.4,184.4,123.6,20.5,77.6,51.3,39.1,140.0,94.6,45.4,10684.7,7212.0,3472.8,10889.9,7350.4,3539.4
Futila,171,32,285.6,464.2,2008.1,2009.4,2009.7,2009.8,229.0,204.2,195.7,200.6,30.0,83.3,89.1,65.9,41.0,77.7,69.7,65.3,164.1,73.6,90.5,12471.1,5585.1,6886.0,12710.5,5692.4,7018.2
Takula Terminal,120,18,71.9,80.1,2012.3,2011.4,2013.9,2014.5,127.4,141.8,153.9,142.4,37.5,40.3,99.1,99.3,29.5,60.0,115.3,105.9,54.8,30.0,24.8,4142.3,2256.6,1885.7,4221.8,2300.0,1921.9
Greater Plutonio,120,24,409.2,615.0,2009.2,2007.0,2008.6,2008.3,538.1,1039.3,286.1,253.2,84.0,258.2,269.7,190.7,33.0,166.2,115.6,88.6,315.9,138.5,177.4,23967.2,10484.3,13482.9,24427.3,10685.6,13741.8
Cabinda,103,31,97.1,147.0,2003.9,2007.3,2010.5,2011.1,149.2,196.0,235.1,237.9,37.0,63.7,86.1,65.8,45.0,125.3,91.5,90.2,120.6,39.4,81.2,9094.2,2974.1,6120.2,9268.8,3031.2,6237.7
Porto Alexandre,73,21,134.2,71.2,1988.6,1992.3,1987.4,1987.5,358.1,996.2,1231.9,1113.7,35.0,127.3,190.7,184.1,9.0,73.7,254.1,205.7,59.6,36.2,23.4,4517.1,2735.6,1781.5,4603.9,2788.1,1815.7
Saco,69,16,214.6,305.5,2004.9,1999.2,2005.7,2006.7,420.5,985.2,439.0,427.1,42.0,97.9,88.4,78.4,53.0,103.1,81.5,73.9,141.6,74.1,67.5,10722.7,5631.1,5091.6,10928.6,5739.3,5189.4
Namibe,42,17,191.6,142.8,1999.3,1996.8,1994.4,1998.7,425.6,653.2,739.0,548.5,45.0,95.9,297.6,186.0,45.5,85.0,93.5,73.7,76.1,52.1,24.0,5778.2,3969.6,1808.6,5889.2,4045.8,1843.4
Sumbe,39,17,17.8,9.0,2000.9,2003.6,2001.9,2003.4,723.1,1356.5,1219.2,1303.6,146.0,313.6,402.3,562.0,12.0,91.5,210.9,258.3,27.9,21.2,6.8,2097.9,1590.6,507.3,2138.2,1621.1,517.0
Porto Do Ambriz,38,21,58.9,55.9,2002.2,2004.3,2007.6,2007.6,546.2,850.3,1108.8,1059.9,42.0,262.9,1785.6,1818.0,47.0,298.2,199.8,185.2,64.6,22.5,42.1,4861.2,1698.6,3162.7,4954.5,1731.2,3223.4
