Domestic by Arr. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Luanda,1180,196,2155.8,2647.5,2008.3,2006.7,2008.6,2008.5,272.0,1045.5,357.0,320.1,50.0,269.2,362.6,267.3,43.5,133.7,205.1,185.6,2037.7,1023.4,1014.3,154174.9,77211.1,76963.9,157135.1,78693.5,78441.6
Soyo,378,106,617.4,620.9,2007.6,2008.0,2010.0,2009.7,237.1,634.2,388.3,348.2,65.5,243.4,388.9,326.1,37.0,105.3,167.2,158.8,542.3,323.7,218.5,40839.1,24406.2,16433.0,41623.2,24874.8,16748.5
Malongo,279,30,97.7,85.3,2009.4,2008.2,2011.0,2010.9,149.2,190.3,183.7,181.5,33.0,54.6,149.3,129.1,43.0,58.3,79.8,81.3,125.3,77.9,47.4,9405.0,5847.8,3557.2,9585.5,5960.1,3625.5
Lobito,242,81,653.2,868.3,2005.1,2004.2,2005.4,2005.8,271.4,662.3,313.4,305.6,42.5,157.3,224.8,214.6,45.5,102.3,87.1,82.9,569.0,390.7,178.4,43161.2,29675.9,13485.3,43989.9,30245.7,13744.3
Girassol,240,64,591.8,907.6,2011.5,2010.6,2011.0,2010.8,201.2,991.3,173.6,151.0,48.0,286.6,338.8,199.8,14.0,56.7,99.1,69.3,311.0,219.0,92.1,23561.5,16537.2,7024.3,24013.9,16854.7,7159.2
Palanca,175,21,139.7,202.1,2007.6,2007.0,2006.2,2006.4,156.8,278.0,177.7,171.0,17.0,29.4,95.3,72.3,18.0,62.9,40.8,35.9,100.4,70.6,29.8,7637.4,5368.2,2269.1,7784.0,5471.3,2312.7
Dalia,174,40,287.3,418.3,2011.7,2010.4,2012.2,2012.5,205.2,654.3,184.4,161.9,73.0,197.4,200.4,156.2,8.0,57.6,67.6,45.0,154.3,121.1,33.2,11659.0,9141.6,2517.4,11882.8,9317.1,2565.7
Gimboa,171,54,254.5,384.7,2008.1,2007.3,2010.7,2011.0,123.5,967.1,197.3,177.7,43.0,338.8,369.1,289.9,5.0,23.6,31.9,24.4,109.2,98.2,11.0,8253.2,7417.8,835.4,8411.7,7560.3,851.4
Futila,162,29,316.9,523.5,2007.7,2008.3,2009.1,2008.9,232.7,265.7,216.5,212.0,52.5,168.6,214.4,162.8,28.0,31.7,50.8,54.4,242.0,202.0,40.0,18444.2,15423.0,3021.2,18798.3,15719.1,3079.2
Takula Terminal,126,22,110.8,120.3,2012.3,2011.8,2013.0,2013.7,169.9,246.0,190.6,175.3,83.0,149.7,359.9,299.3,8.0,10.8,24.9,18.2,86.1,74.0,12.1,6473.4,5567.5,906.0,6597.7,5674.4,923.4
Greater Plutonio,112,17,203.1,263.2,2009.6,2008.5,2011.8,2011.3,129.8,704.3,251.1,200.5,42.0,204.9,387.5,260.5,6.0,136.8,104.3,86.2,237.4,201.7,35.7,17908.9,15184.2,2724.7,18252.7,15475.8,2777.0
Cabinda,109,36,181.8,301.9,2003.9,2007.7,2009.3,2009.8,233.9,542.9,199.1,191.3,37.0,166.8,232.5,150.5,40.0,76.5,69.3,60.2,197.5,83.7,113.7,14876.6,6333.8,8542.7,15162.2,6455.4,8706.8
Namibe,83,27,468.4,488.1,1999.9,2000.4,1995.7,1997.3,406.9,619.1,464.7,378.2,32.0,97.3,150.1,93.0,61.0,133.4,285.7,155.7,195.9,115.8,80.1,14849.2,8799.1,6050.2,15134.3,8968.0,6166.3
Saco,71,18,244.2,313.5,2004.5,1998.8,2003.5,2006.7,421.5,1050.9,502.2,445.6,53.0,199.6,203.2,134.2,49.0,55.4,63.5,63.8,188.0,100.3,87.8,14228.6,7625.9,6602.7,14501.8,7772.3,6729.5
Porto Alexandre,70,17,128.4,71.1,1988.4,1992.4,1990.8,1991.0,338.5,1659.1,1270.3,1355.7,39.0,209.9,255.4,238.2,33.0,115.7,225.9,295.5,59.4,34.1,25.3,4474.6,2573.6,1901.1,4560.6,2623.0,1937.6
Porto Do Ambriz,43,26,36.2,35.6,2002.7,2004.7,2006.3,2006.7,195.4,1432.1,274.8,192.0,53.0,464.5,1015.8,775.6,10.0,59.3,56.0,32.6,77.7,72.9,4.8,5838.7,5477.8,360.9,5950.8,5583.0,367.9
Sumbe,41,18,24.4,12.5,2001.1,2003.7,2003.2,2003.7,646.4,1545.9,1537.0,1653.1,266.0,580.2,1276.7,1400.8,9.0,61.8,43.2,35.8,36.9,33.5,3.4,2771.1,2513.6,257.4,2824.3,2561.9,262.4
