Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
General cargo,723,166,1171.1,1455.3,1994.2,1994.9,1997.3,1997.2,383.4,438.8,492.6,491.5,55.0,74.6,143.7,145.3,84.0,97.5,131.8,128.9,345.0,226.8,118.2,25962.8,17085.7,8877.2,26461.3,17413.7,9047.6
Ro-Ro,266,6,642.4,441.3,2007.4,2004.0,2007.5,2007.5,253.1,253.4,291.7,291.7,25.5,27.5,38.2,38.3,22.0,20.4,34.5,34.4,186.8,111.4,75.4,14458.3,8621.5,5836.8,14735.9,8787.0,5948.9
Oil tanker,165,19,330.8,553.2,2005.0,2000.9,2006.1,2006.1,164.5,433.3,282.9,279.6,19.0,181.7,107.1,94.6,34.0,32.3,109.7,111.8,257.1,75.4,181.8,19324.2,5674.3,13649.9,19695.3,5783.3,13912.0
Ferry-RoPax,125,5,568.1,196.0,1985.5,1985.2,1985.4,1985.4,263.1,269.7,397.0,397.0,25.0,35.5,49.7,49.7,7.0,10.6,57.9,57.9,153.5,106.0,47.6,11695.5,8086.5,3609.0,11920.1,8241.8,3678.3
Service - tug,49,32,26.9,12.7,2004.1,2003.7,2006.4,2005.4,329.4,723.7,853.6,800.4,70.0,486.9,1501.8,1342.5,29.0,188.2,466.0,442.6,41.8,31.2,10.6,3135.4,2340.3,795.1,3195.6,2385.3,810.4
Bulk carrier,8,4,7.6,9.7,1980.2,1981.5,1979.3,1979.2,348.1,347.6,363.0,363.9,54.5,102.8,125.6,126.0,65.0,55.1,77.3,77.6,4.0,2.7,1.4,303.4,201.1,102.3,309.2,205.0,104.2
Offshore,4,4,17.7,10.5,1982.0,1982.0,1985.5,1985.1,2656.7,2659.4,3687.1,3222.4,3372.0,2949.8,4219.0,3912.7,29.5,347.8,283.7,442.6,37.6,32.7,4.9,2824.4,2455.3,369.1,2878.6,2502.4,376.2
Service - other,3,3,1.4,0.2,2009.0,2009.0,2014.9,2014.8,2251.1,1726.7,1748.0,1728.6,1346.0,1981.7,2380.6,2202.0,127.0,663.0,1193.0,1286.6,15.0,11.2,3.8,1126.5,840.8,285.7,1148.2,857.0,291.2
Chemical tanker,3,3,6.0,8.3,2013.0,2013.0,2012.4,2012.3,306.5,400.4,405.5,413.3,71.0,99.0,129.5,132.7,8.0,12.0,14.6,14.8,2.6,2.2,0.3,193.4,168.5,24.9,197.1,171.7,25.4
Miscellaneous - fishing,2,1,0.5,0.3,1996.0,1996.0,1996.0,1996.0,677.9,677.9,677.9,677.9,199.0,199.0,268.6,268.6,19.0,19.0,21.0,21.0,1.2,1.1,0.1,88.3,80.1,8.3,90.0,81.6,8.4
