Int. Arr. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Port Of Sohar,2554,1241,139126.2,189913.3,2006.3,2007.4,2008.9,2008.8,541.9,1507.5,1688.0,1779.7,55.0,166.8,381.9,465.3,36.0,67.3,90.1,117.9,13398.7,11202.2,2196.6,1028837.2,860089.0,168748.2,1048590.9,876602.7,171988.1
Salalah,1052,314,177735.3,195637.9,2007.5,2007.3,2009.6,2009.5,1362.2,2116.2,2336.8,2294.2,94.5,151.0,212.0,212.9,18.0,35.1,22.4,22.8,17856.0,17462.5,393.5,1382581.8,1352165.2,30416.7,1409127.4,1378126.8,31000.7
Mina Raysut,539,414,28649.0,39173.5,2005.1,2006.4,2007.5,2008.1,1166.0,1635.0,1726.9,1698.2,104.0,177.3,223.8,243.0,49.0,64.4,50.3,58.9,3362.1,3049.9,312.2,259777.7,235780.5,23997.2,264765.5,240307.5,24458.0
Mina Qabus,443,324,39553.8,50048.9,2006.7,2008.3,2009.5,2009.5,599.8,1471.9,1460.6,1510.4,53.0,159.0,318.6,333.3,8.0,24.3,21.1,27.2,4056.7,3782.5,274.2,300276.2,279199.0,21077.2,306041.5,284559.6,21481.9
Duqm,203,165,19880.0,33223.5,2006.6,2006.5,2006.1,2006.0,1214.0,2474.0,3605.4,3706.2,139.0,278.9,1301.4,1407.4,69.0,211.7,236.7,243.0,2421.3,1545.3,876.0,186068.2,118341.8,67726.4,189640.7,120614.0,69026.8
Fahal,135,123,35872.5,67943.9,2006.7,2006.8,2009.2,2009.3,767.0,1918.5,2170.3,2247.7,76.0,184.2,383.0,388.2,50.0,60.6,74.0,74.8,2223.1,1598.1,625.0,172003.3,123590.2,48413.1,175305.8,125963.2,49342.6
Sur,113,57,36708.6,29374.4,2005.6,2006.3,2004.6,2004.8,1280.6,3255.7,5374.6,4304.8,167.0,260.3,596.3,589.0,42.0,62.4,410.3,408.2,4865.1,3694.0,1171.1,293422.8,223390.2,70032.6,299056.5,227679.3,71377.2
Qalhat Lng Terminal,74,38,34259.2,25893.4,2005.5,2006.2,2005.0,2004.8,4315.1,4513.7,4893.4,4796.0,322.0,322.1,446.5,454.3,21.5,17.0,54.6,58.3,4340.8,4080.6,260.2,261928.8,245671.1,16257.8,266957.9,250387.9,16569.9
Mina Al Fahl,74,65,26289.7,50664.4,2009.7,2009.8,2010.6,2010.6,3116.1,2388.5,2480.9,2487.3,255.0,256.6,461.1,462.1,70.5,70.3,71.6,71.5,1706.7,1162.8,543.9,132203.9,90075.5,42128.4,134742.2,91804.9,42937.3
Muscat,10,10,999.5,1781.2,2007.7,2007.7,2011.2,2010.9,455.4,4176.6,1902.2,2082.6,45.0,193.6,341.9,356.5,4.0,207.0,301.3,190.7,80.4,41.9,38.4,6158.7,3200.9,2957.8,6276.9,3262.4,3014.6
