Domestic by Dep. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Mina Raysut,200,49,1250.2,1367.1,2005.0,2001.8,2005.7,2005.2,501.1,643.0,766.6,821.2,67.0,202.3,79.7,87.7,36.0,55.4,47.6,60.9,360.4,274.3,86.1,27569.8,21025.1,6544.7,28099.2,21428.8,6670.3
Salalah,120,23,365.7,438.5,2007.5,2003.0,2005.1,2006.4,193.9,705.0,826.9,899.9,67.5,100.0,144.6,172.3,30.0,82.2,148.6,188.5,149.4,98.2,51.2,11358.4,7501.4,3857.0,11576.5,7645.4,3931.1
Port Of Sohar,111,41,1076.3,1644.9,2006.5,2005.1,2008.1,2008.4,787.8,490.7,585.5,564.2,72.0,67.1,88.1,88.0,50.0,42.1,68.2,68.4,306.0,187.1,118.9,23393.2,14383.5,9009.6,23842.3,14659.7,9182.6
Duqm,57,40,773.8,1242.7,2002.8,2003.4,2008.2,2008.1,398.9,687.4,708.0,721.5,44.0,127.7,116.9,119.9,35.0,83.0,42.7,42.8,104.7,73.3,31.5,7981.1,5563.6,2417.5,8134.4,5670.4,2463.9
Mina Qabus,50,29,503.3,419.6,2005.4,2008.0,2006.8,2007.5,579.3,502.9,542.8,472.9,55.5,166.8,60.9,72.1,47.5,127.5,53.7,91.7,124.4,88.1,36.2,9549.5,6788.9,2760.5,9732.8,6919.3,2813.5
Qalhat Lng Terminal,28,4,1307.0,1096.6,2006.6,2004.0,2000.3,2000.6,168.5,3560.2,3023.4,2091.2,38.0,217.5,709.2,679.9,37.5,16.0,12.5,13.7,261.9,238.5,23.3,16181.2,14475.1,1706.1,16491.9,14753.0,1738.9
Sur,18,7,4062.5,3288.7,2005.3,2002.4,2000.6,2000.6,458.0,6999.9,9699.8,7850.3,51.5,474.9,2175.8,2155.2,35.5,49.1,22.1,22.2,738.2,705.5,32.7,44092.5,41924.4,2168.2,44939.1,42729.3,2209.8
Fahal,14,8,35.1,54.1,2003.6,2001.1,2005.3,2005.4,189.4,270.2,132.2,117.0,34.0,35.0,60.1,59.6,31.5,65.9,49.3,52.5,28.2,9.9,18.4,2157.5,749.9,1407.6,2198.9,764.2,1434.7
Mina Al Fahl,12,3,19.4,27.6,2007.8,2008.7,2007.5,2007.4,230.3,3222.6,246.6,237.8,34.5,953.7,183.3,116.4,27.0,14.0,35.2,37.2,23.7,17.6,6.1,1784.4,1328.6,455.8,1818.6,1354.1,464.6
Muscat,3,3,15.5,24.3,1999.3,1999.3,1997.5,1997.6,1146.9,1861.7,1300.0,1361.9,162.0,963.0,1341.5,1396.9,11.0,15.3,14.8,14.2,11.6,11.4,0.2,872.1,859.8,12.3,888.9,876.3,12.6
