Int. Dep. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
United Arab Emirates,1677,975,44394.5,49728.9,2006.0,2006.2,2007.7,2007.5,322.0,565.8,618.0,625.3,36.0,107.3,136.3,166.8,20.0,74.8,63.6,69.0,6013.4,4556.2,1457.2,463287.8,351307.2,111980.6,472182.9,358052.3,114130.6
India,434,279,22070.7,30167.8,2007.8,2008.2,2008.0,2008.3,1114.6,1538.9,1453.4,1418.0,112.0,156.8,196.2,190.6,38.0,67.5,59.9,69.3,2719.7,2407.9,311.9,203273.2,179321.7,23951.5,207176.0,182764.6,24411.4
Qatar,414,161,13337.4,15922.1,2005.3,2006.4,2004.0,2004.3,552.6,838.0,882.2,798.3,66.5,125.6,253.4,223.6,38.0,76.6,66.9,68.2,2392.3,1855.3,537.0,174617.7,133463.4,41154.3,177970.3,136025.9,41944.4
Saudi Arabia,287,161,17359.7,22896.5,2008.8,2008.6,2010.2,2010.0,917.3,986.3,1104.6,1039.5,84.0,108.4,105.5,109.2,36.0,80.0,36.6,44.0,1715.6,1499.5,216.1,132745.8,116076.7,16669.1,135294.5,118305.3,16989.2
Singapore,217,176,47528.9,52664.8,2009.9,2009.7,2009.2,2010.0,3266.3,3505.0,3664.2,3500.6,264.0,280.3,324.8,302.2,12.0,22.2,21.5,21.5,4705.9,4636.4,69.6,340487.8,335119.9,5367.9,347025.2,341554.2,5471.0
Sri Lanka,190,90,27628.6,31391.9,2009.5,2010.1,2011.0,2010.8,1655.8,1810.7,1676.2,1687.7,118.0,141.2,113.8,118.8,17.0,22.5,19.1,19.1,2359.5,2283.0,76.6,182709.4,176806.0,5903.4,186217.4,180200.7,6016.7
Iran (Islamic Republic of),166,110,1547.5,2166.2,1998.2,2000.1,2003.7,2003.1,358.5,845.5,692.1,714.2,50.5,119.0,392.3,343.4,46.5,116.1,83.6,84.9,376.6,247.9,128.7,28800.5,19050.4,9750.1,29353.5,19416.2,9937.3
Pakistan,140,70,4285.2,5442.8,2008.3,2009.1,2008.4,2008.6,889.5,876.0,894.1,909.7,72.0,86.3,82.9,87.1,32.0,88.8,57.2,69.6,580.2,445.8,134.3,44357.9,34009.9,10348.0,45209.6,34662.9,10546.7
China,128,106,85797.7,155080.9,2008.8,2008.9,2009.6,2009.7,5582.8,5182.8,5518.7,5455.4,489.5,459.6,520.0,518.7,54.5,73.5,78.9,80.7,5313.0,5003.0,310.0,402641.4,378648.1,23993.3,410372.1,385918.1,24454.0
Djibouti,110,77,3724.6,5096.8,2004.1,2004.6,2005.5,2005.5,1012.8,1426.1,969.5,1015.9,115.5,176.9,126.0,134.6,29.0,53.6,44.4,48.6,627.9,545.7,82.1,48491.9,42161.0,6330.9,49423.0,42970.5,6452.5
Egypt,98,61,16340.8,22043.7,2004.7,2006.8,2006.1,2007.3,2083.5,2426.7,2335.8,2425.1,143.0,208.4,190.6,209.0,34.0,57.8,48.8,54.6,1799.9,1679.5,120.4,137693.7,128377.4,9316.3,140337.4,130842.3,9495.2
Malaysia,93,79,27831.8,36427.5,2010.0,2010.1,2009.9,2009.5,3161.8,3434.9,3428.1,3576.7,237.0,256.1,270.7,308.8,22.0,32.9,31.2,34.4,2378.1,2290.6,87.4,184166.9,177402.8,6764.1,187702.9,180808.9,6894.0
South Africa,76,68,11982.8,21141.2,2010.3,2010.2,2010.6,2010.6,3942.5,4047.5,3909.8,3895.0,349.5,393.0,403.2,402.0,87.0,101.3,85.9,83.4,1270.4,1133.1,137.3,98395.7,87760.7,10635.0,100284.9,89445.7,10839.2
Kenya,72,31,5792.3,7975.1,2008.6,2006.6,2008.9,2009.1,1932.9,2812.5,2253.8,2333.3,181.0,298.0,275.2,297.0,74.5,113.7,99.2,105.9,759.4,657.9,101.6,58813.8,50953.5,7860.3,59943.0,51931.9,8011.2
Kuwait,72,56,1819.1,2486.3,2007.0,2006.7,2007.5,2007.6,733.0,780.6,838.3,815.2,87.0,105.1,99.2,104.7,52.5,85.3,71.2,75.6,321.2,241.8,79.4,24160.6,18088.4,6072.1,24624.4,18435.7,6188.7
Japan,70,29,43192.6,42663.5,2009.0,2008.3,2009.5,2009.7,5937.6,5843.0,5895.7,5815.8,356.0,419.7,388.3,412.2,22.0,34.0,24.2,25.1,4349.0,4280.7,68.3,273578.5,268367.7,5210.8,278831.2,273520.4,5310.8
Yemen,65,45,719.3,1099.2,1997.7,1998.1,2001.0,2002.2,972.8,1241.5,1338.0,1300.5,223.0,268.4,282.6,274.3,128.0,220.4,261.8,276.8,256.3,159.0,97.3,19520.0,12163.0,7357.0,19894.7,12396.5,7498.2
Somalia,62,28,667.2,945.8,1993.8,1991.0,1995.2,1994.9,767.3,1163.0,1067.9,1107.6,129.0,223.9,253.8,266.7,160.5,232.3,185.3,192.3,227.1,122.9,104.2,17317.0,9416.4,7900.6,17649.4,9597.2,8052.3
"Tanzania, United Republic of",59,25,3611.3,4937.6,2006.1,2006.2,2006.3,2006.6,1917.8,2280.4,2075.6,2111.0,149.0,181.7,166.5,171.4,103.0,161.5,130.5,136.6,594.6,486.6,108.0,46058.0,37690.7,8367.3,46942.3,38414.3,8528.0
United States of America,59,40,47110.4,63352.6,2009.4,2009.9,2009.4,2009.5,7187.8,8445.4,8243.2,8625.8,418.0,589.3,598.2,656.3,28.0,61.3,57.3,68.0,4347.0,4274.1,72.9,332795.2,327320.2,5475.0,339184.9,333604.7,5580.1
Spain,54,26,14532.1,17425.9,2007.5,2007.8,2007.6,2007.7,3858.1,4673.0,4116.7,4181.2,234.5,376.2,306.9,329.4,21.0,74.8,35.3,40.5,1804.1,1750.4,53.7,138848.6,134761.1,4087.5,141514.5,137348.5,4166.0
Indonesia,47,47,13890.3,16276.8,2008.9,2008.9,2007.4,2008.4,3331.4,4765.6,6394.2,4691.1,277.0,354.3,823.1,604.6,21.0,84.4,416.9,263.7,1469.2,1034.5,434.6,97885.8,71721.9,26163.9,99765.2,73098.9,26666.2
Réunion,46,10,2907.5,3813.8,2005.3,2004.9,2005.1,2005.3,2320.0,2448.3,2357.0,2362.8,163.5,175.8,170.5,171.4,15.0,20.4,18.8,18.9,408.9,398.4,10.5,31671.0,30859.9,811.1,32279.1,31452.4,826.7
Iraq,46,41,1657.4,2770.2,2008.5,2008.2,2008.6,2008.7,695.1,1118.3,1244.7,1240.2,95.5,122.6,185.6,188.4,75.0,111.7,130.6,130.2,243.3,168.9,74.3,18826.4,13076.5,5749.9,19187.8,13327.5,5860.3
"Korea, Republic of",38,19,24320.8,21620.2,2002.2,2004.7,2000.7,2001.8,6446.0,6598.9,7630.0,7372.4,378.5,428.3,560.3,552.0,23.0,83.9,68.0,74.7,3788.3,3632.0,156.3,229642.0,219172.8,10469.1,234051.1,223381.0,10670.2
Sudan,31,21,950.0,1405.1,2009.3,2008.1,2010.3,2010.3,2128.1,2046.1,1942.5,1908.7,169.0,338.6,201.2,188.0,96.0,90.6,87.0,79.6,233.2,186.2,47.0,17904.9,14346.3,3558.6,18248.7,14621.8,3626.9
