Domestic by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Service - tug,188,17,16.7,14.4,2008.2,2007.5,2006.8,2005.2,103.4,601.2,260.9,257.1,70.0,330.5,545.0,515.4,28.0,115.1,106.0,103.0,54.5,44.4,10.1,4095.1,3333.3,761.8,4173.7,3397.3,776.4
Chemical tanker,158,25,1021.9,1552.1,2008.3,2007.9,2009.2,2009.2,400.7,629.2,569.4,560.7,61.5,183.0,124.1,127.9,39.0,43.3,80.2,81.6,440.0,269.4,170.6,33451.6,20557.0,12894.6,34093.9,20951.7,13142.2
Bulk carrier,82,25,867.2,1467.3,1997.3,2004.9,2004.1,2004.8,657.8,678.7,760.9,782.1,68.0,60.5,109.4,113.1,58.5,69.9,58.7,57.4,104.4,81.6,22.8,8039.0,6297.4,1741.7,8193.4,6418.3,1775.1
Oil tanker,70,22,789.1,1288.3,2008.3,2007.5,2008.8,2008.9,805.6,335.1,494.7,472.1,67.5,53.7,71.6,70.3,61.0,36.7,68.2,67.8,243.6,121.5,122.2,18651.3,9346.4,9304.9,19009.4,9525.8,9483.6
General cargo,37,13,198.7,282.8,2002.7,2000.9,2006.0,2006.8,467.0,659.3,680.9,693.1,66.0,66.1,77.2,78.3,27.0,160.8,72.2,70.2,42.0,26.7,15.3,3210.9,2054.9,1156.0,3272.5,2094.4,1178.2
Container,32,10,412.6,517.3,2005.6,2004.8,2004.9,2005.1,765.3,740.9,770.7,778.9,58.5,74.4,68.2,67.9,14.0,23.2,29.5,29.8,80.4,68.3,12.1,6174.1,5246.6,927.5,6292.6,5347.3,945.3
Cruise,20,18,651.4,69.5,2003.5,2002.6,2006.5,2004.2,646.0,647.9,653.7,658.9,40.0,41.3,40.7,41.6,9.0,10.8,9.8,10.2,139.1,125.8,13.3,10774.0,9744.0,1030.0,10980.9,9931.1,1049.8
Ro-Ro,11,5,38.8,22.7,1987.6,1994.4,1990.6,1991.1,585.1,868.7,504.1,493.2,69.0,821.5,311.8,383.1,35.0,45.3,79.1,75.9,40.8,32.9,7.8,3067.3,2477.8,589.5,3126.2,2525.4,600.8
Service - other,8,6,65.3,99.3,2003.9,2003.5,2001.0,2001.0,419.1,1320.1,1245.0,1289.8,46.0,702.0,293.7,278.9,38.0,107.5,411.5,416.6,23.3,20.8,2.5,1775.1,1585.7,189.4,1809.2,1616.2,193.0
Liquefied gas tanker,6,4,5341.1,4283.8,2005.3,2006.8,2000.6,2000.7,1685.3,7492.1,9037.1,8822.4,110.0,449.4,1829.2,1828.2,11.0,58.8,19.5,19.4,936.0,909.1,26.9,55375.6,53688.3,1687.3,56438.9,54719.1,1719.7
Miscellaneous - fishing,1,1,6.0,6.6,1979.0,1979.0,1979.0,1979.0,5259.6,5259.6,5259.6,5259.6,402.0,402.0,402.0,402.0,85.0,85.0,85.0,85.0,4.3,3.6,0.8,325.7,268.8,56.8,331.9,274.0,57.9
