Int. Dep. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Port Of Sohar,2555,1252,123860.3,181278.1,2006.2,2007.3,2008.3,2008.2,540.4,1399.7,1509.3,1716.0,58.0,169.1,387.9,441.1,30.0,78.1,84.3,96.6,12835.1,10528.5,2306.5,988776.9,811887.4,176889.5,1007761.4,827475.6,180285.8
Salalah,1054,315,156187.4,177003.2,2007.6,2007.5,2008.8,2008.8,1601.6,2259.1,2052.2,2070.4,106.5,160.7,196.1,199.1,21.5,40.8,30.7,31.6,16212.3,15547.4,664.9,1255106.8,1203790.6,51316.2,1279204.9,1226903.4,52301.5
Mina Raysut,536,401,40712.3,57670.3,2005.3,2006.5,2008.4,2009.1,1753.1,2355.8,2442.4,2473.2,184.5,242.7,301.6,310.6,36.0,104.8,78.6,78.0,4875.0,4312.3,562.7,376594.5,333327.6,43266.9,383825.1,339727.5,44097.6
Mina Qabus,462,336,95141.5,148252.7,2006.5,2007.9,2010.5,2010.6,1532.9,3133.5,3425.4,4304.5,160.5,284.1,572.5,634.1,33.0,70.8,65.7,67.2,8545.1,7536.6,1008.5,644870.5,567435.9,77434.7,657252.0,578330.6,78921.4
Duqm,171,145,6546.6,10067.8,2006.6,2006.6,2007.3,2007.8,899.5,1593.8,1416.1,1337.1,113.0,250.0,407.2,414.5,42.0,117.3,120.2,125.4,1099.5,987.9,111.6,84738.6,76174.7,8563.9,86365.6,77637.2,8728.4
Fahal,127,114,56315.6,106191.1,2007.1,2007.4,2009.4,2009.4,3251.7,3063.0,3621.3,3744.2,276.0,289.6,493.2,498.4,42.0,83.0,70.4,71.3,3465.3,3182.0,283.4,268177.3,246250.7,21926.6,273326.3,250978.7,22347.6
Sur,120,60,39321.9,30610.6,2005.4,2006.2,2004.7,2004.9,2504.1,3138.7,5324.5,4197.5,204.0,360.9,529.2,506.1,23.0,78.1,32.7,36.1,5632.8,5514.7,118.1,339592.4,331164.5,8427.9,346112.6,337522.9,8589.7
Mina Al Fahl,77,68,43788.4,84092.9,2009.7,2009.9,2009.4,2009.3,5214.3,3630.5,4001.9,3999.7,421.0,311.2,460.5,460.5,45.0,56.4,71.4,71.3,2438.0,2243.0,195.0,188848.6,173747.3,15101.3,192474.5,177083.3,15391.3
Qalhat Lng Terminal,73,39,44513.6,33078.1,2005.8,2006.4,2004.9,2004.6,5810.7,4750.7,6256.9,6018.5,338.0,294.7,593.4,588.6,24.0,78.9,157.9,148.2,6050.7,5494.7,556.0,361598.0,327211.3,34386.8,368540.7,333493.7,35047.0
Muscat,11,11,3166.0,4764.9,2008.4,2008.4,2012.2,2011.0,3695.3,6015.2,5361.5,4992.6,470.0,606.7,626.0,599.6,31.0,40.0,31.2,30.1,275.5,267.1,8.4,19584.2,18936.0,648.1,19960.2,19299.6,660.6
