Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Container,1559,334,187108.0,208418.9,2006.8,2007.1,2008.7,2008.6,1174.0,2019.0,1907.1,1895.8,85.0,131.9,192.9,193.6,21.0,28.1,28.2,28.4,19315.6,18404.7,910.8,1495201.7,1424970.1,70231.6,1523909.6,1452329.5,71580.1
Bulk carrier,839,541,76520.6,141548.9,2007.2,2008.9,2008.5,2008.4,965.7,2213.4,2380.0,2462.4,166.0,240.8,503.7,513.3,58.0,87.2,107.7,109.0,5198.1,4825.2,372.9,402449.3,373653.5,28795.8,410176.3,380827.7,29348.7
Oil tanker,769,484,180750.6,341782.3,2005.7,2007.2,2009.7,2009.7,1005.8,2710.3,3460.4,3502.4,164.0,280.1,543.0,545.1,48.0,94.8,73.7,73.3,12949.9,11263.0,1686.9,1001761.0,871870.1,129890.9,1020994.8,888610.0,132384.8
Chemical tanker,674,378,26861.2,44408.9,2008.2,2009.1,2010.5,2010.5,1081.2,1954.3,1974.1,1991.4,139.0,194.4,346.2,348.1,39.0,71.7,74.8,74.6,4335.2,3616.9,718.2,334650.0,279534.8,55115.2,341075.3,284901.8,56173.4
Liquefied gas tanker,373,135,107937.8,82514.8,2007.6,2008.4,2006.1,2006.0,1883.1,3043.7,4552.2,4199.7,169.0,224.3,515.8,504.1,30.0,76.6,89.3,85.7,14970.6,13749.3,1221.3,935185.5,850544.8,84640.7,953141.1,866875.3,86265.8
General cargo,339,193,4708.1,6460.3,2002.4,2003.2,2005.7,2005.8,697.0,1129.8,1139.4,1136.2,76.0,128.9,244.3,244.0,44.0,89.7,88.7,88.4,883.2,705.9,177.3,67715.5,54319.7,13395.8,69015.6,55362.6,13653.0
Vehicle,260,181,14539.9,4788.0,2008.3,2008.0,2007.8,2007.6,335.1,958.5,942.1,939.4,23.0,63.2,207.8,205.5,11.0,19.6,23.7,28.2,873.0,814.1,58.8,67612.4,63065.7,4546.7,68910.5,64276.6,4634.0
Cruise,103,42,7636.9,794.3,2005.7,2003.3,2005.2,2004.5,533.0,1179.5,971.9,1025.7,37.0,74.3,107.1,113.2,16.0,50.6,62.4,60.7,1787.5,1372.5,415.0,138465.8,106318.1,32147.6,141124.3,108359.5,32764.9
Service - tug,82,52,76.5,63.2,2004.8,2003.8,2006.2,2006.3,347.6,1335.3,1170.0,1139.7,131.0,683.0,1151.2,932.8,15.0,110.4,219.9,234.7,117.5,110.7,6.8,8831.1,8318.2,512.9,9000.6,8477.9,522.8
Ro-Ro,64,40,2236.4,1288.1,2002.9,2002.0,2001.7,2000.5,387.4,1622.4,2259.8,2295.3,62.5,355.3,563.6,557.0,26.0,180.4,159.8,172.4,487.8,383.0,104.8,37505.1,29485.1,8020.1,38225.2,30051.2,8174.1
Ferry-RoPax,54,4,132.5,13.1,2012.2,2011.5,2009.8,2010.6,719.5,986.0,1750.0,1548.2,22.0,26.8,176.2,144.5,40.0,61.1,194.5,186.3,195.2,91.5,103.7,14653.3,6868.5,7784.8,14934.7,7000.4,7934.2
Offshore,46,16,435.2,332.2,1989.2,2000.7,2010.4,2010.1,303.9,1677.5,1629.4,1520.1,101.5,373.2,1272.9,1192.3,41.5,203.2,470.8,437.9,121.1,105.9,15.2,9138.5,7995.4,1143.1,9314.0,8148.9,1165.0
Service - other,19,13,559.0,547.2,2003.5,2002.3,2005.5,2005.2,1177.5,3379.0,3146.2,2952.0,275.0,554.8,939.7,1044.4,57.0,664.7,1139.7,1131.1,156.4,139.0,17.4,11837.5,10529.2,1308.3,12064.7,10731.3,1333.4
Miscellaneous - fishing,4,4,22.6,16.4,1974.8,1974.8,1975.7,1976.5,3900.3,6462.2,6105.2,5745.0,378.0,755.2,1482.5,1225.6,772.0,696.0,339.1,408.3,27.2,22.2,5.0,2042.6,1666.1,376.6,2081.9,1698.1,383.8
Refrigerated bulk,1,1,28.1,33.0,1997.0,1997.0,1997.0,1997.0,5519.4,5519.4,5519.4,5519.4,426.0,426.0,426.0,426.0,48.0,48.0,48.0,48.0,11.0,10.3,0.7,838.7,786.6,52.0,854.8,801.8,53.0
