Domestic by Arr. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Mina Raysut,199,44,1362.3,1709.2,2005.9,2003.8,2006.9,2007.3,548.5,632.5,800.6,847.0,74.0,78.5,92.7,104.4,56.0,75.5,75.2,91.8,393.9,246.1,147.9,30068.9,18891.3,11177.6,30646.2,19254.0,11392.2
Salalah,120,19,146.5,208.5,2008.0,2006.0,2007.1,2007.2,114.4,447.2,458.0,466.1,67.5,149.6,148.7,155.4,22.5,37.0,38.4,39.3,87.1,73.9,13.1,6602.6,5611.1,991.5,6729.3,5718.8,1010.5
Port Of Sohar,114,42,1331.1,2073.0,2005.2,2003.3,2007.4,2007.7,791.4,864.9,865.1,879.0,63.0,219.1,117.5,119.9,55.0,98.1,57.5,55.9,321.3,211.2,110.1,24551.9,16196.9,8355.1,25023.3,16507.9,8515.5
Mina Qabus,72,49,1094.4,928.1,2003.9,2004.8,2006.1,2006.0,625.8,650.2,604.5,481.0,52.5,62.0,69.4,84.1,16.0,52.9,80.4,103.3,202.5,155.8,46.7,15181.0,11924.3,3256.7,15472.5,12153.3,3319.2
Duqm,28,17,83.6,113.2,1996.9,1997.0,1997.6,1997.9,389.6,432.8,455.2,459.7,45.0,212.1,57.6,47.6,39.5,89.9,67.7,71.1,28.1,19.8,8.2,2142.5,1516.0,626.6,2183.7,1545.1,638.6
Qalhat Lng Terminal,27,5,3937.9,3217.0,2007.2,2008.0,2000.6,2000.8,231.4,8386.2,7249.9,5284.5,52.0,525.6,2243.4,2202.6,27.0,37.4,13.0,13.8,732.2,715.8,16.4,43973.1,42729.6,1243.5,44817.4,43550.0,1267.4
Sur,20,11,1302.0,1093.4,2006.8,2006.5,2000.4,2000.7,213.4,1406.4,3382.3,2369.8,33.5,95.3,711.8,681.8,35.0,29.3,12.3,13.2,244.7,226.9,17.8,14890.4,13600.5,1289.9,15176.3,13861.6,1314.7
Mina Al Fahl,15,6,25.9,41.6,2008.0,2009.2,2008.3,2008.2,142.4,283.3,96.5,88.1,85.0,508.6,170.4,123.0,38.0,176.1,72.6,66.9,40.2,20.4,19.8,3061.5,1546.0,1515.5,3120.3,1575.7,1544.6
Fahal,13,6,102.7,186.5,2006.9,2007.3,2007.2,2007.3,300.2,2589.0,332.5,336.8,18.0,925.7,68.3,49.1,52.0,57.5,83.3,84.2,48.1,23.8,24.3,3675.9,1802.1,1873.9,3746.5,1836.7,1909.8
Muscat,5,5,22.5,33.5,1999.0,1999.0,2000.9,2001.0,306.4,436.5,281.9,277.1,171.0,132.8,140.4,141.6,5.0,4.2,4.0,3.9,10.4,10.2,0.1,791.9,782.5,9.4,807.1,797.5,9.6
