Int. Arr. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
United Arab Emirates,1646,855,39378.0,55214.3,2005.6,2006.0,2005.8,2005.8,323.1,561.1,662.1,684.9,38.0,84.9,662.6,860.5,29.0,67.5,69.3,83.8,5751.8,3998.2,1753.5,440033.6,305355.9,134677.7,448482.2,311218.8,137263.5
India,627,434,30669.7,40835.9,2009.1,2009.0,2009.4,2009.5,1002.5,1273.7,1158.5,1173.0,81.0,130.8,130.7,142.4,34.0,79.2,68.5,83.9,3533.3,2837.2,696.0,269713.8,216250.7,53463.1,274892.4,220402.7,54489.6
Qatar,430,209,12554.0,15147.8,2007.3,2008.8,2006.8,2006.9,489.5,684.5,741.9,692.3,42.0,90.5,203.8,167.1,21.5,63.7,45.4,59.2,1852.5,1578.3,274.2,136919.5,115766.3,21153.2,139548.3,117989.0,21559.3
Saudi Arabia,418,280,40857.4,43417.4,2007.4,2008.3,2007.9,2008.3,1397.5,1536.9,1460.3,1357.0,87.0,150.0,198.6,266.8,18.0,36.3,26.4,33.2,3938.8,3695.3,243.5,304919.6,286104.6,18815.1,310774.1,291597.8,19176.3
Singapore,291,227,66834.2,68580.9,2008.7,2008.7,2008.2,2008.1,3329.9,3460.4,3639.3,3551.1,241.0,270.3,293.3,301.8,24.0,57.3,81.1,85.5,6611.1,5860.9,750.2,471383.4,422161.3,49222.1,480433.9,430266.8,50167.2
Pakistan,204,119,5559.4,7504.6,2007.2,2009.6,2008.7,2009.2,827.8,837.9,832.3,841.2,66.0,85.5,85.0,88.2,21.5,71.0,56.4,67.3,750.7,571.0,179.7,57238.4,43392.2,13846.2,58337.4,44225.3,14112.1
Iran (Islamic Republic of),170,110,1494.2,2305.8,1998.7,2000.7,2005.2,2005.1,284.1,559.3,578.3,612.2,44.0,153.6,176.1,183.2,65.0,87.8,90.1,93.7,356.6,249.9,106.7,27167.2,19066.8,8100.5,27688.9,19432.9,8256.0
Sri Lanka,135,83,13554.0,15175.3,2009.0,2007.7,2009.5,2009.8,1709.4,1870.1,1798.6,1801.2,114.0,147.7,134.7,148.7,31.0,33.2,39.4,48.1,1330.3,1197.2,133.2,102997.8,92694.7,10303.0,104975.3,94474.5,10500.8
Djibouti,120,61,6519.1,6831.2,2007.5,2008.0,2008.1,2007.3,823.0,1118.7,955.8,918.3,58.0,104.0,80.8,84.3,15.0,45.2,34.4,44.5,811.4,727.6,83.8,62808.7,56329.1,6479.6,64014.7,57410.6,6604.0
Morocco,83,32,60498.8,61536.2,2012.9,2013.0,2013.2,2013.1,3909.2,4007.1,3933.2,3935.5,221.0,231.6,225.3,226.1,23.0,24.5,24.7,24.6,4973.5,4932.6,40.9,385263.2,382093.3,3169.9,392660.3,389429.5,3230.8
Malaysia,75,69,29371.8,54438.2,2009.1,2008.8,2009.2,2009.2,3369.1,3650.4,3574.7,3577.4,323.0,337.8,358.5,362.6,78.0,78.9,86.2,88.5,1742.8,1333.7,409.1,134011.8,102348.0,31663.8,136584.8,104313.1,32271.8
Iraq,67,54,2864.7,5200.3,2007.9,2008.5,2009.5,2009.7,730.6,840.1,771.2,765.2,69.0,97.0,107.5,107.6,34.0,79.1,40.6,37.6,329.6,265.4,64.2,25470.6,20537.5,4933.2,25959.7,20931.8,5027.9
Yemen,65,43,966.8,1501.7,1995.4,1995.8,1999.2,1999.2,1055.6,1552.2,1539.6,1534.2,209.0,321.8,396.2,388.7,59.0,113.0,158.9,165.8,259.8,208.9,50.9,19911.2,16021.6,3889.7,20293.5,16329.2,3964.3
Kenya,60,21,3328.3,4277.6,2006.1,2006.2,2006.6,2006.7,1834.7,2006.1,1948.1,1960.3,144.5,181.5,165.6,169.4,15.5,22.8,26.1,25.5,523.8,503.3,20.5,40572.7,38985.7,1587.0,41351.7,39734.3,1617.4
Somalia,59,32,646.2,931.1,1990.3,1990.9,1993.2,1993.3,1107.2,1243.7,1255.7,1278.3,109.0,195.3,221.2,228.3,62.0,99.8,98.7,100.9,152.6,121.5,31.0,11665.5,9316.6,2348.9,11889.5,9495.5,2394.0
Bahrain,54,34,1180.6,1789.8,2005.8,2008.4,2006.0,2005.6,534.0,668.0,649.2,619.0,48.5,65.4,73.1,71.6,59.0,53.9,65.8,74.6,168.4,121.6,46.7,13028.3,9417.7,3610.6,13278.4,9598.5,3679.9
Japan,51,28,32862.0,38878.2,2009.4,2009.5,2009.5,2009.5,6028.9,5943.1,6116.4,6145.1,370.0,421.3,403.3,421.7,23.0,39.7,31.8,39.1,2833.1,2700.8,132.4,183586.2,174187.5,9398.7,187111.0,177531.9,9579.1
United States of America,50,28,33702.0,39454.6,2007.1,2009.0,2006.9,2006.9,7444.1,8015.3,7647.5,7656.6,450.0,515.7,467.4,474.9,18.0,44.2,23.4,27.1,3656.0,3621.4,34.7,278410.3,275733.1,2677.2,283755.8,281027.2,2728.6
Kuwait,49,37,2236.3,3354.5,2009.7,2010.0,2010.1,2010.4,769.3,854.9,810.8,803.5,76.0,78.3,73.0,74.6,27.0,64.9,29.7,33.5,206.3,170.2,36.1,15242.9,12507.6,2735.3,15535.5,12747.7,2787.8
Indonesia,46,45,14787.8,25306.2,2009.1,2009.2,2009.4,2010.1,3308.9,3573.0,3669.8,3513.1,298.0,322.8,385.0,363.9,63.0,68.9,74.2,80.2,1057.1,886.3,170.8,77191.5,63959.6,13232.0,78673.6,65187.6,13486.0
Seychelles,45,11,1671.4,1979.4,2004.8,2003.3,2004.6,2005.2,1346.3,1390.5,1390.4,1390.8,110.0,101.5,108.7,110.4,21.0,35.1,24.2,25.9,223.2,207.4,15.8,17290.5,16068.1,1222.3,17622.5,16376.6,1245.8
