Int. Dep. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Mexico,189,35,5813.8,603.5,2006.4,2006.7,2009.5,2008.2,246.2,366.7,369.4,379.4,19.0,48.3,29.4,37.4,9.0,22.0,31.6,38.9,1147.0,867.7,279.3,88762.5,67175.2,21587.3,90466.8,68464.9,22001.8
Honduras,134,36,2276.2,244.3,2007.8,2004.9,2009.2,2008.2,162.1,266.4,189.5,191.7,15.0,30.7,15.7,17.3,8.0,33.6,8.6,18.6,457.7,333.5,124.2,35426.4,25828.9,9597.5,36106.6,26324.8,9781.8
United States of America,130,34,5246.7,1068.8,2004.6,2004.9,2003.6,2005.5,905.1,1041.9,942.8,1003.2,62.0,105.4,70.4,99.9,11.5,36.4,13.7,41.5,1286.4,1205.2,81.2,98714.0,92615.4,6098.6,100609.3,94393.6,6215.7
Guatemala,56,14,147.3,36.2,1986.4,2002.4,2001.1,2003.4,81.7,170.9,189.5,215.3,11.5,18.9,24.5,62.0,10.0,11.2,9.7,15.5,47.1,35.8,11.3,3620.8,2752.3,868.4,3690.3,2805.2,885.1
Costa Rica,44,16,1646.4,2036.5,2009.7,2010.1,2011.2,2010.9,1062.1,1132.7,1116.3,1118.2,105.0,107.5,109.7,109.7,65.0,54.7,67.0,67.5,218.4,174.2,44.2,16914.9,13489.5,3425.3,17239.6,13748.5,3491.1
Jamaica,39,13,264.5,328.6,2007.3,2007.7,2007.5,2007.6,734.6,1179.2,874.7,888.1,62.0,161.1,135.7,152.5,18.0,13.9,24.8,23.6,64.8,56.4,8.4,4980.8,4344.6,636.2,5076.4,4428.1,648.4
Cayman Islands,13,4,573.5,64.3,2009.5,2010.0,2009.1,2009.3,535.5,579.1,594.9,592.7,38.0,40.2,45.0,45.6,9.0,8.2,8.5,8.5,123.3,112.9,10.3,9547.6,8748.5,799.2,9730.9,8916.4,814.5
Dominican Republic,9,7,83.1,98.3,2007.3,2008.0,2006.5,2006.7,1155.3,1224.6,1243.6,1242.2,116.0,117.7,113.1,113.3,16.0,33.0,24.2,25.9,19.7,18.4,1.2,1513.8,1420.1,93.7,1542.9,1447.4,95.5
Panama,7,7,197.3,236.5,2015.3,2015.3,2015.9,2015.8,837.7,836.7,848.3,848.4,71.0,91.9,100.4,100.2,37.0,50.1,56.2,56.0,27.5,22.0,5.5,2127.4,1701.9,425.4,2168.2,1734.6,433.6
Bahamas,4,2,332.8,40.9,2011.0,2010.0,2011.9,2011.0,786.6,853.9,785.1,813.2,44.0,64.0,44.1,53.4,6.0,5.0,6.6,5.8,62.1,60.0,2.1,4807.3,4641.7,165.6,4899.6,4730.8,168.8
Venezuela (Bolivarian Republic of),3,2,23.7,35.2,2004.7,2005.0,2004.9,2004.9,1377.3,1545.0,1503.5,1501.1,336.0,288.0,286.1,285.5,385.0,430.0,431.2,431.7,24.0,7.9,16.2,1812.5,599.3,1213.2,1847.3,610.8,1236.5
United Kingdom of Great Britain and Northern Ireland,3,3,248.2,276.3,2004.7,2004.7,2003.3,2003.5,4856.6,5315.5,5256.2,5534.5,376.0,473.7,478.3,561.5,8.0,32.0,35.6,48.8,49.6,48.9,0.7,3827.4,3774.6,52.9,3900.9,3847.0,53.9
Colombia,2,2,36.0,46.3,1999.5,1999.5,2003.4,2003.3,1107.6,1107.6,1225.2,1222.6,140.0,140.0,98.5,99.2,55.0,55.0,55.0,55.0,5.7,4.6,1.1,443.1,355.8,87.3,451.6,362.7,89.0
Haiti,2,1,22.8,25.0,2006.0,2006.0,2006.0,2006.0,1513.6,1513.6,1513.6,1513.6,123.0,123.0,123.8,123.8,30.0,30.0,30.5,30.5,6.1,5.7,0.4,472.7,441.4,31.3,481.8,449.9,31.9
Cuba,2,2,67.8,8.5,1998.5,1998.5,1998.7,1998.9,552.3,552.3,552.8,553.3,36.5,36.5,36.5,36.4,8.0,8.0,7.8,7.7,12.2,10.8,1.4,946.2,834.9,111.2,964.3,851.0,113.4
Puerto Rico,1,1,3.5,4.6,2000.0,2000.0,2000.0,2000.0,1379.4,1379.4,1379.4,1379.4,183.0,183.0,183.0,183.0,25.0,25.0,25.0,25.0,1.0,0.9,0.0,71.9,70.6,1.3,73.3,72.0,1.3
Brazil,1,1,52.1,67.3,2005.0,2005.0,2005.0,2005.0,2844.5,2844.5,2844.5,2844.5,204.0,204.0,204.0,204.0,93.0,93.0,93.0,93.0,8.0,7.5,0.5,616.6,581.9,34.7,628.4,593.1,35.4
Netherlands,1,1,223.3,427.6,2009.0,2009.0,2009.0,2009.0,5202.2,5202.2,5202.2,5202.2,465.0,465.0,465.0,465.0,120.0,120.0,120.0,120.0,14.6,13.9,0.7,1123.8,1071.8,52.0,1145.4,1092.4,53.0
Guadeloupe,1,1,9.1,12.3,2011.0,2011.0,2011.0,2011.0,1592.5,1592.5,1592.5,1592.5,166.0,166.0,166.0,166.0,51.0,51.0,51.0,51.0,1.6,1.4,0.2,122.4,109.4,13.0,124.8,111.5,13.3
