Int. Arr. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Honduras,163,30,2837.4,303.3,2007.2,2006.1,2008.5,2008.5,160.5,372.1,187.0,186.1,15.0,24.6,16.5,33.0,8.0,34.5,8.4,12.1,530.2,377.6,152.5,41049.0,29241.1,11807.9,41837.2,29802.6,12034.6
Mexico,160,39,4872.8,1447.4,2007.9,2007.4,2007.8,2013.3,292.6,525.7,363.5,559.7,16.0,180.5,52.0,92.0,9.0,89.3,22.5,69.8,973.8,773.3,200.5,75382.9,59867.8,15515.1,76830.2,61017.3,15813.0
United States of America,128,39,4240.8,1026.0,2005.3,2004.9,2010.9,2007.2,826.0,1106.0,937.4,1021.7,67.0,104.4,69.0,94.1,10.0,86.4,11.6,27.7,737.3,680.6,56.7,56724.3,52374.9,4349.5,57813.5,53380.5,4433.0
Guatemala,94,18,188.9,102.5,1995.6,2005.4,2007.7,2006.4,150.1,200.0,172.9,200.3,14.0,21.4,21.0,23.7,36.0,23.8,20.6,33.9,74.6,43.8,30.8,5706.3,3370.2,2336.2,5815.9,3434.9,2381.0
Cayman Islands,24,9,512.9,70.4,2006.9,2008.3,2010.7,2008.9,441.6,564.0,608.0,528.8,35.5,41.3,43.6,40.0,10.0,8.7,9.9,9.9,87.8,79.2,8.6,6778.6,6116.1,662.6,6908.8,6233.5,675.3
Jamaica,18,10,551.7,124.5,2004.0,2006.1,2003.8,2005.2,698.4,787.7,806.2,802.9,53.5,58.5,53.6,62.8,30.0,40.9,14.1,38.2,119.8,104.5,15.3,9264.9,8088.1,1176.8,9442.8,8243.4,1199.4
Cuba,18,8,564.2,256.1,2001.2,2001.2,2001.1,2001.3,641.1,634.0,640.8,633.5,38.0,40.1,38.7,40.3,13.0,16.6,10.6,17.4,127.0,118.6,8.4,9836.2,9189.2,647.0,10025.1,9365.7,659.4
Germany,7,5,1043.9,1351.0,2001.6,2001.4,2001.6,2001.5,5558.2,5619.8,5581.7,5582.7,359.0,369.2,367.6,367.7,24.0,25.6,25.0,25.0,149.4,147.1,2.3,11533.1,11354.1,179.1,11754.5,11572.1,182.5
Haiti,5,2,55.5,64.3,2006.4,2007.0,2006.3,2006.3,1350.8,1315.2,1506.4,1470.4,142.0,141.5,138.6,138.8,45.0,44.8,39.0,39.4,18.4,15.8,2.5,1410.0,1218.3,191.8,1437.1,1241.7,195.4
Costa Rica,5,3,362.4,38.4,2007.2,2006.0,2009.5,2008.8,793.7,760.5,774.7,772.5,43.0,53.7,42.8,44.7,6.0,21.8,5.9,8.7,75.2,72.8,2.4,5824.1,5637.4,186.7,5935.9,5745.6,190.3
Colombia,4,4,180.1,67.1,2010.8,2010.8,2011.4,2009.0,1044.2,1126.3,1053.1,1089.5,84.0,106.2,74.5,99.9,123.5,200.8,59.3,229.6,37.8,35.0,2.8,2920.4,2706.3,214.1,2976.5,2758.3,218.2
Dominican Republic,4,4,32.1,51.1,2004.2,2004.2,2004.4,2004.4,1156.3,1163.0,1181.7,1183.3,109.5,127.8,130.9,130.6,52.0,64.8,79.4,80.7,7.6,6.9,0.7,582.6,527.2,55.4,593.8,537.3,56.5
United Kingdom of Great Britain and Northern Ireland,3,2,433.6,564.5,2001.0,2001.0,2001.0,2001.0,5662.6,5306.8,5433.8,5434.0,338.0,346.8,350.1,350.1,40.0,35.0,33.1,33.1,61.8,60.5,1.3,4777.8,4679.8,98.0,4869.5,4769.6,99.9
Panama,2,2,16.2,22.8,2009.5,2009.5,2004.2,2002.3,855.4,855.4,896.0,912.8,80.5,80.5,77.3,76.2,42.0,42.0,42.7,43.0,5.8,4.1,1.7,445.3,312.3,133.0,453.8,318.3,135.5
Barbados,1,1,8.8,14.0,2006.0,2006.0,2006.0,2006.0,1711.0,1711.0,1711.0,1711.0,243.0,243.0,243.0,243.0,45.0,45.0,45.0,45.0,4.7,4.4,0.3,359.0,338.6,20.5,365.9,345.1,20.9
Curaçao,1,1,5.7,8.6,2004.0,2004.0,2004.0,2004.0,1211.2,1211.2,1211.2,1211.2,119.0,119.0,119.0,119.0,335.0,335.0,335.0,335.0,5.3,1.6,3.7,403.0,124.0,279.0,410.7,126.3,284.3
Venezuela (Bolivarian Republic of),1,1,10.4,13.7,2004.0,2004.0,2004.0,2004.0,1333.4,1333.4,1333.4,1333.4,102.0,102.0,102.0,102.0,71.0,71.0,71.0,71.0,2.4,1.8,0.5,182.4,141.2,41.2,185.9,143.9,42.0
Trinidad and Tobago,1,1,4.2,6.0,1995.0,1995.0,1995.0,1995.0,1663.3,1663.3,1663.3,1663.3,176.0,176.0,176.0,176.0,19.0,19.0,19.0,19.0,1.3,1.3,0.0,98.3,95.8,2.6,100.2,97.6,2.6
Turks and Caicos Islands,1,1,321.5,32.8,2011.0,2011.0,2011.0,2011.0,2510.8,2510.8,2510.8,2510.8,138.0,138.0,138.0,138.0,4.0,4.0,4.0,4.0,68.0,66.0,2.0,5246.5,5091.1,155.4,5347.2,5188.8,158.4
Aruba,1,1,8.0,12.8,2008.0,2008.0,2008.0,2008.0,1191.2,1191.2,1191.2,1191.2,101.0,101.0,101.0,101.0,42.0,42.0,42.0,42.0,4.0,3.0,0.9,304.9,233.9,71.0,310.8,238.4,72.4
Argentina,1,1,37.1,71.1,2009.0,2009.0,2009.0,2009.0,865.1,865.1,865.1,865.1,83.0,83.0,83.0,83.0,20.0,20.0,20.0,20.0,2.2,2.1,0.1,174.2,163.8,10.4,177.5,167.0,10.6
Canada,1,1,12.9,17.5,2011.0,2011.0,2011.0,2011.0,2264.7,2264.7,2264.7,2264.7,219.0,219.0,219.0,219.0,50.0,50.0,50.0,50.0,2.4,2.2,0.2,184.2,172.0,12.2,187.7,175.3,12.4
