Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Cruise,338,48,12804.2,1170.3,2007.5,2006.4,2008.5,2008.0,236.4,401.5,370.0,369.1,16.0,27.6,43.3,44.5,8.0,8.5,8.3,8.3,2450.5,2061.3,389.2,189625.5,159478.6,30146.9,193266.3,162540.6,30725.7
Container,136,24,2742.2,3447.3,2005.6,2008.5,2006.4,2006.1,608.8,1235.2,1182.9,1225.5,46.0,91.6,231.4,236.0,28.0,37.3,34.0,33.7,407.7,358.8,48.9,31455.1,27703.7,3751.4,32059.1,28235.6,3823.4
General cargo,89,26,320.4,407.5,2007.2,2007.0,2007.4,2007.3,754.2,1184.4,798.9,839.6,62.0,110.8,109.1,114.1,10.0,38.0,27.0,27.9,84.9,79.4,5.6,6435.6,6016.5,419.1,6559.1,6132.0,427.2
Service - tug,33,3,5.4,5.4,1968.6,1975.0,1969.7,1970.7,372.0,1107.7,826.5,903.6,9.0,57.3,70.1,72.1,134.0,886.3,549.1,772.5,20.2,5.8,14.4,1515.4,436.0,1079.4,1544.5,444.4,1100.1
Chemical tanker,32,9,266.2,409.2,2006.7,2007.0,2006.5,2006.5,1050.4,961.7,971.4,968.2,91.0,111.7,110.3,110.5,43.5,74.5,50.0,49.9,84.0,60.1,23.8,6398.3,4601.1,1797.3,6521.2,4689.4,1831.8
Bulk carrier,5,5,101.0,175.0,2005.4,2005.4,2005.8,2006.0,1051.6,1081.3,1024.3,1012.8,93.0,93.6,93.6,92.9,238.0,415.2,390.4,365.9,13.5,8.3,5.2,1034.3,643.9,390.4,1054.1,656.2,397.9
Oil tanker,4,2,17.0,27.0,2007.5,2007.0,2007.9,2007.9,600.8,597.6,643.8,653.7,98.0,98.0,112.7,112.8,35.5,21.5,40.9,41.1,10.6,7.9,2.7,807.4,607.4,200.0,822.9,619.1,203.8
Service - other,2,2,8.7,6.0,1989.5,1989.5,1985.3,1983.5,2406.4,2406.4,1844.6,1752.6,3106.0,3106.0,4008.3,4390.9,27.5,27.5,34.5,37.4,14.5,14.4,0.1,1089.6,1081.6,8.0,1110.6,1102.4,8.2
Ferry-RoPax,2,1,4.1,0.3,2007.0,2007.0,2007.0,2007.0,176.2,176.2,176.2,176.2,16.5,16.5,17.3,17.3,9.5,9.5,9.4,9.4,1.4,1.2,0.3,108.3,88.5,19.8,110.4,90.2,20.2
Offshore,1,1,3.0,1.4,2011.0,2011.0,2011.0,2011.0,241.0,241.0,241.0,241.0,81.0,81.0,81.0,81.0,1564.0,1564.0,1564.0,1564.0,4.2,0.2,4.0,316.6,18.7,297.9,322.6,19.0,303.6
Ro-Ro,1,1,29.0,16.6,2002.0,2002.0,2002.0,2002.0,1247.0,1247.0,1247.0,1247.0,119.0,119.0,119.0,119.0,36.0,36.0,36.0,36.0,5.2,4.8,0.5,402.2,366.9,35.3,409.9,373.9,35.9
