Domestic by Dep. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Maputo,219,115,2632.6,3622.8,2001.9,2003.7,2004.5,2004.8,528.8,697.0,582.7,577.7,47.0,104.1,69.1,67.6,56.0,101.0,94.7,96.4,540.3,352.0,188.3,41591.8,27150.5,14441.3,42390.3,27671.8,14718.6
Beira,176,109,2347.3,3464.3,2002.9,2005.3,2004.6,2005.1,570.5,1000.4,597.5,597.9,51.0,143.1,102.4,102.0,68.5,149.5,153.0,153.7,510.8,306.1,204.8,39424.5,23625.1,15799.3,40181.4,24078.7,16102.7
Nacala Porto,76,46,812.3,1220.4,2002.3,2006.5,2003.5,2004.5,548.8,768.7,507.0,494.4,43.0,104.0,75.1,76.7,62.0,157.8,166.0,134.4,213.3,148.7,64.5,16452.3,11489.2,4963.0,16768.1,11709.8,5058.3
Quelimane,25,6,48.4,67.1,2008.3,2010.7,2009.1,2008.6,496.2,1276.6,539.4,520.5,67.0,1560.7,499.5,390.6,44.0,43.9,58.9,60.1,24.5,20.3,4.1,1851.3,1541.3,310.1,1886.9,1570.9,316.0
Porto Amelia,23,12,58.0,70.0,2005.1,2006.8,2008.1,2006.8,150.2,801.4,242.4,189.5,15.0,122.2,157.6,75.5,54.0,151.1,194.0,151.6,37.9,15.3,22.6,2900.1,1161.3,1738.8,2955.8,1183.6,1772.2
Porto De Angoche,22,8,16.1,16.4,2002.0,2006.4,2004.6,2001.7,443.9,1208.8,591.1,456.2,67.0,246.4,244.0,198.1,113.0,179.0,112.6,133.6,20.5,7.5,13.0,1539.5,565.1,974.4,1569.1,576.0,993.1
Inhambane,18,9,29.3,29.0,1981.8,1983.2,1997.8,2002.2,969.4,1056.1,741.2,682.5,177.5,300.2,199.3,178.1,40.0,64.6,590.6,624.9,18.3,11.6,6.7,1378.5,871.4,507.1,1405.0,888.1,516.9
Chinde,5,4,5.5,3.7,1991.8,1993.5,1999.8,2003.9,809.5,1818.6,1634.9,1321.8,175.0,489.6,647.3,793.5,148.0,837.0,1460.0,1150.9,7.6,1.9,5.7,572.0,146.0,426.0,583.0,148.8,434.2
Mocambique,4,4,2.2,0.6,1993.0,1993.0,1990.6,1997.7,185.4,340.6,200.9,242.5,25.0,61.0,41.6,72.3,27.0,33.2,23.4,38.4,1.5,1.1,0.4,116.7,86.1,30.6,119.0,87.8,31.2
Pebane,4,3,15.3,9.5,1998.8,2000.0,1993.1,1992.9,5625.7,5818.5,6399.8,6481.6,506.5,666.2,841.8,889.4,94.0,193.8,252.2,277.9,9.6,7.5,2.1,719.0,560.2,158.8,732.8,570.9,161.8
Ibo,2,2,1.5,0.3,1974.5,1974.5,1979.0,1977.4,187.4,187.4,185.7,186.3,19.0,19.0,19.0,19.0,5.0,5.0,5.0,5.0,0.7,0.5,0.2,51.1,38.2,12.9,52.1,38.9,13.2
Mocimboa Da Praia,2,2,0.1,0.1,1986.0,1986.0,1985.7,1984.7,155.7,155.7,148.7,140.2,178.5,178.5,192.0,245.7,16.0,16.0,17.3,22.7,1.2,1.1,0.1,87.9,81.1,6.8,89.6,82.7,6.9
Porto Belo,2,1,0.6,0.4,1985.0,1985.0,1985.0,1985.0,1038.2,1038.2,1038.2,1038.2,328.5,328.5,377.1,377.1,5.0,5.0,7.1,7.1,1.1,1.1,0.0,81.3,80.0,1.2,82.8,81.6,1.2
