Domestic by Arr. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Beira,236,117,2744.1,3909.1,2002.3,2005.0,2004.1,2004.7,530.9,667.5,548.3,548.1,45.0,84.8,59.4,59.5,60.0,134.2,111.3,110.3,572.0,359.7,212.3,44034.1,27762.2,16271.9,44879.5,28295.2,16584.3
Nacala Porto,131,74,1818.6,2599.4,2003.4,2004.6,2004.7,2005.0,580.9,863.2,620.6,613.6,52.0,143.6,102.6,100.9,80.0,102.0,108.8,111.5,425.1,242.0,183.1,32835.1,18698.5,14136.7,33465.6,19057.5,14408.1
Maputo,77,51,952.5,1431.7,1998.1,2002.2,2003.1,2004.2,552.7,1005.2,593.5,591.7,50.0,113.4,88.8,86.9,53.0,175.1,108.9,90.5,165.8,124.7,41.1,12755.9,9610.7,3145.2,13000.8,9795.2,3205.6
Porto Amelia,49,21,213.0,304.3,2005.8,2005.3,2008.8,2008.5,471.9,621.4,413.6,380.1,58.0,135.4,161.4,170.8,55.0,154.6,707.7,665.2,126.4,71.5,54.9,9737.3,5513.3,4224.0,9924.2,5619.2,4305.1
Porto De Angoche,29,14,79.6,111.6,2003.9,2009.0,2007.9,2007.2,569.6,1173.1,616.8,581.1,110.0,729.2,459.4,397.0,41.0,93.3,114.3,124.2,36.4,28.7,7.8,2755.1,2171.3,583.8,2808.0,2213.0,595.0
Inhambane,18,9,17.8,17.8,1983.2,1983.2,1995.8,1999.4,828.9,970.8,480.0,422.5,199.5,244.1,396.2,329.7,8.5,41.0,33.8,29.1,14.2,12.5,1.7,1070.9,941.2,129.7,1091.4,959.2,132.2
Quelimane,14,9,46.6,69.7,2009.2,2010.8,2011.7,2011.5,587.5,569.7,430.0,410.8,218.5,163.6,76.4,67.5,89.0,204.2,216.8,214.0,14.4,8.3,6.1,1095.5,634.2,461.3,1116.6,646.4,470.2
Mocambique,7,6,56.0,13.7,1990.1,1995.2,2004.2,2000.0,856.3,3361.3,1047.8,1792.3,71.0,445.0,308.8,660.6,6.0,178.8,166.5,320.6,19.5,15.8,3.8,1483.5,1199.1,284.4,1511.9,1222.1,289.8
Chinde,6,5,10.3,10.1,1995.2,1997.2,2004.2,2007.9,618.4,1582.7,382.5,276.9,328.5,276.7,280.8,194.0,10.5,34.6,65.7,45.0,3.0,2.7,0.3,225.5,200.5,25.0,229.9,204.4,25.5
Ibo,4,4,15.9,24.5,2006.8,2006.8,2014.4,2015.9,239.5,250.5,312.6,335.4,23.5,57.8,35.3,27.1,5.0,7.0,7.1,6.8,1.8,1.5,0.3,140.3,116.9,23.4,143.0,119.2,23.9
Porto Belo,3,2,5.6,7.6,1993.3,1997.5,2008.3,2009.2,972.1,838.2,948.1,960.2,290.0,283.2,396.2,400.7,0.0,5.2,1.3,0.6,3.7,3.7,0.0,279.6,277.0,2.6,285.0,282.4,2.6
Pebane,3,2,8.8,4.9,2001.7,2005.0,1997.2,1998.0,5321.9,4250.0,5069.9,4914.8,562.0,544.0,516.9,519.7,87.0,85.2,83.5,83.6,3.8,3.3,0.5,285.4,248.2,37.2,290.9,252.9,37.9
Mocimboa Da Praia,1,1,0.1,0.3,1983.0,1983.0,1983.0,1983.0,333.7,333.7,333.7,333.7,59.0,59.0,59.0,59.0,210.0,210.0,210.0,210.0,0.9,0.3,0.6,67.8,22.6,45.3,69.1,23.0,46.1
