Int. Arr. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Maputo,820,566,49057.7,74304.8,2006.6,2008.4,2010.4,2010.7,1254.3,2223.8,1873.6,2173.2,105.0,215.1,320.9,344.6,70.0,128.8,141.4,161.3,5080.9,4395.9,685.0,392663.4,339928.7,52734.7,400202.6,346455.3,53747.2
Beira,320,245,21211.1,33276.9,2006.6,2007.8,2008.1,2008.4,2321.0,3031.2,2705.1,2768.4,261.0,275.4,353.1,351.8,78.0,136.0,141.6,142.0,3017.4,2684.7,332.7,232686.4,207167.9,25518.6,237154.0,211145.5,26008.5
Nacala Porto,234,189,27417.8,50393.9,2007.4,2008.9,2010.2,2010.3,2937.8,2865.4,2947.2,3072.2,253.5,269.8,342.8,343.9,79.0,121.5,135.8,137.2,2044.1,1850.5,193.7,158244.2,143276.7,14967.5,161282.5,146027.6,15254.9
Porto De Angoche,28,28,1215.6,2097.4,2010.0,2010.0,2011.2,2011.2,980.7,1640.5,1781.0,1801.1,126.5,168.8,246.9,248.0,144.0,204.7,235.4,236.3,125.4,97.2,28.2,9690.2,7522.5,2167.7,9876.2,7666.9,2209.3
Quelimane,26,8,536.0,901.9,2008.8,2010.6,2014.4,2014.6,619.5,2619.2,2138.8,2260.8,67.5,278.1,340.0,345.1,69.5,191.5,143.0,141.9,58.2,48.2,10.0,4482.5,3720.2,762.3,4568.6,3791.6,776.9
Porto Amelia,21,16,382.3,635.0,1997.9,1997.8,2007.3,2008.0,1206.1,1743.3,1845.5,1925.7,138.0,162.2,250.8,256.9,108.0,756.8,419.1,410.5,80.7,41.3,39.3,6196.1,3176.9,3019.2,6315.1,3237.9,3077.2
Mocimboa Da Praia,10,4,3.0,3.8,1999.9,1997.2,2000.6,1998.4,542.1,936.7,657.5,700.8,137.0,175.2,712.5,582.6,62.0,92.5,102.4,108.4,7.9,6.9,1.1,594.1,515.2,78.9,605.5,525.1,80.4
Ibo,2,2,1.9,0.4,1974.5,1974.5,1979.8,1978.3,238.2,238.2,241.2,240.3,20.5,20.5,20.7,20.6,7.5,7.5,8.1,7.9,0.9,0.7,0.3,69.8,50.9,18.9,71.1,51.9,19.3
Inhambane,2,2,1826.9,3478.9,1984.5,1984.5,2009.0,2009.0,9856.8,9856.8,18753.8,19193.9,1131.5,1131.5,2223.6,2224.8,4.5,4.5,5.0,5.0,88.5,88.1,0.3,6853.1,6827.5,25.7,6984.7,6958.6,26.2
Mocambique,1,1,2.0,0.4,1989.0,1989.0,1989.0,1989.0,386.9,386.9,386.9,386.9,40.0,40.0,40.0,40.0,10.0,10.0,10.0,10.0,0.7,0.5,0.2,48.9,36.1,12.8,49.8,36.8,13.1
Pebane,1,1,0.9,1.2,1999.0,1999.0,1999.0,1999.0,598.8,598.8,598.8,598.8,2137.0,2137.0,2137.0,2137.0,2153.0,2153.0,2153.0,2153.0,2.9,1.5,1.4,219.1,113.9,105.2,223.3,116.1,107.2
Porto Belo,1,1,29.4,49.6,2017.0,2017.0,2017.0,2017.0,963.5,963.5,963.5,963.5,341.0,341.0,341.0,341.0,0.0,0.0,0.0,0.0,6.7,6.7,0.0,521.6,521.6,0.0,531.6,531.6,0.0
