Int. Arr. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
South Africa,476,315,7662.1,9524.6,2004.8,2007.7,2008.0,2009.3,362.2,747.1,529.7,567.1,40.0,106.1,127.1,139.5,49.0,114.1,89.8,113.7,1312.5,961.5,350.9,101253.9,74244.4,27009.6,103198.0,75669.8,27528.2
India,195,180,32994.4,56096.8,2010.9,2010.8,2011.2,2011.1,3731.7,3808.5,3747.3,3720.6,318.0,331.9,329.8,333.9,115.0,142.4,138.4,148.5,2314.6,2155.3,159.3,179253.6,166928.7,12324.9,182695.3,170133.7,12561.5
"Tanzania, United Republic of",105,68,2782.6,2970.4,2002.2,2005.3,2004.4,2003.3,688.4,971.1,991.4,907.6,78.0,104.6,114.7,122.8,61.0,96.2,75.3,103.9,372.8,306.0,66.9,28817.5,23672.2,5145.3,29370.8,24126.7,5244.1
Madagascar,94,43,2554.2,3248.1,2004.7,2003.8,2006.1,2006.3,1281.0,1137.1,1231.9,1235.8,101.5,117.5,117.3,120.5,22.0,56.3,56.0,60.2,433.2,376.1,57.0,33442.7,29052.5,4390.2,34084.8,29610.3,4474.5
Kenya,88,73,2285.3,3683.9,2008.7,2008.4,2010.0,2010.2,1194.1,1148.4,1176.7,1182.7,101.0,142.5,166.0,164.4,79.0,124.2,121.4,123.4,320.9,263.4,57.5,24662.4,20253.7,4408.7,25136.0,20642.6,4493.4
United Arab Emirates,68,64,7539.0,12937.0,2008.1,2008.3,2008.5,2008.5,3555.7,3549.8,3481.2,3472.3,297.5,320.8,319.0,318.6,135.5,165.8,167.1,169.8,832.9,724.3,108.6,64476.6,56086.5,8390.1,65714.6,57163.3,8551.2
Singapore,55,52,8118.6,13012.7,2010.3,2010.4,2011.2,2011.4,4732.0,4604.4,4564.1,4549.7,372.0,375.5,383.9,391.1,97.0,130.5,134.9,143.9,855.2,798.4,56.8,66153.7,61789.9,4363.7,67423.8,62976.3,4447.5
Mauritius,45,35,1995.9,3033.5,2005.2,2007.5,2007.6,2008.9,1494.9,1824.0,1555.1,1557.8,117.0,208.3,150.1,146.3,72.0,118.6,135.4,149.3,264.2,223.5,40.7,20398.7,17268.8,3129.9,20790.4,17600.4,3190.0
Sri Lanka,35,33,4395.7,7894.7,2010.1,2010.0,2011.1,2011.1,3474.5,3350.9,3374.8,3372.9,281.0,284.4,287.9,287.4,115.0,134.9,141.4,141.9,327.4,306.0,21.4,25348.9,23693.6,1655.3,25835.6,24148.5,1687.1
Mayotte,29,14,400.5,506.9,2003.1,2004.9,2002.7,2002.9,771.9,641.5,610.6,611.5,51.0,57.2,69.5,69.1,72.0,98.1,82.8,83.9,90.0,63.9,26.1,6960.0,4946.3,2013.7,7093.6,5041.3,2052.3
Comoros,29,10,263.4,419.3,2009.6,2012.6,2012.7,2012.8,618.3,778.7,694.1,682.9,66.0,79.4,78.2,77.2,70.0,142.2,187.1,192.2,43.1,31.0,12.1,3311.8,2388.4,923.4,3375.4,2434.3,941.1
Australia,21,19,3396.2,6109.4,2012.7,2012.5,2012.7,2012.6,4408.7,4430.8,4426.4,4425.9,398.0,445.7,445.1,444.5,209.0,226.8,229.1,230.3,298.8,268.8,30.0,23148.3,20821.5,2326.8,23592.7,21221.2,2371.5
Oman,20,19,1998.4,3363.8,2009.9,2010.2,2009.9,2009.9,3496.8,3436.8,3449.6,3448.3,316.0,323.3,330.7,330.4,96.0,141.9,130.2,128.9,250.3,212.2,38.1,19386.3,16435.8,2950.6,19758.6,16751.4,3007.2
Namibia,19,16,522.1,773.8,1996.1,1996.6,2002.3,2003.4,1927.3,2050.3,2061.5,2067.4,201.0,252.6,224.8,224.2,90.0,113.6,128.3,130.9,132.6,106.2,26.4,10142.8,8137.7,2005.2,10337.6,8293.9,2043.7
Russian Federation,17,16,2257.6,3242.4,2002.4,2002.6,2004.0,2005.3,9095.1,7792.1,6968.7,6617.9,549.0,596.7,601.4,606.6,126.0,143.2,141.7,142.4,507.0,471.7,35.2,38766.4,36114.0,2652.5,39510.8,36807.4,2703.4
Malaysia,16,16,3776.7,7038.4,2009.8,2009.8,2009.8,2009.7,4564.1,4523.9,4518.3,4513.2,375.5,391.2,403.9,404.0,194.0,193.8,209.2,209.1,238.7,219.9,18.8,18493.4,17035.8,1457.6,18848.5,17362.9,1485.6
