Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Bulk carrier,632,554,69816.1,126048.6,2011.0,2011.0,2011.0,2011.0,3265.5,2804.7,2968.3,2991.5,277.0,266.9,406.3,408.2,130.0,167.7,158.5,158.5,5357.0,4855.4,501.6,414800.3,376005.4,38794.9,422764.4,383224.7,39539.7
Container,263,54,5934.4,7489.8,1999.8,2002.2,2001.3,2001.2,804.4,1017.9,981.9,974.7,76.0,93.1,131.2,130.6,34.0,53.6,56.4,56.3,1097.0,929.4,167.6,84755.5,71860.4,12895.1,86382.8,73240.1,13142.7
General cargo,140,88,4428.5,6595.5,2006.4,2007.6,2010.9,2011.1,852.3,2359.3,2189.7,2254.8,94.5,225.0,380.3,381.8,101.5,154.2,201.8,202.2,617.6,523.3,94.3,47374.0,40288.4,7085.6,48283.6,41061.9,7221.7
Chemical tanker,134,99,7220.5,11828.7,2008.9,2009.5,2009.6,2009.7,1023.2,2193.5,2282.7,2310.6,121.5,196.6,346.0,346.5,66.0,92.7,123.5,122.5,1133.9,949.1,184.9,87690.3,73415.7,14274.6,89374.0,74825.3,14548.7
Oil tanker,71,53,5000.6,8334.2,2005.5,2007.2,2007.2,2007.2,3345.8,2684.9,2439.4,2426.9,283.0,251.4,345.7,343.4,91.0,128.3,123.8,124.1,764.1,598.7,165.4,59151.1,46350.0,12801.1,60286.8,47239.9,13046.9
Vehicle,55,44,5235.0,1701.2,2008.2,2008.3,2010.6,2010.2,593.2,1590.3,1621.3,1637.7,72.0,105.8,204.9,207.6,8.0,9.0,8.2,8.2,310.0,304.3,5.7,24013.1,23570.6,442.4,24474.1,24023.2,450.9
Cruise,44,10,1211.2,130.1,1998.7,1995.8,2002.9,2002.7,322.4,600.5,480.9,483.3,20.0,43.6,62.4,62.9,7.0,7.4,10.7,10.7,317.4,273.7,43.7,24572.2,21193.7,3378.6,25044.0,21600.6,3443.5
Liquefied gas tanker,36,12,1174.8,1355.6,2011.0,2010.8,2011.7,2011.5,1216.7,1633.4,1280.4,1278.6,180.0,243.9,291.3,288.6,45.0,70.1,68.1,67.9,250.1,222.2,27.8,19210.2,17084.3,2125.9,19579.0,17412.3,2166.7
Refrigerated bulk,25,20,1130.4,1191.3,1993.3,1993.3,1995.2,1994.9,2218.2,5046.4,5841.2,5705.3,459.0,387.0,514.3,512.8,86.0,98.8,108.5,106.3,496.2,444.6,51.6,37753.3,33876.2,3877.0,38478.1,34526.7,3951.5
Miscellaneous - fishing,24,13,62.5,38.7,1978.9,1985.6,1992.8,1992.7,460.8,6511.4,4821.7,5412.8,128.5,880.9,1870.9,2279.5,41.5,388.0,1496.5,1226.5,77.3,52.5,24.8,5802.2,3942.5,1859.7,5913.6,4018.2,1895.4
Ro-Ro,18,4,409.4,372.0,2012.1,2012.0,2012.0,2012.0,357.2,426.4,448.4,446.2,27.0,31.2,51.8,51.6,19.5,18.8,21.4,21.5,44.4,39.0,5.4,3440.4,3021.7,418.7,3506.4,3079.7,426.7
Service - tug,10,6,7.9,8.9,2004.3,2001.8,1999.8,1994.2,711.8,1219.6,1027.9,1140.1,137.0,595.5,698.1,846.1,58.5,581.2,791.0,670.9,14.0,10.1,3.9,1052.2,759.4,292.8,1072.4,774.0,298.4
Service - other,7,6,43.6,40.6,1997.9,1996.3,1990.2,1995.1,2510.8,2762.9,2606.8,2238.9,162.0,161.3,216.0,226.5,93.0,441.9,452.0,281.8,15.3,8.3,7.0,1148.7,624.5,524.2,1170.8,636.5,534.3
Offshore,6,4,9.7,8.9,1994.3,1991.8,1991.8,1989.2,1439.9,1699.3,1713.6,1609.7,198.5,303.6,347.0,347.1,111.5,513.4,715.4,585.6,18.5,11.4,7.1,1390.2,854.2,536.0,1416.9,870.6,546.3
Other liquids tankers,1,1,0.1,0.2,1958.0,1958.0,1958.0,1958.0,74.5,74.5,74.5,74.5,18.0,18.0,18.0,18.0,87.0,87.0,87.0,87.0,1.5,0.1,1.4,115.7,11.0,104.8,118.0,11.2,106.8
