Int. Dep. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
South Africa,522,359,10100.2,13213.0,2004.9,2007.7,2006.6,2007.5,708.6,870.9,681.0,733.9,61.0,140.6,129.6,145.2,58.0,94.0,71.5,81.2,1720.3,1330.0,390.3,132448.3,102561.7,29886.6,134991.3,104530.8,30460.4
Singapore,160,145,26207.7,44499.6,2011.3,2011.4,2011.6,2011.8,4815.0,4762.3,4760.9,4761.8,436.5,458.8,455.9,460.0,12.0,15.4,15.6,14.9,2273.6,2246.2,27.4,175950.1,173863.4,2086.7,179328.3,177201.6,2126.8
India,95,89,14753.1,26434.4,2009.8,2009.9,2010.3,2010.2,3605.4,3605.4,3500.0,3482.6,337.0,434.0,342.5,341.4,72.0,91.4,92.4,94.3,1219.2,1142.1,77.0,94343.5,88391.1,5952.4,96154.9,90088.2,6066.7
Mauritius,92,59,4270.2,6633.3,2005.8,2007.4,2007.6,2008.3,1467.1,1562.7,1613.7,1672.1,145.0,194.0,251.9,270.5,23.5,28.8,32.0,30.6,481.1,447.9,33.2,37205.1,34661.6,2543.5,37919.4,35327.1,2592.3
"Tanzania, United Republic of",85,62,3512.6,2578.5,2005.4,2004.8,2007.3,2007.9,1081.2,970.6,1146.3,945.8,86.0,85.7,95.4,92.0,59.0,117.6,72.1,118.0,412.8,327.8,85.0,31899.1,25367.0,6532.1,32511.6,25854.0,6657.6
United Arab Emirates,84,76,8446.3,14036.0,2008.5,2008.4,2008.6,2008.6,3403.5,3422.9,3427.1,3429.4,296.5,342.2,351.9,352.8,34.5,63.1,63.5,64.4,1007.8,959.9,48.0,78050.8,74336.0,3714.8,79549.4,75763.2,3786.2
Kenya,77,37,2185.0,2696.1,2001.9,2004.2,1999.6,1999.2,1202.9,1183.2,1315.9,1264.6,103.0,163.0,149.5,152.5,62.0,114.3,80.0,91.2,356.4,291.2,65.2,27486.4,22520.5,4965.9,28014.1,22952.9,5061.2
Comoros,35,16,327.5,555.7,2007.7,2007.4,2011.0,2011.1,266.0,806.5,671.5,687.5,52.0,150.6,107.6,107.2,17.0,4.5,9.6,8.7,51.9,48.2,3.7,3993.0,3711.7,281.2,4069.6,3783.0,286.6
Indonesia,32,30,5872.2,10568.9,2009.0,2009.7,2009.7,2009.8,4813.4,4692.5,4650.5,4652.5,433.0,458.7,461.7,463.2,10.5,21.7,19.1,17.6,467.0,452.4,14.7,36171.2,35037.8,1133.3,36865.6,35710.6,1155.1
Madagascar,29,21,556.1,725.7,2003.6,2004.7,2007.7,2008.3,1044.3,1091.4,1143.2,1147.8,97.0,117.3,128.6,137.1,56.0,71.6,74.5,77.8,91.9,68.8,23.1,7045.7,5289.2,1756.5,7180.9,5390.7,1790.2
