Domestic by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Container,215,36,2819.5,3618.7,2000.8,2002.0,2000.2,2000.1,527.0,541.0,555.4,555.2,44.0,48.5,56.3,56.3,51.0,63.5,70.0,69.8,550.2,375.3,174.9,42490.5,29026.2,13464.3,43306.3,29583.5,13722.8
Oil tanker,81,19,603.9,1014.1,1999.5,2006.5,2006.9,2006.9,526.4,600.2,541.0,540.8,48.0,69.6,107.1,106.1,68.0,103.6,110.4,109.9,234.3,125.6,108.7,18060.4,9696.2,8364.2,18407.2,9882.3,8524.8
Chemical tanker,75,43,1072.1,1730.6,2008.2,2009.7,2008.2,2008.4,571.3,596.8,566.8,568.6,49.0,66.9,86.9,87.9,59.0,101.3,169.3,178.4,258.2,144.2,114.0,19976.9,11153.8,8823.0,20360.4,11368.0,8992.4
Bulk carrier,59,47,953.2,1633.5,2010.0,2010.4,2010.3,2010.3,557.4,537.9,551.4,552.5,48.0,83.9,98.5,99.2,136.0,161.2,173.5,174.0,115.2,79.2,36.0,8912.0,6129.5,2782.5,9083.1,6247.2,2835.9
Miscellaneous - fishing,51,12,75.7,38.0,1985.3,1987.1,1996.1,1992.7,1414.1,3827.4,2365.8,2643.9,288.0,573.6,709.9,846.5,34.0,328.9,635.3,539.7,76.4,53.9,22.5,5739.1,4047.6,1691.5,5849.3,4125.3,1724.0
General cargo,36,15,163.9,232.5,2009.2,2007.8,2009.6,2009.7,507.6,563.0,560.3,557.4,66.0,261.7,248.7,223.6,68.5,122.8,130.2,132.6,43.4,31.2,12.2,3296.7,2382.7,914.0,3360.0,2428.5,931.5
Service - other,24,3,91.3,72.5,2009.1,2010.0,2007.7,2007.5,1191.6,2467.2,2573.7,2313.4,197.5,205.5,206.3,210.9,66.0,226.7,1070.6,941.8,30.2,15.5,14.8,2276.6,1163.5,1113.1,2320.3,1185.8,1134.5
Refrigerated bulk,15,8,58.2,65.7,1994.8,1993.5,1994.7,1994.9,526.3,529.1,526.8,526.7,43.0,41.1,41.5,41.6,77.0,99.9,98.0,98.6,42.1,18.3,23.8,3183.8,1395.0,1788.7,3244.9,1421.8,1823.1
Cruise,8,3,39.8,4.6,1973.4,1986.0,2003.0,1997.6,218.6,426.8,632.7,528.0,21.0,36.0,62.5,59.0,5.0,5.0,5.4,5.9,9.5,8.2,1.3,727.5,632.0,95.5,741.5,644.1,97.4
Service - tug,8,2,1.7,1.3,2015.0,2015.0,2015.0,2015.0,1030.7,1041.1,1490.1,1492.5,429.0,695.5,1959.4,1960.3,41.0,45.5,191.5,194.5,11.4,10.0,1.4,852.6,747.8,104.7,868.9,762.2,106.7
Offshore,3,2,0.8,0.8,1994.0,1999.5,2009.7,2000.8,333.7,464.5,503.8,362.1,85.0,139.8,94.4,107.7,31.0,74.8,54.0,89.3,2.7,1.9,0.8,201.4,144.0,57.4,205.3,146.8,58.5
Liquefied gas tanker,2,2,42.5,49.7,2006.5,2006.5,2009.7,2009.5,614.5,614.5,610.1,610.4,256.5,256.5,193.5,197.3,50.5,50.5,56.5,56.1,8.6,7.0,1.6,661.1,533.7,127.4,673.8,543.9,129.9
Ro-Ro,1,1,46.4,42.7,2011.0,2011.0,2011.0,2011.0,915.6,915.6,915.6,915.6,63.0,63.0,63.0,63.0,41.0,41.0,41.0,41.0,5.0,4.4,0.6,387.4,343.5,43.9,394.9,350.1,44.7
