Int. Dep. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Maputo,662,493,53654.6,84008.7,2007.3,2009.0,2010.6,2011.1,1394.9,2716.5,2347.4,2837.3,126.0,271.9,390.9,421.7,27.0,63.6,40.1,40.7,5045.1,4696.3,348.8,390285.2,363492.8,26792.4,397778.6,370471.8,27306.8
Beira,403,275,21149.0,32386.7,2005.6,2007.4,2008.4,2008.7,1440.8,2348.9,2263.8,2306.1,156.0,301.7,331.2,332.4,52.0,83.1,67.1,67.8,2890.2,2528.1,362.1,222773.5,195186.3,27587.2,227050.7,198933.8,28116.9
Nacala Porto,283,219,34982.2,63070.0,2006.9,2008.1,2009.4,2009.6,1666.4,3051.3,3359.7,3552.0,229.0,310.8,572.6,591.4,56.0,99.0,103.4,106.4,2916.9,2715.3,201.6,225763.0,210198.1,15564.9,230097.6,214233.9,15863.7
Porto Amelia,47,23,815.9,1332.4,2002.4,2000.0,2008.1,2008.7,562.2,2713.6,1714.5,1776.1,77.0,465.4,395.0,384.6,49.0,168.2,72.3,71.8,162.4,144.2,18.2,12429.7,11052.5,1377.2,12668.4,11264.8,1403.6
Porto De Angoche,31,30,1688.8,2789.9,2009.8,2010.3,2011.5,2011.7,2872.0,2651.4,2548.6,2506.8,303.0,277.2,356.3,356.2,19.0,79.0,45.8,43.4,205.9,193.7,12.2,15890.9,14964.2,926.7,16196.0,15251.5,944.5
Quelimane,14,11,1015.4,1668.3,2009.5,2009.9,2012.2,2012.3,4296.2,3494.8,3797.1,3812.8,389.0,556.4,688.8,702.3,12.0,16.2,10.7,10.5,105.9,104.2,1.7,8189.0,8058.9,130.0,8346.2,8213.7,132.5
Mocimboa Da Praia,8,3,2.0,2.2,2003.4,2002.0,2005.2,2005.4,483.2,605.0,486.5,488.3,94.5,112.5,113.4,111.5,71.0,82.3,141.3,123.0,3.3,2.4,0.9,247.0,178.8,68.2,251.7,182.3,69.5
Ibo,5,5,27.7,34.5,2003.2,2003.2,2009.0,2011.9,411.4,2118.3,536.3,468.6,59.0,343.2,317.7,200.3,5.0,21.4,15.8,10.8,9.2,8.7,0.5,697.8,656.7,41.1,711.2,669.3,41.8
Mocambique,3,3,15.7,1.8,1986.0,1986.0,2003.7,1999.5,339.7,347.6,333.0,336.0,28.0,28.7,23.2,24.7,10.0,12.3,9.7,10.3,4.5,3.7,0.8,348.5,284.8,63.7,355.2,290.3,64.9
Porto Belo,2,2,30.4,49.8,2013.5,2013.5,2015.8,2016.0,881.3,881.3,845.1,842.7,102.5,102.5,77.5,75.6,106.5,106.5,140.2,142.7,8.3,3.8,4.5,639.0,290.8,348.2,651.3,296.4,354.9
Inhambane,1,1,1647.6,3139.3,2009.0,2009.0,2009.0,2009.0,17376.9,17376.9,17376.9,17376.9,1956.0,1956.0,1956.0,1956.0,109.0,109.0,109.0,109.0,87.0,86.3,0.7,6738.2,6681.7,56.5,6867.6,6810.0,57.6
