Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
General cargo,2702,451,11736.4,16181.7,1992.8,1994.7,2001.3,2001.3,519.4,914.3,1024.6,1038.9,62.0,108.0,255.4,263.3,62.0,99.4,124.8,127.5,2390.1,1738.6,651.5,181910.3,132756.2,49154.1,185403.0,135305.2,50097.8
Oil tanker,1750,599,129101.1,244829.2,2002.2,2005.2,2006.9,2007.0,469.1,1186.2,1315.3,1328.3,50.0,146.4,339.4,340.3,36.0,57.5,57.6,57.0,10343.4,7505.4,2838.0,799299.1,580411.0,218888.1,814645.6,591554.9,223090.7
Ro-Ro,1517,85,1478.9,1454.4,2008.3,2006.4,2012.5,2012.5,137.8,517.1,857.9,668.5,17.0,82.4,146.5,160.6,33.0,65.8,68.7,82.4,1371.7,460.8,910.9,103392.4,34904.5,68487.9,105377.5,35574.7,69802.9
Service - tug,1306,234,299.6,289.1,2003.3,2003.3,2002.3,2001.1,151.1,363.8,309.4,317.2,40.0,143.9,369.1,378.8,15.0,68.3,174.4,184.2,324.1,225.8,98.3,24342.7,16961.1,7381.6,24810.1,17286.8,7523.3
Bulk carrier,960,506,49503.4,88077.3,2004.9,2006.0,2007.4,2007.4,724.7,1698.4,1709.1,1737.6,92.0,201.8,492.5,502.0,110.0,121.0,154.3,155.2,4595.5,3827.3,768.2,355728.7,296338.5,59390.2,362558.7,302028.2,60530.5
Container,774,134,35260.8,41651.6,2002.3,2004.5,2006.5,2006.4,383.1,1099.0,1255.0,1287.9,33.0,89.3,229.7,231.9,26.0,30.5,71.2,71.2,5238.1,4580.0,658.1,405342.6,354556.4,50786.1,413125.2,361363.9,51761.2
Offshore,763,105,487.9,442.7,1996.9,1993.8,2004.0,2001.2,187.1,673.9,531.6,493.7,35.0,249.9,421.5,412.2,55.0,128.8,236.1,275.4,642.6,350.3,292.3,48276.0,26325.2,21950.8,49202.9,26830.6,22372.2
Chemical tanker,516,234,9538.3,15340.0,2003.6,2005.3,2004.3,2004.2,506.5,1064.0,1077.7,1077.8,56.0,127.0,278.0,279.8,31.5,57.8,101.1,104.6,1726.9,1226.2,500.7,132951.5,94561.3,38390.2,135504.2,96376.9,39127.3
Ferry-RoPax,214,8,260.5,88.8,1990.8,1997.1,1988.8,1991.8,211.4,3823.9,278.1,358.5,14.0,262.7,218.5,453.8,17.0,89.9,127.9,87.7,236.8,89.7,147.2,17821.1,6760.6,11060.5,18163.3,6890.4,11272.8
Liquefied gas tanker,201,89,12693.7,13855.1,1999.2,2004.6,2001.0,2000.5,1067.4,2016.0,2034.0,2071.5,93.0,200.4,359.9,371.2,36.0,70.7,76.2,79.9,1590.8,1319.1,271.8,120882.9,100207.4,20675.4,123203.8,102131.4,21072.4
Service - other,149,40,183.0,154.6,1999.0,2001.5,1997.2,1995.3,265.0,730.2,474.6,473.7,31.0,228.9,1516.1,1345.7,77.0,194.2,207.2,225.2,148.1,77.2,70.9,11133.7,5807.8,5325.9,11347.4,5919.3,5428.1
Refrigerated bulk,41,9,465.7,488.0,2004.4,1998.7,1999.8,1999.6,292.3,2299.8,893.3,975.7,14.0,144.2,209.9,218.0,68.0,481.9,94.0,94.5,296.4,166.3,130.0,22544.6,12769.5,9775.1,22977.5,13014.7,9962.8
Ferry-pax only,29,2,20.9,1.9,1992.1,1979.5,1990.9,1990.7,554.8,4107.7,1214.7,1223.8,18.0,2667.2,476.9,519.5,36.0,41.0,93.2,92.8,33.3,24.1,9.1,2496.5,1812.2,684.3,2544.4,1847.0,697.5
Vehicle,22,17,648.8,220.7,2002.8,2005.1,2005.9,2006.0,367.0,618.2,570.9,570.3,25.0,41.7,79.8,80.5,10.0,13.9,14.8,15.3,41.6,36.5,5.1,3224.2,2827.0,397.2,3286.1,2881.3,404.8
Other liquids tankers,11,2,0.5,1.0,1953.1,1969.0,1951.0,1949.2,79.4,79.8,87.6,87.9,12.0,29.8,18.1,16.8,22.0,16.8,41.4,43.0,8.8,1.0,7.8,679.1,75.6,603.5,692.1,77.0,615.1
Miscellaneous - fishing,7,7,90.0,74.2,1992.7,1992.7,2003.5,2002.8,535.2,4725.8,12113.8,13456.0,630.0,806.4,1791.0,1760.7,39.0,207.1,85.3,99.0,53.3,50.8,2.5,4004.6,3813.5,191.1,4081.5,3886.7,194.7
Cruise,1,1,122.3,11.9,2009.0,2009.0,2009.0,2009.0,886.6,886.6,886.6,886.6,27.0,27.0,27.0,27.0,26.0,26.0,26.0,26.0,19.2,9.5,9.6,1483.9,736.9,747.0,1512.4,751.0,761.3
