Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
General cargo,2716,455,12004.9,16624.8,1992.9,1994.9,2003.3,2003.4,373.0,847.2,1044.2,1064.8,53.0,98.1,289.7,291.5,48.0,77.7,86.5,84.7,2251.0,1791.9,459.2,171702.1,137113.5,34588.5,174998.7,139746.1,35252.6
Oil tanker,1781,609,276061.3,526854.1,2002.2,2005.2,2008.2,2008.2,423.4,2012.2,2735.1,2779.1,59.0,204.1,615.0,618.9,43.0,87.4,82.9,82.7,20365.9,16640.5,3725.4,1575720.6,1288219.7,287500.9,1605974.5,1312953.5,293021.0
Ro-Ro,1531,84,408.7,510.5,2008.4,2006.8,2008.2,2009.1,118.2,298.8,229.9,228.9,17.0,153.2,143.0,185.4,17.0,45.8,146.1,191.7,1355.9,708.2,647.7,101990.2,53304.6,48685.6,103948.4,54328.1,49620.4
Service - tug,1326,240,259.0,248.5,2003.3,2003.0,2004.0,2002.9,140.5,383.7,263.7,268.9,33.0,220.9,487.1,488.8,20.0,101.7,168.1,174.7,322.2,221.6,100.6,24203.3,16650.0,7553.3,24668.0,16969.7,7698.3
Bulk carrier,969,509,40828.0,71348.3,2004.9,2006.0,2007.4,2007.4,569.3,1391.7,1412.5,1412.3,56.0,150.2,363.8,364.9,24.0,52.0,66.9,66.9,3679.2,3386.6,292.6,284808.3,262227.3,22580.9,290276.6,267262.1,23014.5
Offshore,780,111,266.3,249.2,1996.8,1992.7,1999.6,1997.4,129.8,437.2,293.0,277.4,21.0,221.5,203.7,202.2,19.0,200.0,389.5,363.7,516.4,331.4,185.1,38791.5,24896.4,13895.1,39536.3,25374.5,14161.8
Container,771,134,37496.8,42229.4,2002.2,2004.5,2005.6,2005.7,414.7,1105.3,1335.4,1308.3,45.0,82.0,219.5,220.2,19.0,24.6,23.1,24.0,4754.8,4350.5,404.3,367840.4,336756.0,31084.4,374903.0,343221.7,31681.2
Chemical tanker,522,239,7394.3,11749.0,2003.5,2005.2,2004.5,2004.5,386.4,944.3,818.1,808.8,49.0,116.7,259.5,256.0,37.0,82.1,66.6,65.6,1642.3,1122.9,519.4,126355.5,86629.2,39726.3,128781.5,88292.5,40489.1
Ferry-RoPax,213,8,180.7,53.7,1990.8,1997.1,1987.8,1989.6,158.3,1260.6,193.3,217.4,14.0,131.2,125.9,119.0,10.0,49.3,38.6,55.2,151.4,101.9,49.5,11396.0,7681.6,3714.3,11614.8,7829.1,3785.7
Liquefied gas tanker,204,90,22000.4,22287.4,1998.8,2004.4,2002.7,2002.2,943.9,3001.5,3456.0,3286.1,141.5,240.1,510.7,472.3,28.0,86.6,164.2,132.5,2967.4,2353.0,614.3,214279.1,171237.0,43042.0,218393.2,174524.8,43868.4
Service - other,149,38,147.5,166.0,1999.0,2001.0,1998.3,1997.9,148.7,871.0,452.2,585.2,35.0,161.4,320.6,278.1,20.0,143.9,299.3,320.2,130.9,93.0,37.9,9855.2,7006.2,2849.0,10044.4,7140.7,2903.7
Refrigerated bulk,44,12,476.4,479.0,2003.9,1998.2,2001.8,2001.5,479.6,1672.5,871.6,906.7,32.5,168.5,199.2,202.5,11.0,54.2,22.0,22.6,212.6,183.5,29.0,16211.7,14028.8,2182.9,16523.0,14298.1,2224.8
Ferry-pax only,29,2,13.3,1.2,1992.1,1979.5,1992.0,1991.8,397.5,1404.8,773.3,775.7,6.0,431.5,48.9,52.5,20.0,115.0,90.1,90.6,17.3,6.1,11.2,1301.3,461.2,840.1,1326.3,470.1,856.2
Vehicle,22,17,2791.8,920.2,2002.8,2005.1,2008.8,2009.0,625.5,2561.1,2456.7,2377.3,88.0,192.4,365.0,362.7,11.0,27.7,22.2,21.8,171.8,166.6,5.3,13302.0,12894.7,407.3,13557.4,13142.2,415.2
Other liquids tankers,11,2,0.5,1.1,1953.1,1969.0,1956.3,1953.4,108.3,134.7,103.3,100.3,18.0,22.0,27.8,27.5,25.0,88.2,70.5,61.0,6.0,1.9,4.1,466.0,147.7,318.4,475.0,150.5,324.5
Miscellaneous - fishing,7,6,6.9,5.0,1994.3,1994.2,2002.5,2003.2,370.6,716.8,978.1,937.3,105.0,254.2,561.0,575.0,13.0,55.3,16.5,15.0,5.3,4.5,0.7,394.2,340.6,53.6,401.8,347.2,54.6
Cruise,1,1,55.5,5.4,2009.0,2009.0,2009.0,2009.0,402.1,402.1,402.1,402.1,30.0,30.0,30.0,30.0,8.0,8.0,8.0,8.0,7.9,7.1,0.8,614.2,549.0,65.2,626.0,559.5,66.4
