Domestic by Dep. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Kish,765,244,1487.9,2415.3,1996.2,1998.1,2001.7,2001.9,196.9,571.3,517.2,521.4,23.0,130.3,177.1,174.3,24.0,101.9,78.7,76.7,623.4,341.4,282.0,47252.8,25842.6,21410.2,48160.1,26338.7,21821.3
Khark,665,145,10367.7,18978.1,2000.6,1999.2,2004.2,2004.4,277.9,886.5,830.7,851.2,46.0,252.7,300.2,314.8,30.0,194.8,176.3,178.2,1578.1,979.1,599.0,121547.8,75380.4,46167.3,123881.5,76827.8,47053.7
Lavan,609,259,3905.1,6742.9,1998.3,1998.2,2002.0,2002.2,216.6,487.3,723.6,733.8,26.0,69.1,203.4,211.9,35.0,117.7,391.1,393.9,758.5,327.6,430.9,58097.4,25116.7,32980.8,59212.9,25598.9,33614.0
Soroosh,393,108,1284.8,1949.5,2004.4,2000.1,2003.2,2002.3,158.9,717.0,872.9,836.4,37.0,137.5,618.3,509.5,46.0,121.7,92.8,88.3,244.1,155.6,88.6,18553.0,11855.3,6697.7,18909.2,12082.9,6826.3
Queshm,351,189,4927.9,8600.4,2000.4,2001.8,2004.6,2004.8,331.0,432.9,464.4,465.7,36.0,87.7,93.7,86.4,42.0,97.1,81.7,80.4,832.1,398.0,434.1,63923.2,30604.6,33318.6,65150.5,31192.2,33958.3
Bushehr,347,145,1521.1,2319.0,1999.8,1997.2,2000.6,2000.9,222.0,793.1,782.9,778.9,35.0,242.4,263.9,266.4,25.0,96.6,132.4,120.2,392.7,245.8,147.0,29872.8,18727.9,11144.8,30446.3,19087.5,11358.8
Lengeh,331,150,1086.0,1743.7,1997.9,1999.7,2001.0,2001.1,230.5,666.0,590.9,600.8,20.0,80.5,66.6,71.0,28.0,151.5,207.3,99.5,294.3,131.6,162.8,22355.6,10023.3,12332.4,22784.9,10215.7,12569.1
Asaluyeh,322,170,3352.1,5650.3,2000.4,1999.5,2004.8,2004.8,324.0,606.6,425.8,412.6,38.0,175.0,90.0,83.9,33.0,111.2,138.6,136.0,657.1,309.5,347.6,50443.7,23746.2,26697.5,51412.2,24202.1,27210.1
Rajaei,322,126,2593.5,4110.9,2001.1,2001.5,2002.9,2002.8,415.5,571.1,474.4,470.3,40.0,149.3,133.7,113.6,30.0,111.1,56.3,51.5,556.4,361.0,195.4,42555.2,27639.4,14915.8,43372.3,28170.1,15202.1
Sirri,308,133,708.6,1258.6,2001.4,1999.9,2006.7,2007.1,177.1,501.1,329.1,327.8,30.0,102.2,134.3,114.5,25.5,104.8,103.1,104.3,246.1,156.1,90.0,18714.0,11853.8,6860.2,19073.3,12081.4,6992.0
Bandar Abbas,274,91,749.9,1174.1,1997.4,1997.0,1998.9,1999.6,224.1,1243.9,511.4,490.1,30.5,217.9,478.1,325.1,31.0,137.8,143.0,123.7,436.8,247.1,189.8,33053.0,18698.9,14354.1,33687.6,19057.9,14629.7
Hengam,268,144,2120.5,3694.0,1998.3,1999.6,2003.7,2004.2,209.2,436.9,597.8,589.1,22.5,58.2,94.6,89.3,26.0,89.4,61.2,60.6,316.3,161.1,155.2,24243.7,12391.6,11852.1,24709.2,12629.5,12079.7
Imam Hasan,220,42,204.7,313.2,2005.6,1999.7,1999.4,1998.9,202.5,711.6,834.7,891.1,64.0,162.7,182.9,131.2,20.5,274.4,146.4,144.8,165.9,117.2,48.7,12495.6,8814.8,3680.8,12735.6,8984.1,3751.5
Bandar Khomeyni,191,77,1589.5,2484.7,2003.4,2001.5,2004.2,2004.3,524.5,728.3,788.9,785.9,57.0,162.1,150.5,155.9,29.0,94.2,100.0,100.0,284.3,197.2,87.0,21790.6,15144.9,6645.7,22209.0,15435.7,6773.3
Tombak,143,106,948.5,1632.4,1996.0,1996.8,2003.8,2004.5,280.4,666.7,315.4,295.3,36.0,113.9,68.3,63.0,51.0,148.7,69.7,67.7,210.3,85.9,124.4,16155.4,6588.6,9566.8,16465.6,6715.1,9750.5
Bandar Imam Khomeini,76,54,1419.3,2476.7,2004.2,2004.6,2005.3,2005.0,557.8,630.3,671.0,674.1,52.5,134.6,328.4,339.3,86.5,113.8,132.8,133.8,193.3,135.4,57.8,14904.7,10470.1,4434.6,15190.8,10671.1,4519.7
Chabahar,73,36,817.0,1284.6,2000.9,2001.3,2004.0,2004.4,528.1,1293.1,586.4,556.8,47.0,400.4,331.6,269.9,35.0,89.0,126.8,118.6,195.5,118.6,76.9,14973.0,9074.8,5898.2,15260.5,9249.0,6011.4
Jask,71,57,1386.0,2141.8,2002.4,2001.9,2006.3,2006.6,634.0,1320.6,1060.3,1035.6,57.0,164.9,304.1,257.8,58.0,181.0,165.1,151.5,237.7,157.0,80.6,18216.3,12063.6,6152.7,18566.1,12295.3,6270.8
Ganaveh,66,20,150.9,251.2,2000.7,1996.8,1997.7,1997.8,366.2,913.3,1114.7,1143.6,46.0,246.6,208.6,194.7,29.0,154.0,29.2,25.7,78.0,64.6,13.3,5872.7,4869.1,1003.6,5985.5,4962.6,1022.9
Abadan,53,29,36.6,45.7,1995.1,1994.2,1995.0,1995.3,390.4,572.7,434.8,434.8,44.0,62.0,80.1,76.4,16.0,117.8,56.4,55.6,24.1,15.2,8.9,1820.1,1148.4,671.8,1855.1,1170.4,684.7
Khorramshahr,52,16,38.9,40.1,1991.9,1991.2,1992.4,1994.1,509.7,507.2,403.8,367.3,59.5,39.4,67.5,61.5,18.0,74.4,40.2,43.2,24.4,17.1,7.3,1843.7,1291.1,552.6,1879.1,1315.9,563.2
Bandar Khomeini,48,27,449.5,735.3,2002.2,2002.7,2003.6,2003.5,333.3,678.6,514.7,508.6,41.0,103.8,95.9,84.5,48.0,187.1,136.4,126.6,90.1,44.9,45.3,6918.1,3460.5,3457.6,7050.9,3527.0,3523.9
Abu Musa,46,39,298.4,457.2,1997.0,1997.7,2001.7,2001.8,324.5,493.8,492.0,491.5,33.5,71.6,92.5,86.5,35.0,112.0,59.9,55.6,60.9,29.9,31.0,4674.3,2300.3,2373.9,4764.0,2344.5,2419.5
Qeshm Island,37,26,303.0,511.7,1997.7,1997.7,2003.1,2003.3,396.0,933.8,1024.4,1031.6,42.0,138.1,107.1,105.4,29.0,96.8,65.7,67.1,67.7,39.3,28.4,5140.1,2981.1,2159.0,5238.8,3038.4,2200.4
Anzali,32,20,14.6,18.9,1986.8,1986.7,1986.8,1986.9,148.3,276.2,253.5,243.5,13.5,32.4,43.1,42.3,104.0,202.2,254.1,242.7,7.5,2.7,4.8,565.5,205.6,359.9,576.3,209.5,366.8
