Domestic by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Service - tug,1581,149,359.8,343.8,2004.5,2001.1,2002.0,2000.2,134.8,597.1,263.4,264.9,29.0,238.2,560.4,572.0,29.0,177.7,277.3,248.1,509.9,346.3,163.6,38283.9,26002.4,12281.5,39018.9,26501.6,12517.3
Oil tanker,893,162,27353.9,49851.6,1999.3,2001.6,2003.6,2003.8,422.5,540.7,595.9,593.2,38.0,92.6,171.4,174.3,28.0,125.1,152.0,151.7,3759.0,1997.8,1761.2,290217.7,154348.0,135869.7,295789.9,157311.5,138478.4
Ro-Ro,793,60,204.7,277.7,2002.3,2007.4,2002.8,2005.3,161.5,685.4,301.7,296.3,21.0,136.1,304.8,337.5,25.0,84.1,130.2,155.5,835.4,421.9,413.5,62854.1,31730.7,31123.4,64060.9,32339.9,31721.0
General cargo,764,159,2389.7,3457.5,1993.7,1994.4,1999.6,1999.3,378.1,597.8,666.0,671.9,40.0,113.6,339.9,390.9,43.0,142.6,127.2,125.8,561.6,339.1,222.4,42623.7,25802.2,16821.6,43442.1,26297.6,17144.6
Offshore,748,70,213.8,222.4,1990.8,1990.3,1988.8,1985.3,260.4,543.8,428.4,389.7,46.0,171.2,465.5,415.6,36.0,119.7,169.2,132.4,596.3,374.3,221.9,44773.6,28111.1,16662.6,45633.3,28650.8,16982.5
Container,341,34,2620.2,3367.2,2005.6,2003.5,2006.3,2006.3,413.6,761.7,601.0,586.8,38.0,73.2,297.9,274.8,27.0,47.2,90.1,88.0,577.7,328.1,249.6,44181.1,25160.2,19020.9,45029.3,25643.2,19386.1
Chemical tanker,274,76,2226.2,3527.5,2001.4,2003.9,2004.0,2003.9,334.6,509.2,458.9,456.9,30.0,51.3,91.7,91.2,35.5,42.1,79.5,80.2,560.0,271.1,289.0,43115.9,20900.8,22215.1,43943.7,21302.1,22641.6
Bulk carrier,261,115,6015.2,10359.9,2004.8,2003.9,2006.0,2005.9,489.0,548.2,710.5,700.1,47.0,88.6,221.5,223.4,91.0,112.6,162.2,161.1,661.3,444.6,216.7,51204.6,34433.0,16771.6,52187.7,35094.2,17093.6
Service - other,240,26,225.9,215.9,2009.0,2002.0,1992.6,1992.1,309.6,1201.0,1717.3,1816.7,45.0,467.0,1542.7,1831.7,40.0,95.2,1052.5,751.0,264.4,149.7,114.7,19854.2,11243.4,8610.8,20235.4,11459.3,8776.1
Ferry-RoPax,57,6,50.6,25.3,1991.8,1992.7,1992.3,1995.3,207.6,926.4,311.5,466.4,13.0,39.6,207.3,235.0,19.0,59.9,177.1,130.4,64.9,34.2,30.7,4874.7,2570.8,2303.9,4968.3,2620.2,2348.1
Other liquids tankers,54,1,4.3,9.6,1944.0,1944.0,1944.0,1944.0,125.4,125.4,162.9,162.9,19.5,19.5,81.6,81.6,36.0,36.0,124.4,124.4,100.4,30.1,70.2,7775.1,2334.1,5441.0,7924.4,2378.9,5545.5
Liquefied gas tanker,53,22,884.9,1005.8,1995.7,1996.3,1998.4,1998.4,344.5,473.4,672.0,677.4,27.0,49.2,91.5,92.6,24.0,42.2,34.8,35.0,128.6,71.0,57.5,9890.0,5489.8,4400.1,10079.8,5595.2,4484.6
Miscellaneous - fishing,46,9,111.9,77.9,1994.3,1993.7,1999.2,1999.7,818.0,2930.8,3107.0,3707.9,260.0,673.7,2000.6,2181.0,73.5,197.2,592.9,639.5,85.4,65.4,20.0,6410.3,4911.3,1499.0,6533.4,5005.6,1527.8
Ferry-pax only,24,2,36.7,7.7,1991.9,1994.5,1990.4,1990.2,3195.9,2959.8,7252.5,7439.7,65.0,351.5,1209.0,1202.0,74.5,140.5,187.7,185.6,23.5,16.8,6.7,1760.7,1259.4,501.3,1794.5,1283.6,510.9
Refrigerated bulk,4,2,14.3,14.8,1986.5,1993.0,1991.5,1990.4,1049.5,1049.5,685.1,712.6,148.0,147.0,157.9,168.0,307.0,307.0,488.3,520.4,35.5,8.9,26.6,2672.9,674.7,1998.2,2724.2,687.7,2036.5
Vehicle,1,1,1.8,0.5,1983.0,1983.0,1983.0,1983.0,137.8,137.8,137.8,137.8,14.0,14.0,14.0,14.0,38.0,38.0,38.0,38.0,0.5,0.2,0.3,39.9,15.4,24.5,40.7,15.7,25.0
