Int. Dep. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Rajaei,1324,517,52362.2,68565.6,2002.1,2004.5,2007.0,2007.2,306.0,1432.8,1538.7,1534.5,47.0,147.5,292.3,303.4,23.0,50.4,34.3,37.7,6103.9,5519.1,584.8,471501.0,426810.4,44690.7,480553.9,435005.1,45548.7
Lengeh,782,146,3709.3,5901.7,2003.7,2001.3,2000.7,2001.6,116.2,731.2,1208.6,1109.0,17.0,82.5,334.8,318.7,21.0,88.2,45.3,48.6,773.6,461.6,312.1,58885.8,35319.1,23566.7,60016.4,35997.3,24019.2
Asaluyeh,757,246,22926.2,38732.1,2001.8,2000.8,2006.9,2007.3,253.9,1308.4,2280.8,2430.4,32.0,183.7,715.8,766.8,30.0,74.2,101.8,106.4,2274.4,1858.6,415.8,175366.3,143490.7,31875.6,178733.3,146245.7,32487.6
Kish,697,326,25767.0,42225.9,2000.4,2001.8,2007.0,2007.9,167.7,1022.2,2006.2,1934.3,26.0,143.1,747.7,783.2,24.0,108.6,209.6,170.6,2709.2,1923.7,785.5,199936.2,143797.4,56138.9,203775.0,146558.3,57216.7
Amirabad,696,142,1282.0,1535.1,1994.5,1990.6,1997.2,1997.1,427.2,494.9,523.5,519.4,67.0,83.5,187.9,187.4,56.0,71.4,182.2,179.9,406.3,258.6,147.7,30626.3,19521.4,11104.9,31214.3,19896.2,11318.1
Lavan,684,260,10729.6,19261.8,1999.9,2001.0,2005.8,2005.8,179.0,722.7,1221.0,1249.7,36.0,101.6,429.1,433.6,23.0,73.8,78.6,78.8,1130.6,861.5,269.1,86905.3,66279.9,20625.4,88573.8,67552.4,21021.4
Queshm,535,292,13362.6,19297.3,2001.2,2002.2,2005.9,2005.9,271.1,1030.6,1385.2,1361.2,40.0,119.7,331.5,354.6,25.0,92.4,59.3,66.1,1885.5,1503.4,382.0,145314.4,116177.0,29137.4,148104.4,118407.6,29696.8
Sirri,533,285,7790.4,14277.8,2001.8,2000.3,2004.9,2004.9,198.2,713.9,1488.4,1638.2,47.0,140.3,366.7,377.2,33.0,114.4,88.1,88.0,826.1,550.3,275.8,63499.1,42395.4,21103.7,64718.3,43209.4,21508.9
Bushehr,530,141,4443.5,7753.4,1993.7,1996.1,2005.4,2005.9,266.4,702.8,1433.9,1702.0,40.0,196.6,354.2,375.0,52.0,94.9,80.9,84.1,783.2,586.6,196.6,59784.2,44906.1,14878.1,60932.0,45768.3,15163.8
Abu Musa,529,342,20403.5,33225.2,2004.2,2003.9,2008.9,2009.3,156.6,826.8,1885.2,1904.0,25.0,103.5,1112.7,1208.6,32.0,97.8,91.5,98.1,2014.0,1563.4,450.6,149570.5,114913.9,34656.5,152442.2,117120.3,35322.0
Tombak,517,112,6763.2,12791.8,2005.6,1998.9,2007.4,2007.5,114.1,877.3,1945.6,2044.6,18.0,143.3,608.7,612.1,25.0,95.1,55.3,53.4,731.5,463.1,268.4,56149.1,35689.0,20460.1,57227.2,36374.2,20853.0
Khark,485,281,154865.7,295518.3,2004.7,2004.7,2008.4,2008.4,1827.1,2819.2,3705.7,3718.0,201.0,275.2,557.0,558.5,40.0,77.4,68.1,68.1,10918.1,9538.6,1379.5,845510.0,738744.7,106765.2,861743.8,752928.6,108815.1
Bandar Abbas,469,97,738.1,1029.1,2002.0,2000.6,2004.1,2007.0,135.7,454.0,496.5,746.3,17.0,98.1,212.1,243.3,10.0,77.4,51.6,51.6,395.1,251.7,143.3,29857.8,19067.2,10790.6,30431.1,19433.3,10997.7
Soroosh,400,261,24397.0,45868.9,2002.9,2003.4,2009.0,2009.1,257.6,1038.7,1836.7,1918.5,40.0,138.0,460.2,466.2,33.5,85.2,65.3,64.4,1866.5,1492.6,373.8,144251.2,115442.5,28808.7,147020.8,117659.0,29361.9
Anzali,368,117,422.6,545.7,1988.2,1988.8,1990.4,1990.3,421.9,452.7,451.5,454.7,67.0,81.1,143.2,147.9,45.0,80.1,165.1,164.9,140.9,98.7,42.2,10606.2,7440.1,3166.2,10809.9,7582.9,3227.0
