Domestic by Arr. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Kish,777,250,1509.5,2523.8,1996.3,1998.5,2003.2,2003.9,178.2,404.9,474.0,485.1,23.0,70.0,54.1,50.6,33.0,67.2,53.6,43.4,468.9,215.3,253.6,35580.7,16345.2,19235.5,36263.9,16659.1,19604.8
Khark,728,190,9157.9,16484.9,2001.3,2000.5,2003.0,2003.2,263.2,838.1,464.1,456.9,38.0,159.2,126.9,111.2,29.5,98.5,200.3,196.6,1486.1,745.0,741.1,114384.6,57214.9,57169.7,116580.8,58313.4,58267.3
Lavan,585,242,2167.9,3643.0,1998.1,1997.7,2000.7,2000.8,185.9,449.7,490.1,491.6,24.0,99.0,154.7,155.2,31.0,61.6,77.8,75.1,691.4,339.7,351.7,52857.6,25944.3,26913.3,53872.5,26442.5,27430.0
Rajaei,435,188,4514.3,7215.9,2001.3,2001.6,2003.8,2003.7,469.3,653.1,603.8,613.1,54.0,116.8,115.0,114.2,45.0,191.6,161.5,135.0,1005.0,533.4,471.6,76856.9,40940.6,35916.3,78332.6,41726.7,36605.9
Soroosh,422,122,973.0,1764.4,2003.9,1999.5,2002.6,2002.5,115.3,513.4,358.9,365.7,44.5,145.6,235.9,233.6,12.0,27.2,29.3,28.6,230.6,199.4,31.2,17524.9,15163.7,2361.2,17861.4,15454.8,2406.6
Bushehr,361,139,1444.9,2324.7,2000.9,1998.2,2004.4,2004.4,347.8,900.9,718.9,753.8,39.0,212.7,178.7,181.0,49.0,178.7,70.6,64.8,358.7,213.8,145.0,27307.8,16319.8,10988.0,27832.1,16633.1,11199.0
Asaluyeh,344,188,4222.7,7196.0,2000.1,1999.0,2004.5,2004.9,302.6,721.9,576.1,574.9,30.0,130.2,165.2,163.9,62.0,139.5,85.5,84.6,658.7,386.1,272.6,50556.2,29678.9,20877.3,51526.8,30248.7,21278.1
Sirri,330,148,1221.9,1918.0,1999.9,1998.1,2002.3,2001.0,192.2,591.0,712.3,632.3,28.0,186.0,1035.3,1071.4,23.5,46.8,108.3,113.8,297.4,197.1,100.3,22620.1,14977.3,7642.8,23054.4,15264.8,7789.6
Lengeh,313,150,1384.2,2198.3,1997.3,1999.2,2000.5,2000.8,233.0,818.3,685.8,700.8,23.0,163.6,99.3,86.3,17.0,63.9,40.3,35.8,326.3,228.3,98.1,24802.6,17349.3,7453.3,25278.8,17682.4,7596.4
Queshm,283,137,4362.8,7302.8,1999.6,2000.5,2002.6,2002.6,541.3,891.1,773.5,777.3,45.0,226.2,226.6,214.6,34.0,188.2,148.3,143.1,903.8,460.1,443.7,69492.4,35358.2,34134.2,70826.7,36037.1,34789.6
Bandar Abbas,275,87,965.2,1578.2,1997.4,1998.3,2000.5,2000.5,211.3,865.5,663.9,655.3,28.0,263.9,315.3,218.8,58.0,294.8,159.3,129.2,443.8,192.4,251.4,33636.6,14602.5,19034.2,34282.5,14882.8,19399.6
Imam Hasan,212,36,103.9,144.5,2005.4,1999.8,2000.6,1998.9,224.9,540.2,649.0,763.8,38.5,139.6,180.8,131.1,43.5,107.4,149.6,137.7,114.0,69.6,44.5,8575.8,5236.7,3339.2,8740.5,5337.2,3403.3
Hengam,211,111,1900.2,3042.5,1998.4,1999.3,2001.9,2001.9,280.9,1025.7,869.3,832.1,30.0,157.1,132.7,115.4,17.0,40.6,76.6,65.2,288.5,204.6,83.9,22043.8,15623.7,6420.1,22467.0,15923.6,6543.4
Bandar Khomeyni,164,69,1052.8,1622.0,2002.9,1999.6,2002.9,2003.2,261.1,741.6,698.3,693.4,38.5,137.2,133.4,130.6,29.0,131.5,110.7,106.7,208.9,121.5,87.4,15989.8,9309.1,6680.7,16296.8,9487.8,6809.0
