Int. Arr. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Abidjan,1146,634,39426.4,48184.6,2003.3,2004.0,2007.7,2007.4,1025.5,2234.2,1465.6,1661.6,124.0,380.0,479.5,575.3,51.0,157.0,127.3,157.9,6367.9,5459.6,908.3,488645.2,419819.6,68825.7,498027.2,427880.1,70147.1
Port Bouet,530,351,19632.1,30569.6,2006.0,2004.9,2007.7,2007.9,820.7,2628.4,1545.1,1669.7,91.0,302.0,499.6,488.0,53.5,176.2,199.1,196.4,3270.9,2399.9,870.9,251444.1,184801.1,66643.0,256271.8,188349.3,67922.5
San Pedro,299,155,13139.2,18608.6,2001.8,2004.0,2006.0,2006.3,1035.7,1967.5,1380.1,1609.6,81.0,192.0,396.1,450.9,37.0,80.9,76.7,85.9,1656.1,1481.9,174.2,127939.9,114545.3,13394.6,130396.3,116744.6,13651.8
Baobab Marine Terminal,16,16,2663.8,4490.4,2005.2,2005.2,2011.0,2011.5,2970.5,3030.7,3980.4,4068.5,368.5,536.1,559.9,577.9,14.0,68.6,27.6,29.4,209.6,188.5,21.1,16137.0,14507.7,1629.3,16446.8,14786.3,1660.6
Espoir Marine Terminal,15,14,1171.6,1854.2,2003.3,2002.9,2010.4,2014.3,1002.1,1863.7,2542.8,2817.4,210.0,299.7,651.7,741.1,31.0,31.6,28.8,30.8,130.5,120.4,10.1,10090.7,9306.3,784.4,10284.5,9485.0,799.5
Assinie-Mafia,14,10,809.8,1506.5,1990.8,1996.5,2005.7,2005.8,713.5,1679.3,1870.3,1991.4,131.5,320.6,235.1,237.5,17.5,70.0,104.1,106.1,62.6,55.8,6.8,4826.4,4299.5,526.9,4919.1,4382.0,537.0
Sassandra,6,6,83.8,100.0,1990.2,1990.2,1999.9,2000.4,2215.3,2404.8,1152.6,1104.0,286.0,271.8,168.6,152.9,4.0,7.7,8.8,8.0,10.9,10.6,0.3,829.3,809.7,19.6,845.2,825.2,20.0
Fresco,3,3,58.6,49.7,2005.7,2005.7,2008.6,2006.1,3341.3,2981.8,1657.9,1287.8,423.0,474.3,290.8,211.0,21.0,26.7,30.7,25.7,10.6,9.9,0.8,806.9,750.0,56.9,822.4,764.4,58.0
Dabou,2,1,37.9,42.8,2001.0,2001.0,2001.0,2001.0,2664.4,2664.4,2664.4,2664.4,363.5,363.5,386.1,386.1,7.5,7.5,7.4,7.4,3.7,3.6,0.0,282.3,279.4,2.9,287.7,284.7,3.0
Jacqueville,1,1,5.9,6.6,1989.0,1989.0,1989.0,1989.0,1297.4,1297.4,1297.4,1297.4,519.0,519.0,519.0,519.0,235.0,235.0,235.0,235.0,10.3,7.1,3.2,773.8,536.9,236.8,788.6,547.3,241.4
Gbabam,1,1,22.2,6.9,2013.0,2013.0,2013.0,2013.0,342.8,342.8,342.8,342.8,20.0,20.0,20.0,20.0,71.0,71.0,71.0,71.0,1.4,0.8,0.6,106.8,60.5,46.3,108.9,61.7,47.2
