Int. Dep. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Abidjan,1173,663,52891.8,63603.4,2003.7,2004.4,2007.9,2008.0,1189.8,2460.0,1913.5,2105.6,117.0,257.3,347.2,357.6,31.0,129.0,66.9,77.0,7181.9,6471.8,710.1,552719.8,498748.8,53971.0,563332.0,508324.7,55007.3
Port Bouet,499,323,25764.9,37620.2,2006.5,2005.3,2008.1,2008.2,1214.9,2719.7,2155.2,2172.3,173.0,390.6,473.2,485.6,33.0,104.4,72.2,59.5,4026.7,3572.9,453.9,309786.1,275232.6,34553.5,315734.0,280517.0,35217.0
San Pedro,320,144,18882.1,20990.5,1999.8,2003.0,2004.8,2003.5,1837.5,2085.3,1918.8,1793.9,133.0,200.5,227.0,228.1,27.0,62.6,42.5,47.2,2361.1,2215.2,145.8,182266.9,171140.2,11126.7,185766.4,174426.1,11340.3
Baobab Marine Terminal,13,13,2090.5,3936.2,2002.8,2002.8,2009.3,2009.4,3242.9,3008.3,3735.3,3771.7,305.0,319.2,419.1,419.2,39.0,173.8,56.8,51.8,220.1,185.2,34.8,16938.2,14302.7,2635.5,17263.4,14577.3,2686.1
Assinie-Mafia,12,8,2359.4,4480.5,1989.8,1996.4,2008.3,2008.3,766.8,3242.7,6658.4,6849.4,73.5,331.5,830.0,829.9,10.5,81.1,25.3,25.3,152.3,136.8,15.5,11762.1,10582.4,1179.7,11987.9,10785.6,1202.4
Espoir Marine Terminal,8,7,666.0,1264.8,2010.4,2010.4,2011.5,2011.6,975.1,1480.8,1886.6,1926.1,92.5,159.6,285.9,289.0,31.0,179.0,60.3,57.1,56.4,45.7,10.7,4365.8,3537.2,828.6,4449.6,3605.1,844.5
Sassandra,5,5,3.6,3.5,1986.8,1986.8,1987.1,1984.4,1181.6,1106.6,620.1,507.2,135.0,162.6,201.1,190.1,11.0,10.0,10.3,10.3,3.0,2.9,0.1,225.1,217.4,7.7,229.4,221.5,7.9
Kosagi,2,2,3.2,3.4,2001.0,2001.0,2001.0,2001.0,1420.7,1420.7,439.8,421.6,287.5,287.5,252.5,248.2,33.5,33.5,51.2,53.3,2.2,1.9,0.2,162.4,144.9,17.5,165.5,147.7,17.8
Gbabam,2,2,31.9,15.5,2002.0,2002.0,2004.9,1999.9,2951.7,2951.7,477.2,710.4,265.5,265.5,202.6,312.2,6.0,6.0,5.7,6.2,7.6,7.5,0.1,570.0,565.0,5.1,581.0,575.8,5.2
Fresco,1,1,3.2,4.0,1985.0,1985.0,1985.0,1985.0,1061.1,1061.1,1061.1,1061.1,117.0,117.0,117.0,117.0,86.0,86.0,86.0,86.0,0.7,0.6,0.1,52.9,48.2,4.7,53.9,49.1,4.8
Dabou,1,1,5.9,6.6,2001.0,2001.0,2001.0,2001.0,825.0,825.0,825.0,825.0,431.0,431.0,431.0,431.0,3.0,3.0,3.0,3.0,1.1,1.1,0.0,84.7,83.9,0.8,86.3,85.5,0.8
