Domestic by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Service - tug,653,14,86.8,76.5,2010.4,1999.4,2009.4,2009.2,47.1,236.0,69.3,70.5,10.0,205.3,195.9,196.6,5.0,66.8,36.8,36.3,76.4,62.5,14.0,5737.7,4689.7,1048.0,5847.9,4779.7,1068.1
Offshore,491,14,116.8,110.9,2008.2,2005.0,2010.7,2010.4,54.4,715.7,135.4,116.0,9.0,208.5,492.6,430.7,22.0,92.2,196.9,194.7,142.3,85.8,56.5,10683.0,6441.1,4241.8,10888.1,6564.8,4323.3
Container,104,28,683.9,874.7,2002.1,2001.9,2002.0,2002.0,179.6,146.1,171.8,171.7,17.0,22.7,25.0,24.8,29.5,28.8,29.8,29.8,137.9,88.4,49.5,10680.3,6845.2,3835.1,10885.3,6976.6,3908.7
Miscellaneous - fishing,49,24,574.2,475.5,1992.5,1991.9,1994.0,1995.7,4160.5,7075.0,7043.2,7129.0,522.0,755.3,1418.9,1344.4,35.0,179.5,548.0,587.0,294.9,232.3,62.6,22141.7,17440.4,4701.3,22566.9,17775.3,4791.6
Chemical tanker,48,8,47.1,75.9,1993.6,2006.4,1997.5,1997.2,197.7,304.0,209.6,206.8,48.0,45.5,79.9,80.2,77.0,61.5,84.4,85.5,95.4,45.5,50.0,7184.3,3431.9,3752.4,7322.2,3497.8,3824.5
Bulk carrier,41,40,298.2,514.0,2008.8,2008.7,2008.7,2008.6,223.3,258.1,260.2,261.4,148.0,407.7,587.5,601.8,126.0,170.9,181.2,182.3,106.1,80.7,25.4,8209.8,6247.3,1962.5,8367.4,6367.3,2000.2
Service - other,34,6,40.5,31.5,2006.4,2008.8,2010.3,2011.0,395.3,984.7,409.7,469.5,65.0,172.5,198.8,200.2,6.0,23.2,103.1,94.5,27.1,19.6,7.6,2037.6,1469.2,568.3,2076.7,1497.4,579.2
General cargo,30,19,64.2,90.8,1997.6,2001.3,2002.8,2002.9,186.5,226.0,236.2,235.8,22.0,56.9,41.5,41.5,90.5,112.1,118.7,120.6,26.4,11.0,15.4,1999.9,839.2,1160.6,2038.3,855.4,1182.9
Vehicle,7,4,33.2,11.4,2002.1,2000.2,2002.6,2002.1,72.9,90.0,89.1,94.6,38.0,36.9,43.6,45.4,36.0,38.1,34.1,36.0,4.6,2.7,1.9,356.9,206.1,150.8,363.8,210.0,153.7
Refrigerated bulk,4,4,1.0,1.1,1985.0,1985.0,1982.0,1981.8,52.1,73.6,82.9,85.5,18.0,17.8,17.3,17.5,103.5,93.0,49.8,49.7,5.4,0.9,4.5,404.4,69.7,334.7,412.2,71.0,341.1
Ro-Ro,2,2,19.0,11.1,2009.5,2009.5,2007.4,2009.0,172.7,172.7,175.8,157.6,14.0,14.0,15.5,14.3,40.5,40.5,49.9,42.6,2.9,1.8,1.1,227.8,142.4,85.3,232.1,145.2,87.0
Liquefied gas tanker,2,1,8.6,9.7,2013.0,2013.0,2013.0,2013.0,186.0,186.0,186.0,186.0,14.5,14.5,14.3,14.3,19.5,19.5,18.9,18.9,1.3,0.5,0.7,95.4,42.0,53.4,97.2,42.8,54.5
Oil tanker,1,1,3.0,5.6,2005.0,2005.0,2005.0,2005.0,52.2,52.2,52.2,52.2,155.0,155.0,155.0,155.0,9.0,9.0,9.0,9.0,9.4,9.2,0.2,731.2,716.0,15.1,745.2,729.8,15.4
