Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
General cargo,97,20,102.8,149.0,2002.4,2001.1,2007.5,2007.5,99.1,253.8,292.3,306.6,14.0,29.9,195.4,201.8,13.0,19.1,15.4,15.0,24.0,20.6,3.4,1830.6,1575.6,254.9,1865.7,1605.9,259.8
Cruise,90,35,1271.6,129.1,1994.1,1994.8,2006.1,2002.3,180.8,302.3,244.4,251.6,16.0,30.1,30.1,38.2,8.0,13.0,8.8,8.9,285.3,228.4,56.9,22029.6,17637.8,4391.8,22452.6,17976.4,4476.1
Container,69,12,136.8,171.9,2006.8,2006.7,2006.5,2006.5,194.4,161.6,192.9,192.8,15.0,15.2,24.5,24.2,8.0,12.0,11.3,11.0,39.6,31.6,8.0,3038.0,2433.1,604.9,3096.4,2479.8,616.6
Chemical tanker,40,6,51.0,79.3,2008.8,2008.0,2008.5,2008.4,210.2,338.0,223.3,222.7,22.0,106.9,59.6,58.1,15.0,16.8,18.5,18.4,34.9,25.2,9.7,2642.4,1915.9,726.5,2693.2,1952.7,740.4
Ferry-RoPax,37,5,9.8,1.4,1977.6,1983.8,1995.5,1987.0,152.8,333.6,423.5,308.8,16.0,17.5,33.8,36.0,8.0,14.3,38.3,30.8,15.5,9.0,6.5,1163.5,677.4,486.1,1185.8,690.4,495.4
Ro-Ro,31,5,29.5,33.7,1989.7,1983.8,1991.4,1991.0,154.1,201.6,162.9,163.4,22.0,29.4,23.2,23.9,11.0,72.9,16.6,18.5,21.2,12.8,8.4,1630.2,991.5,638.7,1661.5,1010.5,651.0
Refrigerated bulk,29,13,41.4,45.4,1999.9,1998.4,1999.7,1999.7,87.8,114.1,108.4,108.2,8.0,9.9,12.6,12.5,5.0,4.7,6.7,6.7,19.7,15.4,4.3,1501.5,1176.2,325.3,1530.3,1198.7,331.5
Service - tug,27,6,2.1,1.7,1976.3,1980.8,1982.7,1983.2,81.6,251.8,264.0,300.9,19.0,199.3,530.0,563.5,24.0,39.4,45.7,42.6,8.8,7.2,1.6,662.4,543.1,119.2,675.1,553.6,121.5
Vehicle,26,15,102.1,31.5,2006.5,2003.9,2005.7,2005.5,90.6,99.4,104.2,103.9,10.0,12.6,16.9,17.0,3.0,7.7,6.1,6.1,8.4,6.9,1.5,649.4,535.3,114.1,661.8,545.6,116.3
Liquefied gas tanker,26,2,21.1,21.8,2007.7,2008.5,2007.7,2007.7,153.3,151.0,179.1,179.0,15.5,15.8,23.5,23.5,7.0,7.2,7.7,7.7,11.9,8.7,3.2,908.5,664.3,244.2,925.9,677.1,248.9
Bulk carrier,22,4,41.9,63.6,2012.7,2003.2,2012.4,2011.9,208.0,389.7,322.7,322.7,23.5,48.0,45.1,45.7,32.0,20.6,26.8,27.0,8.4,6.6,1.9,646.3,503.8,142.4,658.7,513.5,145.2
Ferry-pax only,20,2,14.5,1.4,1998.4,2001.5,2003.5,2004.4,243.3,8299.6,1469.5,3036.6,29.5,802.0,1258.2,1437.8,6.5,42.5,64.0,72.5,16.3,14.4,1.9,1220.7,1080.8,139.9,1244.1,1101.5,142.6
Oil tanker,18,5,119.8,214.7,1999.1,2002.6,2014.9,2015.0,192.7,486.8,918.7,946.9,17.5,41.7,125.2,126.0,8.0,10.0,2.8,2.7,15.5,12.0,3.5,1186.6,920.7,266.0,1209.4,938.3,271.1
Offshore,8,5,2.2,3.3,2001.2,1990.0,1976.9,1975.0,134.3,570.9,427.0,530.5,28.5,57.5,135.6,141.8,42.5,41.0,79.3,82.0,5.4,3.5,1.9,404.8,262.1,142.7,412.5,267.1,145.4
Service - other,1,1,0.8,0.4,1980.0,1980.0,1980.0,1980.0,2812.5,2812.5,2812.5,2812.5,382.0,382.0,382.0,382.0,144.0,144.0,144.0,144.0,2.3,2.0,0.3,172.1,150.7,21.3,175.4,153.6,21.7
