Int. Dep. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Guadeloupe,110,38,89.8,42.0,1996.6,1994.6,2004.5,2002.1,68.8,297.5,107.5,83.1,13.0,24.8,37.4,24.9,10.5,17.4,19.1,14.9,43.8,24.6,19.2,3322.1,1872.9,1449.2,3385.9,1908.9,1477.0
Saint Lucia,86,38,193.5,96.8,2002.7,2000.2,2009.5,2006.1,103.2,145.7,122.1,129.0,13.0,62.0,18.6,21.9,8.0,17.9,10.6,9.8,55.9,38.8,17.1,4288.2,2978.4,1309.9,4370.6,3035.5,1335.0
Antigua and Barbuda,52,20,82.8,42.3,2003.8,1998.9,2012.8,2010.0,132.9,142.9,144.4,138.2,16.0,21.4,16.1,17.9,20.5,19.5,14.4,23.6,24.2,15.4,8.7,1849.9,1187.0,662.9,1885.4,1209.8,675.6
Martinique,50,26,50.6,29.8,1997.2,1996.0,2001.1,2001.6,72.2,183.2,84.7,96.4,11.0,29.4,15.6,19.1,8.5,36.5,17.0,27.2,17.4,9.9,7.5,1324.7,755.2,569.5,1350.1,769.7,580.5
Saint Vincent and the Grenadines,37,11,20.0,19.9,1985.1,1998.4,2002.1,2005.0,162.5,154.7,151.3,144.1,22.0,22.9,24.4,20.3,10.0,29.0,21.4,27.4,15.3,9.2,6.1,1154.2,693.7,460.6,1176.4,707.0,469.4
Barbados,36,17,342.1,59.7,2004.9,2006.7,2004.2,2005.7,189.6,213.1,188.8,203.6,15.0,24.0,15.5,22.5,11.5,21.6,20.3,18.9,105.9,66.9,39.0,8195.8,5175.1,3020.7,8353.1,5274.5,3078.7
Saint Kitts and Nevis,26,15,90.7,22.0,1995.5,1992.8,2010.4,2003.9,151.7,157.5,151.3,160.7,16.0,19.8,15.0,16.9,11.0,15.1,10.4,11.1,23.8,16.1,7.7,1835.7,1242.7,593.0,1870.9,1266.6,604.4
Sint Maarten (Dutch part),21,14,160.2,39.5,2003.1,2002.6,2007.6,2005.1,203.3,224.3,248.2,222.8,21.0,23.7,27.5,23.4,14.0,18.8,9.9,18.3,37.1,29.0,8.1,2862.6,2242.0,620.6,2917.6,2285.1,632.5
Virgin Islands (U.S.),20,8,135.1,52.3,2000.8,2002.4,2007.4,2002.5,281.7,291.2,282.7,283.9,21.5,22.7,19.2,22.1,8.0,12.2,8.7,10.0,35.0,30.9,4.1,2689.0,2380.0,309.0,2740.6,2425.7,314.9
Colombia,14,7,208.6,224.7,2001.5,1999.3,2001.6,2002.3,1087.2,1084.0,1091.1,1094.2,61.0,81.9,71.9,67.9,49.0,62.5,52.6,49.6,87.8,69.8,17.9,6708.3,5360.6,1347.7,6837.1,5463.5,1373.6
Virgin Islands (British),12,5,22.7,24.3,1993.8,1994.0,1992.7,1994.2,304.5,302.3,306.7,308.8,39.5,35.4,38.3,39.9,12.0,9.9,12.3,12.9,13.0,11.1,1.9,991.0,844.7,146.3,1010.1,860.9,149.1
Grenada,12,10,84.7,21.4,2005.0,2004.6,2006.1,2004.0,202.5,229.7,205.0,215.3,17.5,19.5,15.5,19.1,8.5,11.4,9.1,12.3,21.7,17.2,4.5,1674.8,1329.5,345.3,1707.0,1355.1,351.9
United States of America,9,5,101.0,118.6,2002.4,2001.2,2003.8,2003.9,1292.8,1333.8,1323.3,1323.6,94.0,100.5,97.6,97.5,21.0,24.1,24.8,24.7,31.9,30.0,1.9,2456.2,2315.6,140.7,2503.4,2360.0,143.4
Dominican Republic,8,5,34.1,42.9,1997.9,1992.6,2005.8,2005.7,599.5,559.9,584.7,583.4,38.0,104.3,40.6,41.1,7.5,17.5,7.4,7.4,12.1,11.1,1.0,923.8,847.8,76.0,941.5,864.1,77.5
Montserrat,8,7,14.5,4.6,1976.1,1976.3,1992.4,1989.6,145.8,3295.0,1382.0,618.9,59.5,178.5,627.9,564.1,11.5,113.3,603.0,513.2,6.6,4.8,1.8,497.4,364.0,133.5,507.0,371.0,136.0
Guyana,5,5,15.5,22.3,2013.2,2013.2,2012.9,2013.0,590.2,593.6,593.6,593.5,59.0,65.6,66.6,66.5,11.0,22.2,21.2,21.4,4.0,3.3,0.6,303.7,256.1,47.6,309.6,261.0,48.5
Saint Barthélemy,5,5,11.6,3.8,2000.6,2000.6,2005.0,2008.4,195.7,191.3,195.1,192.2,16.0,22.8,15.5,17.0,9.0,9.0,9.6,4.8,4.2,3.3,0.9,325.6,252.3,73.3,331.8,257.1,74.7
Trinidad and Tobago,5,5,6.4,9.4,1987.8,1987.8,2003.5,2003.4,358.2,390.2,428.1,423.3,36.0,35.4,36.3,37.8,33.0,235.0,77.4,75.9,5.3,1.8,3.5,397.4,136.9,260.5,405.1,139.5,265.5
Jamaica,3,3,52.9,43.1,2008.7,2008.7,2008.8,2008.3,924.3,1028.7,1022.3,1055.3,68.0,64.3,65.9,64.6,21.0,21.7,21.1,21.3,10.8,9.8,1.1,834.6,754.4,80.3,850.7,768.9,81.8
French Guiana,3,1,51.2,13.9,2010.0,2010.0,2010.0,2010.0,848.1,848.1,844.8,844.8,70.0,70.0,69.7,69.7,21.0,21.0,18.4,18.4,8.7,8.2,0.6,673.9,630.3,43.6,686.8,642.4,44.4
Saint Martin (French part),3,3,2.3,3.5,1997.7,1997.7,2005.5,2005.5,205.8,208.2,214.4,214.3,23.0,23.7,22.7,22.7,23.0,26.0,16.0,16.0,0.9,0.7,0.2,70.9,53.0,18.0,72.3,54.0,18.3
"Bonaire, Sint Eustatius and Saba",2,2,0.8,1.3,2004.0,2004.0,2001.1,1999.7,257.0,257.0,197.1,185.6,258.0,258.0,139.2,86.3,2.5,2.5,3.7,4.3,0.9,0.8,0.1,64.8,59.8,5.0,66.0,60.9,5.1
Suriname,2,2,24.7,36.4,2009.0,2009.0,2013.8,2013.8,751.2,751.2,760.9,760.8,70.5,70.5,71.4,71.4,51.0,51.0,72.1,71.9,3.2,2.7,0.5,245.7,208.5,37.1,250.4,212.6,37.8
Anguilla,2,2,2.2,2.7,2012.0,2012.0,2012.5,2013.3,217.9,217.9,218.5,220.3,19.0,19.0,19.2,19.5,8.0,8.0,8.0,8.0,1.0,0.8,0.2,77.6,61.2,16.4,79.1,62.4,16.7
