Int. Arr. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Papua New Guinea,141,57,1556.2,1877.7,2004.9,2002.4,2006.4,2006.7,717.9,1577.7,748.4,764.3,60.0,199.0,156.3,133.6,33.0,50.0,38.3,38.3,430.5,368.6,61.9,32919.2,28243.2,4676.0,33551.3,28785.5,4765.8
China,104,48,7789.0,13309.2,1996.4,1998.1,1997.0,1997.1,3314.2,3399.7,3633.3,3640.7,304.5,338.5,344.8,345.5,14.0,64.8,205.3,207.8,676.3,606.0,70.2,52210.7,46812.4,5398.3,53213.2,47711.2,5502.0
Fiji,34,29,92.8,86.2,2008.7,2008.4,2004.1,1999.9,8027.7,7508.7,2793.1,1986.7,1505.0,1404.1,1201.0,733.6,12.0,18.4,21.7,22.9,91.8,90.7,1.0,6897.7,6818.9,78.8,7030.2,6949.9,80.3
Philippines,29,24,747.0,1170.2,2000.0,2000.0,1998.1,1997.9,2633.2,2822.2,2807.8,2801.1,246.0,327.7,365.2,361.5,13.0,119.9,81.5,80.8,130.7,112.7,18.0,10023.9,8667.3,1356.6,10216.4,8833.7,1382.7
Singapore,23,19,2161.7,3497.5,2008.0,2008.1,2008.5,2008.6,3685.8,4753.3,3782.3,3777.4,310.0,486.1,400.5,395.1,26.0,65.4,68.1,69.3,286.5,269.0,17.5,22156.8,20805.5,1351.4,22582.3,21204.9,1377.3
Japan,22,11,1606.5,1478.1,2007.6,2009.8,2008.2,2010.0,3013.6,3400.8,3165.2,3208.8,252.0,503.9,285.7,304.3,37.5,280.1,77.8,77.5,194.5,176.4,18.1,14972.5,13601.8,1370.7,15260.0,13862.9,1397.0
Vanuatu,18,9,79.3,60.7,2009.4,2007.9,2009.5,2010.1,726.1,681.9,714.9,693.5,63.0,80.3,79.5,78.1,33.0,41.9,31.1,42.0,33.4,25.6,7.8,2561.5,1974.6,586.9,2610.7,2012.5,598.2
Australia,15,9,253.5,381.9,2008.0,2012.7,2012.2,2013.2,1234.1,1383.5,1253.5,1243.8,138.0,135.3,132.7,130.2,48.0,61.8,57.9,58.6,35.6,29.1,6.5,2747.5,2247.9,499.7,2800.3,2291.0,509.2
"Korea, Republic of",13,8,959.5,1654.1,2008.0,2005.2,2011.2,2011.4,3219.9,3674.2,2728.7,2692.4,256.0,470.0,274.3,266.7,31.0,31.4,89.9,94.1,105.9,98.7,7.2,8174.7,7619.3,555.4,8331.6,7765.6,566.1
Indonesia,9,9,283.5,449.6,2002.3,2002.3,1999.1,1998.8,2512.0,2518.7,2735.9,2731.9,268.0,344.0,437.8,434.1,8.0,31.1,38.1,38.1,36.0,35.2,0.8,2769.4,2712.6,56.8,2822.5,2764.7,57.8
Malaysia,8,6,192.6,317.3,1999.1,2001.5,2005.8,2005.8,3290.3,3003.5,3317.1,3332.1,353.5,396.0,301.4,300.6,106.0,337.7,134.5,150.1,72.2,38.4,33.8,5469.4,2934.3,2535.1,5574.4,2990.6,2583.8
Micronesia (Federated States of),8,7,110.6,108.0,2009.0,2010.7,2010.6,2011.3,4341.3,6218.8,4882.5,5920.4,593.0,663.6,892.1,981.5,138.0,260.4,502.9,562.4,28.3,18.3,10.0,2131.2,1382.8,748.4,2172.2,1409.4,762.8
Hong Kong,8,4,891.2,1607.4,1995.0,1996.0,1993.8,1993.6,3554.2,4301.5,3717.5,3710.6,298.0,287.5,317.5,319.5,290.5,201.8,272.7,281.2,82.7,67.8,14.9,6398.8,5248.3,1150.5,6521.6,5349.0,1172.6
Kiribati,8,3,142.4,143.0,2006.0,2008.0,2005.9,2005.7,1038.5,2783.6,1139.9,1118.7,77.5,273.3,141.6,129.6,35.0,68.7,44.4,42.6,20.3,18.3,2.0,1558.5,1408.7,149.7,1588.4,1435.8,152.6
Tuvalu,7,7,44.8,59.6,2003.1,2003.1,2005.9,2006.9,1307.1,3432.6,2576.8,2753.8,195.0,491.7,895.7,1025.7,97.0,108.1,83.6,81.0,15.1,11.1,4.0,1139.0,840.3,298.7,1160.9,856.4,304.5
