Int. Dep. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
China,130,61,8847.3,15022.5,1997.1,1998.0,1996.9,1996.8,3270.4,3471.3,3456.3,3472.0,328.5,379.2,401.2,406.0,121.0,135.6,144.7,144.8,953.1,889.3,63.8,73527.5,68688.6,4838.9,74939.2,70007.4,4931.8
Papua New Guinea,84,50,810.6,1098.4,2005.0,2005.4,2005.4,2006.7,630.6,1120.3,699.6,724.1,51.5,112.6,128.4,140.0,30.0,89.9,73.5,68.8,204.4,152.1,52.4,15683.3,11715.3,3968.0,15984.4,11940.2,4044.2
Fiji,62,45,1032.2,1324.5,2008.1,2008.8,2007.6,2008.2,1584.6,8525.8,1412.9,1258.8,224.0,901.6,259.9,177.8,51.5,735.5,195.6,121.0,285.5,191.5,94.0,21729.4,14625.2,7104.2,22146.6,14906.0,7240.6
Vanuatu,47,24,566.2,650.6,2007.3,2007.8,2009.0,2009.6,716.6,740.3,682.3,682.2,55.0,80.3,59.2,57.6,16.0,20.0,17.0,17.7,104.1,95.5,8.6,8013.0,7356.2,656.9,8166.9,7497.4,669.5
Australia,23,7,501.8,502.7,2008.4,2006.7,2005.5,2008.3,1189.2,1361.5,1353.5,1493.5,89.0,106.4,119.3,131.9,11.0,30.4,18.6,20.3,98.4,93.6,4.8,7578.2,7213.8,364.4,7723.7,7352.3,371.4
New Caledonia,20,9,380.6,494.9,2011.6,2010.7,2012.0,2012.0,938.1,963.4,955.3,959.6,69.0,85.3,84.3,87.4,20.5,21.9,26.8,26.7,73.7,66.9,6.9,5683.9,5163.8,520.1,5793.0,5262.9,530.1
"Korea, Republic of",15,10,971.9,1630.5,2005.6,2003.9,2009.7,2010.5,3435.1,5100.8,3071.0,2966.9,362.0,557.1,376.9,357.5,89.0,147.3,112.6,110.9,139.2,117.6,21.6,10715.1,9054.7,1660.4,10920.8,9228.6,1692.3
"Taiwan, Province of China",13,12,608.8,993.3,1995.5,1995.4,1995.3,1995.3,2958.0,3077.9,3095.4,3090.3,301.0,306.8,316.5,315.8,25.0,35.3,38.2,38.2,59.7,58.1,1.5,4597.8,4481.7,116.1,4686.0,4567.7,118.3
Tuvalu,11,9,190.3,217.6,2001.8,1999.1,2003.7,2003.9,6175.2,8578.2,5983.5,5871.1,555.0,706.9,739.1,981.0,119.0,364.1,762.3,622.9,86.2,51.2,35.1,6496.5,3860.3,2636.2,6621.3,3934.4,2686.9
New Zealand,11,5,452.7,419.4,2009.2,2008.2,2008.8,2009.6,1964.2,2622.2,2297.8,2624.6,143.0,243.3,257.9,342.7,25.0,48.5,60.5,33.6,62.0,56.8,5.2,4778.7,4380.6,398.1,4870.5,4464.7,405.8
