Domestic by Dep. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Noro,144,74,888.3,1422.2,1999.3,2000.1,1997.6,1997.3,278.6,392.4,412.1,416.5,47.0,161.9,361.7,362.5,92.5,123.8,143.2,144.8,204.2,145.3,58.9,15506.6,11071.4,4435.2,15804.3,11284.0,4520.3
Honiara,94,52,545.8,852.6,1997.6,1997.2,1997.4,1997.3,264.9,902.9,378.9,380.3,110.5,147.6,307.5,318.0,33.5,168.2,135.9,99.6,144.3,101.0,43.2,10950.6,7688.5,3262.1,11160.8,7836.1,3324.7
Viru Harbour,47,35,234.2,382.1,1999.3,1999.1,1997.5,1997.5,229.3,328.3,381.4,386.4,48.0,143.9,451.8,455.8,16.0,63.3,85.5,86.0,48.3,38.8,9.5,3672.0,2958.5,713.5,3742.5,3015.3,727.2
Tulagi,26,19,130.1,214.0,1997.5,1996.9,1995.1,1995.1,331.0,366.4,368.6,369.9,122.0,139.5,163.8,162.9,84.5,125.9,180.9,183.8,30.5,20.5,10.0,2312.2,1560.5,751.8,2356.6,1590.4,766.2
Rannell Island,26,22,197.3,338.9,1999.5,2000.2,1999.9,1999.8,335.6,442.9,365.2,360.7,41.0,194.6,156.9,151.9,8.5,69.7,35.1,32.9,33.7,28.5,5.2,2581.3,2186.9,394.4,2630.9,2228.9,402.0
Kirakira,24,21,146.4,239.0,1995.6,1995.5,1994.9,1994.8,355.0,390.1,371.8,372.6,42.0,129.0,172.9,174.7,35.5,74.7,62.9,63.0,22.7,17.6,5.2,1733.3,1345.9,387.4,1766.6,1371.7,394.9
Choiseul Bay,21,19,133.9,219.6,1995.1,1994.8,1995.1,1995.0,343.6,427.5,460.8,465.0,118.0,178.8,378.5,385.6,16.0,70.0,62.6,63.1,23.5,19.9,3.6,1788.4,1520.0,268.5,1822.8,1549.2,273.6
Aola Bay,15,15,58.9,93.6,2003.3,2003.3,2002.0,2002.0,328.8,449.4,356.1,351.6,195.0,301.1,263.7,261.2,14.0,136.8,104.8,106.2,26.6,21.5,5.2,2009.5,1622.7,386.8,2048.1,1653.8,394.3
Yandina,10,8,33.2,50.7,1994.2,1994.5,1997.0,1997.6,219.6,404.6,310.8,328.7,44.5,170.0,347.5,371.5,16.0,73.7,74.2,72.1,10.5,7.0,3.5,790.7,528.8,261.9,805.9,539.0,266.9
Gizo,8,7,38.6,17.1,1996.6,1997.1,1994.5,1994.2,197.2,208.4,213.1,165.3,26.5,39.7,28.6,49.0,10.5,27.6,17.6,37.9,9.9,7.5,2.4,758.4,577.8,180.5,772.9,588.9,184.0
Nemba,7,7,65.7,102.3,1998.9,1998.9,1998.1,1998.2,565.3,516.5,515.7,511.1,50.0,155.6,197.7,182.4,6.0,23.0,16.2,17.1,8.0,7.6,0.4,615.8,585.8,30.1,627.7,597.0,30.6
Lever Harbour,3,3,7.1,11.0,1992.7,1992.7,1995.9,1996.3,209.4,239.2,197.8,194.3,19.0,699.7,115.7,48.7,114.0,188.7,104.2,95.7,5.3,4.2,1.1,396.4,316.4,80.0,404.0,322.4,81.6
Ringgi Cove,2,2,4.9,7.8,1989.0,1989.0,1993.9,1994.8,259.9,259.9,266.8,268.0,73.5,73.5,103.5,108.5,34.5,34.5,53.0,56.1,1.6,1.2,0.4,118.1,89.8,28.3,120.4,91.5,28.8
