Domestic by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Bulk carrier,306,57,2206.6,3629.1,1996.4,1998.2,1996.4,1996.4,328.5,340.5,410.5,409.8,118.0,133.8,325.4,324.9,77.5,91.9,104.8,104.9,384.8,298.3,86.5,29304.5,22791.9,6512.6,29867.1,23229.5,6637.7
General cargo,29,11,83.4,126.6,2002.1,2004.0,2000.4,2000.3,210.3,238.5,318.0,321.5,25.0,84.6,198.0,200.1,58.0,72.8,99.5,99.2,31.5,20.6,10.9,2388.0,1567.7,820.4,2433.9,1597.8,836.1
Service - tug,19,3,11.0,7.8,2002.3,2004.0,2002.1,2002.1,612.9,9655.5,2208.5,1668.2,65.0,401.3,247.0,319.3,32.0,1593.3,3287.0,2772.7,37.6,14.8,22.9,2826.4,1110.7,1715.7,2880.7,1132.0,1748.7
Service - other,18,4,17.4,11.6,1999.1,1995.5,2001.4,2003.5,379.2,593.6,964.6,1173.4,158.0,180.2,1285.8,2035.1,37.5,42.2,81.0,60.8,24.4,21.1,3.3,1834.2,1582.4,251.8,1869.4,1612.8,256.6
Cruise,15,7,53.5,8.3,1992.9,1996.3,1996.6,1996.2,234.2,253.6,232.1,233.8,18.0,28.2,22.6,24.9,9.0,13.6,9.2,9.0,19.7,15.3,4.3,1500.0,1172.5,327.5,1528.8,1195.0,333.8
Ro-Ro,14,1,3.5,6.4,2009.0,2009.0,2009.0,2009.0,236.4,236.4,503.4,503.4,48.5,48.5,578.7,578.7,17.5,17.5,57.5,57.5,38.4,30.8,7.6,2884.0,2315.4,568.5,2939.3,2359.9,579.4
Chemical tanker,10,6,62.1,102.9,2012.8,2012.7,2012.8,2012.8,205.2,210.5,206.8,206.7,19.0,19.3,19.6,19.6,30.5,26.7,25.8,25.7,12.9,6.7,6.2,1000.2,516.5,483.7,1019.4,526.4,493.0
Container,10,2,38.6,45.9,2016.2,2016.5,2016.2,2016.2,206.8,206.8,209.7,209.7,17.5,17.8,17.9,17.9,30.0,30.0,29.6,29.6,10.0,6.7,3.3,762.6,514.6,248.0,777.3,524.4,252.8
Miscellaneous - fishing,3,2,1.1,1.2,1995.0,2000.0,2000.4,2008.6,331.2,338.7,325.8,367.8,331.0,622.2,706.4,337.7,34.0,104.5,121.6,54.6,5.3,4.6,0.7,399.2,348.5,50.7,406.8,355.2,51.6
Oil tanker,2,2,6.5,10.1,2000.0,2000.0,2006.1,2006.0,208.6,208.6,204.9,205.0,25.0,25.0,18.9,19.0,17.5,17.5,18.8,18.8,1.9,0.9,1.0,146.4,73.2,73.3,149.2,74.6,74.7
Refrigerated bulk,1,1,0.8,1.0,1989.0,1989.0,1989.0,1989.0,140.9,140.9,140.9,140.9,40.0,40.0,40.0,40.0,100.0,100.0,100.0,100.0,2.5,0.8,1.7,187.9,59.6,128.2,191.5,60.8,130.7
